Type1,regionExp_response_8.rt,regionExp_response_9.rt,Type2,regionExp_response_8.rt,regionExp_response_9.rt,OmS_8,OmS_9,Participant
O,1.615272999,4.440519094,S,1.548286915,0.362782001,0.066986084,4.077737093,
O,0.930041075,1.098308086,S,1.56495595,0.345602989,-0.634914875,0.752705097,
O,0.795837879,1.197702885,S,0.378328085,0.795717001,0.417509794,0.401985884,
O,0.662867069,2.134284973,S,0.712471008,2.937556982,-0.049603939,-0.803272009,
O,3.153674126,0.461771965,S,0.679563999,0.529609203,2.474110127,-0.067837238,
O,0.344290972,0.647515059,S,0.377891064,0.47883606,-0.033600092,0.168678999,
O,1.715783119,0.898020983,S,0.461910009,0.494684935,1.25387311,0.403336048,
O,0.511703014,2.534543037,S,0.444727898,4.257101059,0.066975116,-1.722558022,
O,1.063552141,2.936003923,S,1.214107037,2.284355879,-0.150554896,0.651648044,
O,0.395222902,0.56320715,S,0.444526911,0.931188107,-0.049304009,-0.367980957,
O,0.495295048,8.569558859,S,0.712481976,1.230944157,-0.217186928,7.338614702,
O,2.56844902,4.89187789,S,0.478518009,2.318998098,2.089931011,2.572879792,
O,0.896067142,1.483364105,S,0.444813967,1.514874935,0.451253175,-0.03151083,
O,4.708146095,5.460410118,S,0.812959909,0.42821908,3.895186186,5.032191038,
O,0.908987999,1.733599901,S,0.779488802,0.781098127,0.129499197,0.952501774,
O,1.682327032,0.462869883,S,0.528810978,0.629178047,1.153516054,-0.166308164,
O,0.629106045,1.098451853,S,0.545212984,0.345185041,0.083893061,0.753266812,
O,0.962942839,1.364924908,S,0.746177912,0.444606066,0.216764927,0.920318842,
O,0.294282198,1.347086906,S,0.975450993,0.329464912,-0.681168795,1.017621994,
O,1.364290953,1.232285023,S,0.862971783,1.131887913,0.50131917,0.10039711,
O,1.128945827,2.03335619,S,1.532056093,1.38278079,-0.403110266,0.6505754,
O,1.147280216,0.362833023,S,1.698647976,0.446147919,-0.55136776,-0.083314896,
O,2.701946974,0.46313715,S,0.879118919,0.946639061,1.822828055,-0.483501911,
O,0.529233932,0.946286917,S,0.428488016,0.529727936,0.100745916,0.416558981,
O,0.578500986,3.589737892,S,0.428698063,0.580054998,0.149802923,3.009682894,
O,0.611892939,3.222535133,S,0.294933081,1.481435061,0.316959858,1.741100072,
O,0.394550085,0.395241022,S,0.378134966,1.031517029,0.016415119,-0.636276007,
O,0.42800808,0.597278118,S,0.746155977,0.513334036,-0.318147897,0.083944082,
O,0.378201962,1.700738907,S,0.36122489,1.132050991,0.016977072,0.568687916,
O,0.512104034,1.949811935,S,0.34487009,0.712601185,0.167233944,1.23721075,
O,0.411428928,2.118443966,S,0.445211887,0.479820967,-0.033782959,1.638622999,
O,0.645949125,0.996762037,S,0.344925165,1.698865891,0.30102396,-0.702103854,
O,0.411437035,0.544646025,S,0.361624956,1.047412157,0.049812079,-0.502766132,
O,0.461222172,2.888051987,S,0.377786875,1.332720995,0.083435297,1.555330992,
O,0.378035069,4.707788944,S,1.548472881,0.630271196,-1.170437812,4.077517748,
O,0.49463582,0.561408997,S,0.42867589,1.332587957,0.06595993,-0.77117896,
O,0.328125954,0.36261797,S,0.361776829,0.660598993,-0.033650875,-0.297981023,
O,0.545260906,0.463361979,S,0.411589861,0.394586802,0.133671045,0.068775177,
O,0.361135006,2.36809516,S,0.34462285,0.344961882,0.016512156,2.023133278,
O,0.360948086,1.398974895,S,0.562447071,1.096878052,-0.201498985,0.302096843,
O,0.395125866,2.082220078,S,0.395247936,0.496425152,-0.00012207,1.585794926,
O,0.428458929,0.394642115,S,0.294769049,0.379720926,0.13368988,0.014921189,
O,0.395459175,0.379303932,S,0.328197956,0.329078913,0.067261219,0.050225019,
O,0.294780016,0.328000069,S,0.612411976,1.49843812,-0.31763196,-1.170438051,
O,0.84574604,2.066916943,S,0.629342794,1.984583855,0.216403246,0.082333088,
O,2.334702015,1.095785856,S,0.913447857,1.783173084,1.421254158,-0.687387228,
O,0.628743887,0.964668989,S,0.979773998,2.400862932,-0.351030111,-1.436193943,
O,0.629138947,1.966500998,S,1.916484118,1.165430069,-1.287345171,0.801070929,
O,2.133857965,0.713922024,S,0.545253992,0.996914864,1.588603973,-0.28299284,
O,2.301249981,0.727735043,S,1.548825026,0.880586863,0.752424955,-0.15285182,
O,0.561920166,1.014670849,S,0.913048029,0.911530018,-0.351127863,0.103140831,
O,0.662456036,2.265730858,S,0.629170895,0.546607971,0.033285141,1.719122887,
O,1.214014769,1.281793118,S,0.494836092,0.595944881,0.719178677,0.685848237,
O,0.478039026,0.762984991,S,0.679201841,0.84751296,-0.201162815,-0.084527969,
O,0.897368908,0.462688923,S,0.445859909,0.796845198,0.451508999,-0.334156275,
O,1.866396904,1.717175961,S,0.311738014,0.68119812,1.55465889,1.035977841,
O,0.51297307,2.738944054,S,0.410263062,2.403702974,0.102710008,0.33524108,
O,1.947276115,1.381424904,S,1.516397953,0.478379965,0.430878162,0.903044939,
O,0.495774031,2.502704144,S,0.880282879,2.036498785,-0.384508848,0.466205359,
O,3.926740885,0.62954402,S,0.679759979,2.269397974,3.246980906,-1.639853954,
O,0.495383024,10.41983294,S,1.850974798,1.500050068,-1.355591774,8.919782872,
O,1.232192993,0.646494865,S,4.244832039,0.74715209,-3.012639046,-0.100657225,
O,0.361125946,0.865743876,S,1.23151207,0.344470978,-0.870386124,0.521272898,
O,0.328025818,2.183212042,S,1.416141033,1.40093708,-1.088115215,0.782274962,
O,0.981153965,1.032902956,S,0.713449001,1.032708168,0.267704964,0.000194788,
O,0.930935144,0.678864002,S,0.511804104,0.914157152,0.41913104,-0.23529315,
O,0.495426893,0.440951824,S,0.428090096,0.480530024,0.067336797,-0.0395782,
O,0.362029791,0.396538019,S,0.394798994,0.529098034,-0.032769203,-0.132560015,
O,0.411947966,0.346368074,S,0.394665003,0.430302858,0.017282963,-0.083934784,
O,0.83049798,0.613550186,S,0.344716072,0.948889017,0.485781908,-0.335338831,
O,0.361706018,0.346765995,S,1.483593941,1.231584072,-1.121887923,-0.884818077,
O,0.361690998,0.378719091,S,0.830518961,2.822109938,-0.468827963,-2.443390847,
O,0.411676884,0.512162924,S,0.495771885,0.429877996,-0.084095001,0.082284928,
O,0.328455925,0.38009882,S,0.36164403,0.396307945,-0.033188105,-0.016209125,
O,0.461556911,0.361428976,S,0.360937119,0.913171053,0.100619792,-0.551742077,
O,0.445329189,4.424113035,S,0.411665916,0.595978022,0.033663273,3.828135013,
O,0.47832489,1.097221851,S,0.478858948,0.745023012,-0.000534058,0.352198839,
O,2.016068935,1.515001059,S,0.490913153,0.429596901,1.525155782,1.085404158,
O,0.461668015,0.711788177,S,0.445109129,1.748288155,0.016558886,-1.036499978,
O,1.176584005,1.146502018,S,0.327440023,1.414610147,0.849143982,-0.268108129,
O,0.628803968,0.662138939,S,0.478935957,1.347269058,0.149868011,-0.685130119,
O,0.578656197,0.580260038,S,0.411784172,0.960261106,0.166872025,-0.380001068,
O,0.511636972,0.379662037,S,0.344839811,0.562836885,0.166797161,-0.183174848,
O,1.598577976,1.349153042,S,0.328035831,0.379737854,1.270542145,0.969415188,
O,4.172932148,0.797902107,S,1.314788103,1.046813965,2.858144045,-0.248911858,
O,11.06142521,4.926911116,S,1.645674944,1.280886889,9.415750266,3.646024227,
O,0.512283802,0.796273947,S,1.413038969,2.384544134,-0.900755167,-1.588270187,
O,2.969481945,0.663751125,S,0.459725857,3.539540052,2.509756088,-2.875788927,
O,0.87955904,1.330667973,S,1.949003935,2.735276937,-1.069444895,-1.404608964,
O,0.540674925,8.503571987,S,0.427854061,2.668496132,0.112820864,5.835075855,
O,1.983062029,3.722068071,S,0.829573154,0.746729851,1.153488875,2.97533822,
O,2.350564003,0.947928905,S,1.949694872,0.4948349,0.400869131,0.453094005,
O,2.317799091,1.76584506,S,2.815124035,0.345344067,-0.497324944,1.420500993,
O,0.445102215,1.69832015,S,1.280668974,0.444663048,-0.835566759,1.253657102,
O,3.153700113,4.141346931,S,0.896610975,2.969316006,2.257089138,1.172030925,
O,0.679574013,2.217041016,S,0.578918934,0.446403027,0.100655079,1.770637989,
O,1.498439074,0.647361994,S,0.510825872,0.880260944,0.987613202,-0.23289895,
O,0.477854967,0.731204033,S,0.644189119,1.798930168,-0.166334152,-1.067726135,
O,1.766257048,0.628701925,S,0.629209042,1.698889971,1.137048006,-1.070188046,
O,0.461236954,4.591672897,S,0.561623096,0.662726164,-0.100386142,3.928946733,
O,0.579017162,0.864025831,S,0.378629208,0.91505003,0.200387954,-0.051024199,
O,0.779325008,0.562255144,S,0.428624153,0.89583993,0.350700855,-0.333584786,
O,0.896105051,0.444327831,S,0.527933121,3.254097939,0.36817193,-2.809770108,
O,0.494037867,4.825646877,S,0.445003033,0.742990017,0.049034834,4.08265686,
O,0.528706074,0.712858915,S,0.461622953,0.463667154,0.067083121,0.249191761,
O,0.495800972,0.646842957,S,0.46164608,0.412966967,0.034154892,0.23387599,
O,0.478356123,0.378223181,S,0.595241785,0.714338064,-0.116885662,-0.336114883,
O,0.896853924,0.83098793,S,0.410870075,0.826915026,0.485983849,0.004072904,
O,0.578302145,0.730420113,S,0.395260096,0.494786978,0.183042049,0.235633135,
O,0.461830854,0.478049994,S,0.595594883,1.112982988,-0.133764029,-0.634932994,
O,0.528401136,1.115507126,S,0.612797976,0.512518883,-0.08439684,0.602988243,
O,0.478641033,0.929676056,S,0.561701775,0.546440125,-0.083060742,0.383235931,
O,0.528244972,1.098366022,S,0.578677177,0.996803045,-0.050432205,0.101562977,
O,0.461484909,0.346394062,S,0.495553017,0.528179884,-0.034068108,-0.181785822,
O,0.311796904,0.295433998,S,0.160844803,1.530670166,0.150952101,-1.235236168,
O,0.161225796,1.14728713,S,0.194633007,0.17909503,-0.033407211,0.9681921,
O,0.345530987,0.873835087,S,0.695736885,0.461686134,-0.350205898,0.412148953,
O,0.210708857,0.208882809,S,0.361413002,0.513051033,-0.150704145,-0.304168224,
O,0.812478065,0.644435883,S,0.361283064,0.261391878,0.451195001,0.383044005,
O,0.378158092,0.328983068,S,0.177534103,0.41229105,0.200623989,-0.083307982,
O,0.846304893,0.329474926,S,0.194532871,0.195768833,0.651772022,0.133706093,
O,0.193781137,0.179118156,S,0.310884953,0.244700909,-0.117103816,-0.065582753,
O,0.310909986,0.193967104,S,0.228085041,0.729300976,0.082824945,-0.535333872,
O,0.260348082,0.21065712,S,0.311551809,0.663636923,-0.051203727,-0.452979803,
O,0.729300976,2.317153931,S,0.511857986,1.046247005,0.21744299,1.270906926,
O,0.595114946,0.411493063,S,1.74920392,0.747560978,-1.154088974,-0.336067915,
O,0.695930958,1.399204969,S,0.879798889,0.480091095,-0.183867931,0.919113874,
O,0.595963955,0.661737919,S,0.579180956,0.461552858,0.016782999,0.200185061,
O,0.628908157,0.998299837,S,0.712803125,2.753616095,-0.083894968,-1.755316258,
O,0.511593103,0.981282949,S,1.397825956,0.59692502,-0.886232853,0.384357929,
O,0.595110178,0.512937069,S,0.562504053,2.302152157,0.032606125,-1.789215088,
O,0.980058908,0.931144953,S,0.407283783,0.797341824,0.572775125,0.133803129,
O,0.494865894,0.407058954,S,0.662146091,0.963366032,-0.167280197,-0.556307078,
O,0.461910963,0.546796083,S,0.528851032,0.494641066,-0.066940069,0.052155017,
O,0.528997898,1.967979908,S,0.679071903,0.611922026,-0.150074005,1.356057882,
O,0.457677126,1.867757082,S,0.395063877,0.497008085,0.062613249,1.370748997,
O,0.428557873,0.795989037,S,0.462231159,0.412650108,-0.033673286,0.383338929,
O,1.531287909,1.366772175,S,1.080688953,0.628629923,0.450598956,0.738142252,
O,0.328254938,1.030202866,S,0.762818098,0.361449957,-0.43456316,0.668752909,
O,0.462049007,0.829313993,S,0.39470315,1.901293993,0.067345857,-1.07198,
O,0.662589073,0.529918909,S,0.406636953,0.413358927,0.25595212,0.116559982,
O,0.378607035,0.712173939,S,0.361721992,0.410944939,0.016885043,0.301229,
O,0.344290018,0.479795933,S,0.361154079,0.363754034,-0.016864061,0.116041899,
O,0.428282022,2.921522141,S,0.361774921,0.37936306,0.066507101,2.542159081,
O,0.495357037,1.817837954,S,0.528755903,0.697798967,-0.033398866,1.120038987,
O,0.479059935,4.647233963,S,0.561849833,0.964903116,-0.082789898,3.682330847,
O,0.612649918,0.71489501,S,0.679884911,2.53895998,-0.067234993,-1.82406497,
O,1.215631008,1.064804792,S,0.562609911,0.746860027,0.653021097,0.317944765,
O,0.679562807,0.413858891,S,1.114871979,1.064044952,-0.435309172,-0.650186061,
O,0.429166794,0.813168049,S,0.361923218,0.881884813,0.067243576,-0.068716764,
O,0.478677988,0.444622993,S,0.345074177,0.361289978,0.133603811,0.083333015,
O,0.495594978,0.411613941,S,0.478810072,0.445723057,0.016784906,-0.034109116,
O,0.47905612,0.462217093,S,0.79706502,0.796822071,-0.3180089,-0.334604978,
O,0.696954012,0.662955999,S,0.561880112,2.405396938,0.1350739,-1.742440939,
O,1.314715147,4.023234844,S,0.996860981,0.846462965,0.317854166,3.176771879,
O,1.581732035,1.566669941,S,0.64619112,3.922456026,0.935540915,-2.355786085,
O,1.464886904,1.114186049,S,0.729079962,1.531514883,0.735806942,-0.417328834,
O,1.631863117,0.913249016,S,0.912377834,0.647426128,0.719485283,0.265822888,
O,1.816464901,2.01332593,S,2.414815187,3.454754829,-0.598350286,-1.441428899,
O,2.836001873,2.501514912,S,3.003288031,1.998071909,-0.167286158,0.503443003,
O,4.976589918,0.946573019,S,1.945317984,3.788933992,3.031271934,-2.842360973,
O,1.816111088,1.031633854,S,0.557444096,0.829683065,1.258666992,0.201950789,
O,0.57883811,0.82979393,S,1.882561207,0.764639854,-1.303723097,0.065154076,
O,1.815309048,1.179039955,S,0.695683002,2.352519989,1.119626046,-1.173480034,
O,0.46205616,0.511610985,S,0.562857866,0.529395103,-0.100801706,-0.017784118,
O,0.578814983,0.714045048,S,0.946804047,0.563411951,-0.367989064,0.150633097,
O,0.528462887,0.797708988,S,4.659274101,4.407927036,-4.130811214,-3.610218048,
O,0.478397131,0.579009056,S,0.361423016,0.496437073,0.116974115,0.082571983,
O,0.578896999,0.579159975,S,0.473868132,0.396116018,0.105028867,0.183043957,
O,0.378640175,0.363131046,S,0.3617661,0.261682034,0.016874075,0.101449012,
O,0.461780071,0.411966085,S,0.762630224,0.6792171,-0.300850153,-0.267251015,
O,0.211115122,0.229255915,S,0.478379965,0.714258909,-0.267264843,-0.485002994,
O,2.501474142,1.299407959,S,0.412039995,0.446465015,2.089434147,0.852942944,
O,0.44501996,0.580288887,S,1.632468939,0.611824989,-1.187448979,-0.031536102,
O,0.896497011,2.284808874,S,0.562468052,1.182177782,0.334028959,1.102631092,
O,0.796281099,1.966588974,S,0.729099035,0.997313023,0.067182064,0.969275951,
O,1.732331038,1.349382877,S,0.574517012,2.066771984,1.157814026,-0.717389107,
O,0.729424,1.565393925,S,0.946722031,0.611838102,-0.217298031,0.953555823,
O,0.847065926,2.283833981,S,0.896384954,2.083318949,-0.049319028,0.200515032,
O,1.615239859,6.162820101,S,0.545777082,0.646898031,1.069462777,5.51592207,
O,2.981657028,1.197429895,S,0.879881859,0.663625956,2.101775169,0.533803939,
O,2.935937881,0.696940899,S,2.000540972,0.711984158,0.935396909,-0.015043259,
O,0.64533186,0.879319191,S,0.612676859,0.662460089,0.032655001,0.216859102,
O,1.799453974,0.931124926,S,0.394692898,1.427373886,1.404761076,-0.49624896,
O,0.478941917,0.611822844,S,0.51233387,0.647202969,-0.033391953,-0.035380125,
O,1.146607876,0.479823828,S,0.411812067,0.394575119,0.734795809,0.085248709,
O,1.565269947,0.42996788,S,0.411890984,0.344696999,1.153378963,0.085270881,
O,0.444947004,0.646077871,S,0.411651134,0.512274981,0.03329587,0.13380289,
O,0.728724003,1.147809982,S,0.64607501,0.578340769,0.082648993,0.569469213,
O,0.612000942,0.77967906,S,0.412250996,0.596781969,0.199749946,0.182897091,
O,0.411988974,0.379126072,S,0.94630909,1.29801178,-0.534320116,-0.918885708,
O,0.411612034,0.428552866,S,0.478095055,0.378089905,-0.066483021,0.050462961,
O,0.377748966,0.344995975,S,0.395131111,0.445146084,-0.017382145,-0.100150109,
O,0.462121964,0.697242022,S,0.394448996,0.546362877,0.067672968,0.150879145,
O,0.278083086,0.37845993,S,0.294715881,0.379412174,-0.016632795,-0.000952244,
O,0.494964123,0.362935066,S,0.328294992,0.312541962,0.166669131,0.050393104,
O,0.445611954,0.427322149,S,0.528878927,0.378007174,-0.083266973,0.049314975,
O,0.345019817,0.34602499,S,0.32814002,0.361292124,0.016879797,-0.015267134,
O,0.361577034,0.396036863,S,0.428678036,0.245856047,-0.067101002,0.150180816,
O,0.411926985,0.47954011,S,0.913514853,0.528142929,-0.501587868,-0.048602819,
O,0.327929974,0.411628962,S,0.395236969,0.262314081,-0.067306995,0.149314881,
O,0.360337973,0.328377962,S,0.561711073,0.37926507,-0.2013731,-0.050887108,
O,0.228029013,0.345921993,S,0.412062168,0.312468052,-0.184033155,0.033453941,
O,0.394806147,0.262784004,S,0.327983141,0.227164984,0.066823006,0.03561902,
O,0.378065109,0.78126812,S,0.595601082,0.511394978,-0.217535973,0.269873142,
O,0.562555075,0.728464127,S,0.712219954,0.562900066,-0.149664879,0.165564061,
O,0.444481134,0.462018967,S,0.578511,0.563964844,-0.134029866,-0.101945877,
O,0.595632792,0.880932093,S,0.461776018,0.762225866,0.133856774,0.118706227,
O,0.545175076,0.363102198,S,0.57885313,1.031618834,-0.033678054,-0.668516636,
O,0.41178894,0.511650085,S,0.478919029,0.396151066,-0.067130089,0.115499019,
O,0.879952908,0.580263853,S,0.478219032,0.379822016,0.401733876,0.200441837,
O,0.393922091,0.363626957,S,0.494425058,0.608888865,-0.100502967,-0.245261908,
O,0.478215933,0.479857922,S,0.361846924,0.644720078,0.116369009,-0.164862156,
O,0.42788291,0.595624924,S,0.344573021,0.379731178,0.083309889,0.215893746,
O,0.879786015,0.763737917,S,0.862560987,0.880069017,0.017225028,-0.1163311,
O,0.729357958,5.20868206,S,0.495141029,2.451295137,0.234216929,2.757386923,
O,3.788198948,0.64638114,S,2.400906086,0.530235052,1.387292862,0.116146088,
O,0.729233027,0.612693071,S,0.411844015,2.66859889,0.317389012,-2.055905819,
O,0.845987082,7.351633072,S,0.512464046,3.438632965,0.333523036,3.913000107,
O,1.949391842,1.531491995,S,0.729226828,0.814740896,1.220165014,0.716751099,
O,0.76287818,0.844615936,S,0.595027924,1.533981085,0.167850256,-0.689365149,
O,0.645767927,1.329635859,S,0.712460995,0.660953999,-0.066693068,0.66868186,
O,0.6119349,0.547176838,S,0.444988012,0.695550203,0.166946888,-0.148373365,
O,0.996479034,1.349544048,S,0.378260851,0.446310997,0.618218183,0.903233051,
O,0.545651913,0.496543169,S,0.52868104,0.311196089,0.016970873,0.18534708,
O,0.862851858,0.528076172,S,0.378091097,0.561546803,0.484760761,-0.033470631,
O,0.712564945,0.511619091,S,1.38171792,0.377874851,-0.669152975,0.13374424,
O,0.494493008,0.579036951,S,0.377919912,0.39435792,0.116573096,0.184679031,
O,0.428610086,0.377942085,S,0.428039074,0.312628984,0.000571012,0.065313101,
O,0.311625957,0.279136896,S,0.311279058,0.39495492,0.000346899,-0.115818024,
O,0.779187918,0.245316982,S,0.444920778,0.614027023,0.33426714,-0.368710041,
O,0.348811865,0.662557125,S,0.32800889,0.327857018,0.020802975,0.334700107,
O,0.461877823,0.444360971,S,0.528899908,0.446400166,-0.067022085,-0.002039195,
O,0.37799716,0.646698952,S,0.36074996,0.294504881,0.0172472,0.352194071,
O,1.464477062,1.063592911,S,0.562005997,1.533306837,0.902471065,-0.469713926,
O,0.310783148,0.864619017,S,0.779474974,7.683356047,-0.468691826,-6.81873703,
O,0.77915287,0.645817041,S,1.39801693,2.184507132,-0.61886406,-1.538690091,
O,2.083533049,1.714140892,S,0.679183006,0.597178936,1.404350043,1.116961956,
O,1.849594831,0.630227089,S,1.849644184,1.51632905,-4.9353E-05,-0.886101961,
O,0.445648909,0.462847948,S,0.545324087,1.013603926,-0.099675178,-0.550755978,
O,0.612035036,0.828518867,S,0.528616905,0.764079094,0.083418131,0.064439773,
O,0.679018021,0.644691944,S,0.628661156,0.629341125,0.050356865,0.015350819,
O,0.679211855,0.462066174,S,0.695926905,0.747356176,-0.01671505,-0.285290002,
O,1.480986118,1.701267004,S,0.679131031,0.729827881,0.801855087,0.971439123,
O,0.996582985,1.08001399,S,0.646202803,4.258084059,0.350380182,-3.178070069,
O,0.344717026,0.429858923,S,0.411849976,0.446359873,-0.06713295,-0.01650095,
O,3.036743879,0.747360945,S,0.361657858,0.34581089,2.675086021,0.401550055,
O,2.953227043,3.169420004,S,1.799293995,0.528145075,1.153933048,2.641274929,
O,2.13341403,1.382932901,S,1.114132881,0.613795042,1.019281149,0.769137859,
O,0.980329037,1.934422016,S,0.378376007,0.764217138,0.60195303,1.170204878,
O,2.55143404,0.413206816,S,0.328427076,1.148570061,2.223006964,-0.735363245,
O,1.314630985,3.320611,S,0.394723177,0.361202955,0.919907808,2.959408045,
O,0.461494923,0.327630997,S,1.465018988,1.749318838,-1.003524065,-1.421687841,
O,0.395050049,0.64286685,S,0.879281044,0.328804016,-0.484230995,0.314062834,
O,0.294932127,0.27954793,S,0.194639921,0.212587118,0.100292206,0.066960812,
O,0.260565042,0.277126074,S,0.511779785,0.445139885,-0.251214743,-0.168013811,
O,0.4620502,0.427886963,S,0.478580952,0.560667038,-0.016530752,-0.132780075,
O,0.328565121,0.376329899,S,0.41098094,0.447175026,-0.082415819,-0.070845127,
O,0.311207056,0.311494827,S,0.411554813,0.577257872,-0.100347757,-0.265763045,
O,0.361473083,0.359309912,S,0.311150074,0.379746914,0.050323009,-0.020437002,
O,0.277956009,0.228864908,S,0.39450717,0.362946987,-0.116551161,-0.134082079,
O,0.829478025,3.352923155,S,0.427562952,0.46133709,0.401915073,2.891586065,
O,0.411545038,0.379750967,S,0.495265007,0.929570198,-0.083719969,-0.549819231,
O,0.461662054,0.361647844,S,0.377923965,0.428933144,0.083738089,-0.0672853,
O,0.544537067,1.031266928,S,0.278757095,0.662610054,0.265779972,0.368656874,
O,0.327839851,0.346099138,S,0.311619997,0.681457996,0.016219854,-0.335358858,
O,0.26135397,1.214255095,S,0.746959925,2.670890093,-0.485605955,-1.456634998,
O,0.696827173,0.847044945,S,0.679597855,1.082472086,0.017229318,-0.235427141,
O,0.746273041,0.965786934,S,0.596189022,1.232225895,0.150084019,-0.266438961,
O,0.528681993,0.748201132,S,1.031415939,1.836061001,-0.502733946,-1.087859869,
O,0.294859886,1.332229853,S,0.512714863,0.949056864,-0.217854977,0.383172989,
O,0.478765011,1.266865015,S,0.378517151,0.394695997,0.10024786,0.872169018,
O,0.612338781,0.447124958,S,0.479439974,0.446737051,0.132898807,0.000387907,
O,0.361955166,1.467498064,S,0.630022049,0.930449009,-0.268066883,0.537049055,
O,0.663006067,0.796664953,S,2.186015844,2.787945986,-1.523009777,-1.991281033,
O,2.469902039,0.64696908,S,0.713367939,0.612679958,1.7565341,0.034289122,
O,0.546192169,0.562446117,S,0.478956938,1.349596024,0.067235231,-0.787149907,
O,0.528192997,0.713840961,S,0.461941004,0.463903904,0.066251993,0.249937057,
O,0.529264927,0.831371069,S,0.461447001,1.818009138,0.067817926,-0.986638069,
O,0.495820045,0.463434935,S,0.445600033,1.216681004,0.050220012,-0.753246069,
O,0.495815039,0.898868084,S,1.23161006,0.646085024,-0.735795021,0.25278306,
O,0.445790052,0.478196859,S,0.495646,0.442220211,-0.049855948,0.035976648,
O,0.428664923,0.529428005,S,0.412039995,0.762644768,0.016624928,-0.233216763,
O,0.395029068,0.395492077,S,0.4287889,0.397086143,-0.033759832,-0.001594066,
O,2.35127902,2.300894976,S,2.350880861,0.965300083,0.000398159,1.335594893,
O,0.478307009,1.363430023,S,0.495379925,0.88102293,-0.017072916,0.482407093,
O,0.678755999,1.859256983,S,0.645556927,1.265763044,0.033199072,0.593493939,
O,0.578462124,0.846377134,S,0.528000832,0.663285017,0.050461292,0.183092117,
O,1.431777954,0.780724049,S,0.712264061,0.744214058,0.719513893,0.036509991,
O,0.344664812,1.366173029,S,0.913113117,0.730683088,-0.568448305,0.635489941,
O,0.243658066,1.028047085,S,2.150727034,0.611898899,-1.907068968,0.416148186,
O,0.494948149,0.831371069,S,0.595993042,1.115302086,-0.101044893,-0.283931017,
O,0.628484011,0.746170998,S,0.929487944,0.29420495,-0.301003933,0.451966048,
O,1.666162014,0.34529686,S,0.311372995,0.628965855,1.354789019,-0.283668995,
O,0.495935917,0.544852018,S,1.046808004,3.923918962,-0.550872087,-3.379066944,
O,0.544061899,0.31170392,S,0.294567108,0.428287983,0.249494791,-0.116584063,
O,0.260715008,0.394776106,S,0.256694078,0.396036863,0.00402093,-0.001260757,
O,0.494508982,1.36606288,S,0.612519979,0.797125101,-0.118010997,0.568937779,
O,1.949347019,0.580038071,S,0.528113842,0.328025103,1.421233177,0.252012968,
O,0.327744007,0.379959822,S,0.344841003,1.599736929,-0.017096996,-1.219777107,
O,0.96313405,0.296127081,S,0.47853303,0.311271906,0.48460102,-0.015144825,
O,0.444364071,1.231763124,S,0.528609037,0.696709156,-0.084244966,0.535053968,
O,0.411978006,0.964864969,S,0.562179089,1.850838184,-0.150201083,-0.885973215,
O,0.679016829,0.812990904,S,0.294373035,0.679235935,0.384643794,0.133754969,
O,0.529004097,0.597903013,S,4.361562967,2.419985056,-3.83255887,-1.822082043,
O,2.236845016,2.786942005,S,1.483001947,0.480345964,0.753843069,2.306596041,
O,2.504112959,1.969842911,S,0.495447874,1.215189934,2.008665085,0.754652977,
O,2.286397219,3.240185976,S,0.462438822,1.449273109,1.823958397,1.790912867,
O,2.40329504,1.768776894,S,1.733733177,1.032676935,0.669561863,0.736099959,
O,0.478813887,0.395956993,S,0.71304512,2.422210932,-0.234231233,-2.026253939,
O,0.378907919,0.329440117,S,0.211175203,0.229306936,0.167732716,0.100133181,
O,0.194252968,0.177175045,S,0.194357872,0.194723845,-0.000104904,-0.0175488,
O,0.261875868,0.277754068,S,0.19423604,0.229617119,0.067639828,0.048136949,
O,0.177504063,0.179101944,S,0.211174965,0.179234982,-0.033670902,-0.000133038,
O,0.545349836,0.613277912,S,0.394812107,0.478680134,0.150537729,0.134597778,
O,0.394423962,0.430446863,S,0.377636909,0.630631924,0.016787053,-0.200185061,
O,0.378626108,0.363093138,S,0.495222092,0.513561964,-0.116595984,-0.150468826,
O,0.373896122,1.145724058,S,0.440830946,0.480211973,-0.066934824,0.665512085,
O,0.361481905,0.409990072,S,0.461796045,0.478306055,-0.10031414,-0.068315983,
O,1.398232937,0.346089125,S,0.394382954,0.412010908,1.003849983,-0.065921783,
O,0.361057043,0.393609047,S,0.394291878,0.396522999,-0.033234835,-0.002913952,
O,0.478551865,0.478335142,S,0.345000982,0.363073111,0.133550883,0.115262031,
O,0.361369133,0.378517866,S,0.477906942,0.445144892,-0.116537809,-0.066627026,
O,0.72883296,0.328285933,S,0.579026937,0.643762112,0.149806023,-0.315476179,
O,0.361922979,0.47790885,S,0.646177053,0.562359095,-0.284254074,-0.084450245,
O,0.445597887,0.378055096,S,0.612246037,0.546973944,-0.16664815,-0.168918848,
O,0.57884407,0.396141052,S,0.412113905,0.396297932,0.166730165,-0.00015688,
O,0.628632069,0.780592918,S,0.478482962,0.461407185,0.150149107,0.319185733,
O,0.428539991,0.463560104,S,0.428239822,0.41301322,0.000300169,0.050546884,
O,0.34470892,0.413187981,S,0.812708855,1.197744131,-0.467999935,-0.78455615,
O,0.411548853,0.496780872,S,0.557548046,0.413167,-0.145999193,0.083613872,
O,0.512308836,0.712393045,S,0.679390907,0.411214113,-0.167082071,0.301178932,
