RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_NinRC2.rt,regionExp_response_VinRC2.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R34,log_R78,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OS,NP,-0.5,O,S,-0.5,0.5,20,80,100,49,1,0,0,0,mismatch2,0.376444101,0.479424,0.409162045,0.511924028,0.640681028,0.730485916,0.628837824,0.543462038,0.543462038,0.628837824,0.510421991,0.559546947,n,1.430289984,2.575700496,2.680719771,2.611895341,2.709205514,2.806641864,2.863611847,2.798538656,2.735169213,2.707929377,2.74783653,2.964300216,3.069038714,2.798538656,2.735169213,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SS,P,0.5,S,S,0.5,0.5,13,49,62,49,1,0,0,0,mismatch2,0.376452923,0.178490162,0.361618042,0.292625904,0.393183947,1.532274961,0.478600979,0.77679491,0.77679491,0.478600979,0.509160995,0.358898878,n,2.321504831,2.575710674,2.251614284,2.55825009,2.466312768,2.594595778,3.185336705,2.679973583,2.890306371,2.706855127,2.554972101,2.815739713,3.098780702,2.679973583,2.890306371,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,15,59,74,49,1,0,0,0,mismatch1,0.376993179,0.17805481,0.41192317,4.522892952,0.559612989,0.212486982,2.884451151,0.395303011,2.884451151,0.395303011,0.454777002,0.694026947,n,5.643862009,2.576333493,2.25055371,2.614816221,3.655416309,2.747887786,2.327332328,3.460063188,2.596930122,2.657798494,2.841376333,3.693270975,3.515841292,2.596930122,3.460063188,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OS,NP,-0.5,O,S,-0.5,0.5,8,32,40,49,1,0,0,0,mismatch2,0.392117023,0.362752914,0.877943993,0.478111029,0.524561882,0.412004948,0.544181108,0.492906094,0.492906094,0.544181108,0.39360404,0.358896017,n,2.058173895,2.593415697,2.55961091,2.943466812,2.679528762,2.719796729,2.614902432,2.735743461,2.692764188,2.595059547,2.554968639,3.132277311,3.015815275,2.735743461,2.692764188,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SS,P,0.5,S,S,0.5,0.5,11,41,52,49,0,0,1,0,mismatch1,0.392665863,1.164925814,0.478069067,0.475681067,0.509865999,0.696866989,0.511302948,0.593751192,0.593751192,0.511302948,0.408607006,0.392644882,n,0.609477043,2.594023147,3.066298269,2.679490644,2.677315866,2.707456052,2.843149892,2.708678297,2.773604495,2.611305809,2.593999941,2.979434612,3.043383556,2.708678297,2.773604495,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,49,1,0,0,0,match,0.40940094,1.449255943,0.643525124,0.395079136,0.377154112,0.379272938,0.627352238,0.528526783,0.627352238,0.528526783,0.441692829,0.376231909,y,1.690693855,2.612148835,3.16114509,2.808565507,2.596684095,2.576518847,2.578951856,2.797511452,2.723067,2.645120348,2.575455626,3.0164501,3.062912381,2.723067,2.797511452,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,49,0,0,1,0,mismatch1,0.409485102,0.42976284,1.713340998,1.849439859,0.394082069,0.696805954,0.177513838,0.660924196,0.660924196,0.177513838,0.241618872,0.39257288,n,1.182325125,2.612238106,2.633228861,3.233843807,3.267040213,2.595586675,2.843111853,2.249232214,2.820151651,2.383130852,2.593920294,3.55178911,2.923470971,2.249232214,2.820151651,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,1,3,4,49,0,0,1,0,match,0.409965038,0.395658016,0.445212126,0.525738001,2.515923023,1.650151968,1.028290987,0.474771976,1.028290987,0.474771976,0.475679874,0.442735195,y,3.361142159,2.612746821,2.597319969,2.648566984,2.72076937,3.400697349,3.217523942,3.012116029,2.676485076,2.677314777,2.646144047,2.987196923,3.176977173,2.676485076,3.012116029,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,49,0,0,1,0,match,0.426393986,0.546323061,0.592144966,0.562334061,0.527427197,3.338504076,0.444736958,0.376935005,0.376935005,0.444736958,0.325086117,0.325319052,y,5.025166035,2.629811071,2.737449533,2.772428042,2.74999439,2.722162521,3.523551911,2.648103221,2.576266471,2.511998423,2.512309498,3.062386048,2.914698468,2.648103221,2.576266471,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,17,67,84,49,0,0,1,0,mismatch2,0.477681875,0.830454111,0.544966936,0.46055007,0.509596825,0.947564125,0.961381912,0.478785038,0.961381912,0.478785038,1.395111084,0.92761302,n,2.837305784,2.679138763,2.919315639,2.736370154,2.663276853,2.707226714,2.97660861,2.982895947,2.68014057,3.144608789,2.967366836,3.00238942,3.15841284,2.68014057,2.982895947,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,49,0,0,1,0,mismatch2,0.493108988,0.395706892,0.50972414,0.863367081,0.557352066,1.06438899,0.643764973,0.545358896,0.643764973,0.545358896,0.543649912,0.392853022,n,1.652785063,2.692942919,2.597373614,2.707335202,2.936195486,2.746129615,3.027100374,2.808727343,2.736682402,2.735319322,2.594230098,3.13769939,3.075227097,2.736682402,2.808727343,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SS,P,0.5,S,S,0.5,0.5,5,17,22,49,1,0,0,0,mismatch2,0.592437029,0.646816015,0.47812295,0.811007023,0.476500034,0.44562602,0.545785904,0.442831039,0.442831039,0.545785904,0.492383957,1.028053999,n,1.780538082,2.772642195,2.810780764,2.67953959,2.909024615,2.678062936,2.648970541,2.737022315,2.646238054,2.692303894,3.012015927,3.110296706,2.995028049,2.737022315,2.646238054,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,49,0,0,1,0,mismatch2,0.743552923,0.897544861,0.510080099,0.478780985,0.741163015,0.964184046,0.760889053,0.428488016,0.760889053,0.428488016,0.391800165,0.409678936,n,2.553711176,2.871311885,2.953056165,2.70763838,2.680136894,2.869913739,2.984159941,2.881321336,2.63193868,2.593064615,2.612443635,2.995135286,3.075319561,2.63193868,2.881321336,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,5,19,24,49,0,0,1,0,match,0.860346079,0.479142904,0.445129156,0.460261106,0.459527016,0.579932213,0.593423128,0.512120962,0.593423128,0.512120962,0.458407879,0.45978713,y,1.85165,2.934673184,2.680465061,2.648486042,2.663004277,2.662311049,2.763377233,2.773364468,2.709372553,2.661252074,2.662556811,2.956835819,3.043576067,2.709372553,2.773364468,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,49,0,0,1,0,match,0.860818863,0.478885889,0.443249941,3.688446999,0.494482994,0.462386847,0.562501907,3.184553146,3.184553146,0.562501907,0.592365026,0.426435947,y,3.575344086,2.934911775,2.68023204,2.646648686,3.566843547,2.69415136,2.665005472,2.750123999,3.503048501,2.772589409,2.629853807,3.616128459,3.573690074,2.750123999,3.503048501,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,9,35,44,49,0,0,1,0,match,10.35730314,3.656285048,5.727620125,0.376734972,0.091590166,0.245522976,0.309816122,0.177340031,0.309816122,0.177340031,0.324509144,0.292607069,y,0.733707905,4.015246687,3.563040046,3.757974206,2.576035937,1.961848846,2.39009214,2.491104014,2.24880678,2.511226939,2.466284814,3.785639789,2.687668192,2.24880678,2.491104014,1,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0.5,0.9,0.5,0.7,0.65,0.5,0.1,0.5,0.3,0.35,0,2.563103131,0,1.048801025,0.770640933,-1.514302106,0,1.048801025,-2.563103131
SO,NP,-0.5,S,O,0.5,-0.5,18,71,89,50,0,1,0,0,match,0.058862925,0.444851875,0.278083086,0.627201796,0.29383707,0.445776939,0.360200882,0.428355932,0.360200882,0.428355932,0.324810982,0.359500885,y,1.230469942,1.76984183,2.648215425,2.444174574,2.797407293,2.468106585,2.649117598,2.556544772,2.631804786,2.511630705,2.555699964,2.956785268,2.896832989,2.631804786,2.556544772,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,18,72,90,50,0,0,1,0,match,0.176104069,0.312057972,0.276021957,0.294715166,0.310312986,0.295643091,0.324084997,0.309474945,0.309474945,0.324084997,0.308696985,0.342725992,y,3.658083916,2.245769391,2.494235282,2.440943631,2.469402485,2.49179995,2.470767734,2.510658927,2.490625494,2.489532388,2.534947042,2.756436122,2.80178771,2.510658927,2.490625494,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,6,23,29,50,0,1,0,0,match,0.191651106,0.463056087,0.344907045,0.376738071,0.477891922,0.261595011,0.309962034,0.344928026,0.309962034,0.344928026,1.010957003,0.308975935,y,3.520015955,2.28251133,2.665633597,2.537702065,2.57603951,2.67932969,2.417629457,2.491308502,2.537728483,3.004732685,2.489924655,2.858323677,2.816168399,2.537728483,2.491308502,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,50,0,0,1,0,mismatch2,0.225110054,0.228714943,0.293196201,0.344377041,0.340826035,0.312084913,0.359611988,0.361742973,0.359611988,0.361742973,0.359688997,0.359390974,n,2.824742794,2.352394892,2.35929454,2.467158339,2.53703419,2.532532762,2.494272774,2.555834161,2.558400104,2.555927153,2.555567166,2.804530082,2.858149023,2.558400104,2.555834161,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,5,19,24,50,0,0,1,0,match,0.241649866,0.211727142,0.260864973,0.259528875,0.292510033,0.278531075,0.309705973,0.261327028,0.309705973,0.261327028,0.358366966,0.325805902,y,0.581634998,2.383186559,2.325776535,2.416415769,2.414185684,2.466140767,2.444873655,2.490949581,2.417184329,2.55432797,2.512958947,2.716332154,2.756661208,2.417184329,2.490949581,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,17,67,84,50,0,0,1,0,mismatch2,0.242924929,0.228570938,0.210610867,0.310191154,0.44264102,0.379085064,0.326490164,0.24428606,0.326490164,0.24428606,0.191400051,0.309303045,n,1.219614983,2.385472084,2.359021011,2.323480776,2.491629408,2.646051658,2.578736674,2.513870102,2.387898685,2.281942049,2.490384196,2.716672661,2.756465874,2.387898685,2.513870102,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,50,0,1,0,0,match,0.25457406,0.228706837,0.242708206,0.328419924,0.32578516,0.262252092,0.310180187,0.31101799,0.310180187,0.31101799,0.308246136,0.292376995,y,1.284418821,2.405814149,2.359279148,2.38508446,2.516429496,2.512931298,2.418718961,2.491614053,2.49278551,2.488897641,2.465943198,2.756733551,2.793230173,2.49278551,2.491614053,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,50,0,1,0,0,mismatch2,0.258975983,0.295713902,0.343073845,0.378546953,0.342803955,0.529218912,0.409096003,0.36142993,0.409096003,0.36142993,0.358543158,0.375650883,n,1.453603029,2.41325949,2.470871742,2.53538761,2.578119755,2.535045824,2.723635356,2.611825236,2.558024114,2.554541439,2.574784414,2.858309042,2.88678726,2.558024114,2.611825236,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,10,39,49,50,0,1,0,0,match,0.259486198,0.445702791,0.662904024,0.409949064,0.377494097,0.362302065,0.324878931,0.311553955,0.324878931,0.311553955,0.42510891,0.325887918,y,1.114871979,2.414114263,2.649045354,2.821450655,2.612729899,2.576910165,2.559070809,2.511721547,2.493533269,2.628500208,2.51306826,3.030540256,2.803752613,2.493533269,2.511721547,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,50,0,1,0,0,match,0.259965897,0.195304871,0.375423908,0.261034012,0.275719166,0.312520981,0.275839806,0.328309059,0.275839806,0.328309059,0.274975061,0.275184155,y,1.185511112,2.41491638,2.290713075,2.574521926,2.416697098,2.440466956,2.494879179,2.440656939,2.516282866,2.439293307,2.439623424,2.803769695,2.781143964,2.516282866,2.440656939,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SS,P,0.5,S,S,0.5,0.5,12,45,57,50,0,1,0,0,mismatch1,0.275746107,0.328634977,0.278059959,0.460163832,0.357440948,0.446310043,0.377990961,0.426915884,0.426915884,0.377990961,0.393576145,0.64338398,n,3.18989706,2.44050939,2.516713784,2.444138454,2.662912481,2.553204303,2.64963666,2.577481415,2.630342314,2.595028768,2.808470243,2.868188037,2.905745621,2.577481415,2.630342314,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SS,P,0.5,S,S,0.5,0.5,15,57,72,50,0,0,1,0,match,0.276390791,0.261837006,0.24458003,0.242935181,0.476176023,0.178679943,0.244755983,0.426911116,0.426911116,0.244755983,0.190817833,0.242462158,y,0.096338987,2.441523569,2.418031026,2.388420994,2.385490412,2.677767523,2.252075805,2.388733317,2.630337463,2.28061896,2.384643966,2.687988171,2.827154075,2.388733317,2.630337463,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,50,0,0,1,0,mismatch2,0.30933094,0.362255096,1.764006138,0.796706915,2.664424181,0.462593079,0.376536131,0.395265102,0.376536131,0.395265102,0.410036087,0.426296949,n,2.41863513,2.490423361,2.559014504,3.246500092,2.901298587,3.425603366,2.665199131,2.575806656,2.596888472,2.61282208,2.629712224,3.408360915,2.887505468,2.596888472,2.575806656,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,50,0,0,1,0,match,0.310147047,0.345269918,0.291775942,0.311710119,0.32684803,0.29519701,0.311569929,0.293164015,0.293164015,0.311569929,0.291698933,0.325863123,y,1.784123182,2.49156765,2.538158742,2.46504948,2.493750901,2.514345872,2.470111954,2.493555535,2.467110661,2.464934841,2.513035215,2.780667243,2.781564346,2.493555535,2.467110661,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,2,7,9,50,0,1,0,0,match,0.326225042,0.362493992,0.311736107,0.42645216,0.360481024,0.964331865,0.393486023,0.361344099,0.393486023,0.361344099,0.392356157,0.576395988,y,1.648930073,2.513517296,2.559300813,2.493787108,2.629870318,2.556882408,2.984226518,2.59492931,2.557920967,2.593680472,2.760720949,2.868167138,2.877849223,2.557920967,2.59492931,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,9,34,43,50,0,1,0,0,mismatch2,0.342357159,0.345575094,0.309581995,0.36175704,0.309303999,0.328808069,0.293272972,0.361490965,0.293272972,0.361490965,0.291168928,0.342708111,n,2.171025991,2.534479414,2.538542435,2.490775695,2.558416991,2.490385535,2.516942467,2.46727204,2.558097447,2.464145028,2.534924383,2.8269419,2.816084751,2.558097447,2.46727204,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,19,76,95,50,0,1,0,0,mismatch1,0.376389027,0.379392862,0.393644094,0.511826992,4.941137075,0.36269784,0.544606209,0.459439039,0.459439039,0.544606209,0.47497201,0.660215855,n,3.169749022,2.575636954,2.579089156,2.59510374,2.709123185,3.693826902,2.559544969,2.736082588,2.662227895,2.676668017,2.81968595,2.956874587,3.001753285,2.736082588,2.662227895,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,7,28,35,50,0,1,0,0,mismatch1,0.392138004,0.312255144,0.410502911,0.76259613,1.513195038,0.379244089,0.361301899,0.443523884,0.443523884,0.361301899,0.492156982,0.572820187,n,2.968923092,2.593438934,2.494509602,2.613316241,2.882294597,3.179894909,2.57891882,2.557870244,2.646917012,2.692103651,2.758018315,3.06933468,2.905701881,2.557870244,2.646917012,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,50,0,0,1,0,mismatch2,0.393202066,0.462877989,0.425873041,0.728951931,0.540961027,4.625689983,0.844637871,0.411515951,0.844637871,0.411515951,0.376569033,0.54282403,n,2.068545103,2.594615791,2.665466529,2.629280149,2.862698891,2.733165978,3.665176523,2.92667055,2.614386674,2.575844603,2.734659065,3.062516167,3.099042824,2.614386674,2.92667055,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,14,55,69,50,0,1,0,0,match,0.410495043,0.412313938,0.394845963,0.392528057,0.377026081,0.378741026,0.360126972,0.37778306,0.360126972,0.37778306,0.39238596,0.373734951,y,2.304813147,2.613307917,2.615228016,2.596427702,2.593870705,2.576371394,2.578342351,2.556455649,2.57724248,2.593713459,2.572563714,2.896181081,2.868003415,2.57724248,2.556455649,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,1,3,4,50,0,0,1,0,match,0.443723202,0.345918179,0.310770035,0.359218836,0.325948954,0.362007141,0.527216196,0.444757938,0.527216196,0.444757938,0.325065851,0.476039886,y,2.3542099,2.647112138,2.538973386,2.492439137,2.555359101,2.513149592,2.558717138,2.721988743,2.648123708,2.511971348,2.677643343,2.826067589,2.987654708,2.648123708,2.721988743,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,50,0,1,0,0,mismatch2,0.460640907,0.429065943,0.460205078,6.213596106,0.342648029,0.295619965,0.393307209,0.361278057,0.393307209,0.361278057,0.559592009,0.492413044,n,3.52610898,2.663362503,2.632524044,2.662951406,3.79334302,2.534848238,2.470733761,2.594731907,2.557841585,2.747871504,2.692329549,3.824373265,2.877708321,2.557841585,2.594731907,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,9,35,44,50,0,0,1,0,match,0.543003798,0.379203081,0.327259064,0.326761007,0.627202034,0.378947973,0.310223103,0.495110035,0.310223103,0.495110035,0.626390934,0.375272989,y,2.537868977,2.734802867,2.578871857,2.514891684,2.514230226,2.797407458,2.578579588,2.491674138,2.694701729,2.796845463,2.574347306,2.815591076,2.90597557,2.694701729,2.491674138,1,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,0.8,0.4,0.9,0.2,0.575,0.2,0.6,0.1,0.8,0.425,1.683242467,-0.506694206,2.563103131,-1.683242467,0.378236853,-1.176548261,-0.879860664,-4.246345598,2.189936673
