RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_NinRC2.rt,regionExp_response_VinRC2.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R34,log_R78,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OS,NP,-0.5,O,S,-0.5,0.5,19,76,95,11,0,1,0,0,mismatch1,0.711023092,1.448702097,0.559738874,0.612850904,2.231683016,1.164832115,0.645462036,3.150541067,3.150541067,0.645462036,2.247138023,0.609915972,n,1.880593061,2.851883706,3.160979089,2.74798547,2.787354831,3.348632508,3.066263336,2.809870704,3.498385145,3.351629748,2.785270006,3.069146104,3.579326559,2.809870704,3.498385145,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,3,12,15,11,0,1,0,0,mismatch1,0.744197845,1.365586042,0.610585928,3.086830854,0.610363007,0.546323061,0.361299992,3.15080595,3.15080595,0.361299992,0.374475002,0.376597166,n,3.996749878,2.871688408,3.135319069,2.785746791,3.489512833,2.785588204,2.737449533,2.557867952,3.498421657,2.573422832,2.575877048,3.567898408,3.545567608,2.557867952,3.498421657,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
SS,P,0.5,S,S,0.5,0.5,12,45,57,11,0,1,0,0,mismatch1,0.760355949,0.32912612,0.278144836,1.179021835,2.195943117,0.412746906,0.328058958,6.947827101,6.947827101,0.328058958,0.493396997,0.493138075,n,10.81620097,2.881016948,2.51736235,2.444271001,3.071521848,3.341621086,2.615683826,2.515951901,3.841849002,2.693196502,2.692968536,3.163509229,3.861885889,2.515951901,3.841849002,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,11,42,53,11,0,0,0,1,mismatch1,0.776787996,0.428795099,0.374855995,0.378333807,0.593200922,0.345268965,0.359927177,0.361119032,0.359927177,0.361119032,0.374665976,2.081123829,n,7.587917805,2.890302506,2.632249813,2.573864461,2.577875151,2.773201817,2.538157543,2.55621464,2.557650378,2.573644256,3.318297922,2.876904431,2.857963098,2.557650378,2.55621464,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
SS,P,0.5,S,S,0.5,0.5,14,53,67,11,0,0,0,1,match,0.777940035,0.730406046,1.096946955,0.843606949,2.200060129,8.286798,0.696312189,6.679611921,6.679611921,0.696312189,1.528744936,0.493097067,y,3.178959131,2.890946122,2.863564359,3.040185627,2.926140148,3.342434551,3.918386753,2.842803998,3.824751231,3.184335031,2.692932419,3.287925711,3.86781644,2.842803998,3.824751231,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,3,10,13,11,0,0,0,1,mismatch1,0.811264992,0.479428053,0.593803167,0.512129068,2.064823866,0.596323013,0.659608841,0.712351084,0.659608841,0.712351084,1.979464054,0.711219072,n,6.007633924,2.909162736,2.680723443,2.77364251,2.709379427,3.314883011,2.77548157,2.819286468,2.85269409,3.29654762,2.852003394,3.043728517,3.137341426,2.85269409,2.819286468,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,11,0,1,0,0,match,1.044835091,0.629706144,1.513303995,4.373726845,0.627165079,0.546075106,0.961515903,0.495990038,0.961515903,0.495990038,2.376807928,0.576430082,y,4.65703702,3.01904775,2.799137931,3.179926179,3.640851656,2.797381869,2.737252379,2.982956472,2.695472954,3.375994087,2.760746637,3.769896311,3.163610334,2.695472954,2.982956472,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,11,44,55,11,0,1,0,0,mismatch1,1.2454319,0.997529984,0.843565226,0.444565058,1.095194817,0.797250986,0.695670843,0.509784937,0.509784937,0.695670843,1.194584131,1.746780872,n,2.75066185,3.095319985,2.998925959,2.926118669,2.647935325,3.03949138,2.901595065,2.842403802,2.707386999,3.077216741,3.242238428,3.109959791,3.081151284,2.842403802,2.707386999,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
SS,P,0.5,S,S,0.5,0.5,8,29,37,11,0,1,0,0,mismatch1,1.662798166,0.429543018,0.64550209,0.493840933,0.557844162,3.622054815,0.646016121,0.643605947,0.643605947,0.646016121,0.594039917,1.077952862,n,3.841596127,3.220839537,2.633006664,2.809897653,2.693587084,2.746512892,3.558955018,2.810243356,2.808620048,2.773815629,3.03259977,3.056654497,3.110462456,2.810243356,2.808620048,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,15,58,73,11,0,0,0,1,mismatch1,2.31586194,0.630281925,0.626963139,0.445328951,0.693811893,2.752907038,0.744552135,0.729707956,0.744552135,0.729707956,0.525010109,0.392871141,n,2.395605087,3.364712665,2.799534853,2.797242008,2.64868093,2.84124174,3.439791546,2.871895113,2.863149081,2.720167666,2.594250128,3.030313102,3.168574109,2.863149081,2.871895113,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,8,31,39,11,0,0,0,1,mismatch2,2.382060051,1.114346027,1.130587101,1.546805859,0.841846943,0.446231127,0.660437107,1.130694151,0.660437107,1.130694151,0.643777847,4.522015095,n,4.957336187,3.376952706,3.047020069,3.053304026,3.189435808,2.925233139,2.649559861,2.819831466,3.053345146,2.808736028,3.655332008,3.427712117,3.253127413,3.053345146,2.819831466,1,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,0.7,0.5,0.6,0.7,0.625,0.3,0.5,0.4,0.3,0.375,1.048801025,0,0.506694206,1.048801025,0.637278728,1.048801025,0.542106819,0.542106819,1.048801025
SS,P,0.5,S,S,0.5,0.5,3,9,12,12,0,0,1,0,mismatch1,0.343101978,0.445688009,0.74606204,1.948265076,0.443453074,0.528661013,0.445791006,0.358678102,0.358678102,0.445791006,0.32435894,0.342638016,n,2.900367975,2.535423222,2.64903095,2.872774943,3.289648046,2.64684767,2.723177284,2.649131302,2.554704863,2.511025872,2.534835547,3.430450322,2.905509372,2.649131302,2.554704863,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,19,73,92,12,0,0,1,0,match,0.376933813,1.014448881,0.628412962,0.761101007,0.9113729,0.930487156,0.511893034,1.128126144,1.128126144,0.511893034,0.424514055,0.543229103,y,2.751060963,2.576265098,3.006230167,2.798245134,2.881442297,2.959696111,2.968710383,2.70917922,3.052357664,2.627892074,2.734983029,3.142862917,3.214848927,2.70917922,3.052357664,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,10,39,49,12,0,1,0,0,match,0.392633915,0.579705,0.746015072,4.354981184,0.511341095,0.76336503,0.977410078,0.612437963,0.977410078,0.612437963,0.52568984,0.492794991,y,2.685676098,2.59398781,2.763207046,2.872747602,3.638986283,2.708710697,2.882732261,2.990076813,2.787062103,2.720729583,2.692666285,3.707655005,3.201355616,2.787062103,2.990076813,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,12,45,57,12,0,1,0,0,mismatch1,0.392735004,0.462764025,0.428603888,3.251690149,0.574579,0.428927898,0.395107985,0.861215115,0.861215115,0.395107985,0.36013484,0.375347137,n,5.659820795,2.594099611,2.66535959,2.632056106,3.512109155,2.759349749,2.632384294,2.596715807,2.935111643,2.556465138,2.574433108,3.565882518,3.099101345,2.596715807,2.935111643,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,16,61,77,12,0,1,0,0,mismatch1,0.392793894,0.446215153,2.217300892,0.677646875,1.29342103,1.478325844,0.578800917,0.928461075,0.928461075,0.578800917,0.577215195,0.626584053,n,4.361228228,2.594164728,2.649544314,3.345824632,2.83100344,3.111739918,3.169770169,2.762529211,2.967763701,2.761337755,2.796979338,3.461640732,3.178188748,2.762529211,2.967763701,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,12,0,0,1,0,mismatch1,0.426613092,0.462740898,0.459254026,0.8799541,1.092319965,0.545973063,0.877717972,1.48190093,0.877717972,1.48190093,0.49337697,0.543293953,n,4.926030874,2.630034179,2.665337885,2.662052972,2.944460019,3.038349872,2.737171216,2.943354991,3.170819171,2.693178873,2.735034871,3.126848076,3.372841866,3.170819171,2.943354991,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,12,0,1,0,0,match,0.45906496,0.529758215,4.421898127,2.51849103,1.094801188,0.629122019,1.688203096,0.46218586,1.688203096,0.46218586,1.796109915,1.028038025,y,4.510439873,2.661874145,2.7240777,3.645608733,3.401140408,3.03933526,2.798734886,3.227424692,2.664816655,3.25433291,3.012009179,3.841383823,3.332517021,2.664816655,3.227424692,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,11,41,52,12,0,0,1,0,mismatch1,0.488543987,0.460963964,0.8629179,5.423854828,0.460155964,0.512564898,1.146918058,0.560636044,0.560636044,1.146918058,0.374235868,0.443210125,n,3.894542933,2.688903672,2.663666976,2.935969478,3.734308057,2.662905055,2.709748861,3.059532391,2.748681016,2.573145409,2.646609673,3.798427761,3.232374473,3.059532391,2.748681016,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,2,7,9,12,0,1,0,0,match,0.523109913,0.462486982,0.679307938,0.911124945,0.878837109,0.863809109,0.961794853,1.983217955,0.961794853,1.983217955,0.492086887,0.442528963,y,2.16245985,2.71859295,2.665099513,2.83206669,2.959577937,2.943908387,2.936417779,2.983082449,3.297370446,2.692041792,2.6459417,3.201515346,3.469087188,3.297370446,2.983082449,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,6,23,29,12,0,1,0,0,match,0.525853157,0.462793827,0.444753885,1.630699873,1.681288958,0.59612298,0.594208002,0.628739834,0.594208002,0.628739834,0.659508944,0.727339983,y,7.782873869,2.720864486,2.665387557,2.64811975,3.212374037,3.225642361,2.775335864,2.773938496,2.798470976,2.81922069,2.861737462,3.317113062,3.087407933,2.798470976,2.773938496,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,14,55,69,12,0,1,0,0,match,0.543246031,0.462893009,0.461644888,0.659839153,0.694893837,0.679727793,0.644564152,0.812458038,0.644564152,0.812458038,0.542157888,0.576879025,y,5.659932852,2.734996562,2.665480622,2.664308031,2.819438082,2.84191846,2.832335028,2.809266148,2.90980094,2.734125781,2.761084749,3.049793098,3.163466166,2.90980094,2.809266148,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,12,0,0,1,0,match,0.560566902,0.479069948,0.475435972,0.578493834,0.46101594,1.883156061,0.660673141,0.32635498,0.32635498,0.660673141,0.408510923,0.37621212,y,2.080544949,2.748627452,2.680398928,2.677092038,2.762298734,2.663715942,3.274886312,2.819986651,2.513690244,2.611203673,2.575432783,3.022811687,2.994329526,2.819986651,2.513690244,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,12,0,0,1,0,mismatch1,0.577486992,0.78037405,0.59293294,3.053625107,0.594468117,0.579751968,0.561872959,0.995257854,0.995257854,0.561872959,0.726603985,0.459344149,n,5.625283003,2.761542206,2.892302819,2.773005578,3.484815718,2.774128567,2.763242232,2.749638132,2.997935613,2.861297775,2.662138189,3.561883131,3.192325099,2.749638132,2.997935613,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,12,0,1,0,0,match,0.593710899,0.546154976,0.559030056,0.495275021,3.351636887,0.512864113,0.693919897,1.832549095,0.693919897,1.832549095,0.558961868,0.475837946,y,7.102061987,2.773575022,2.737315895,2.747435158,2.694846425,3.525256961,2.710002311,2.84130934,3.263055618,2.747382182,2.677459072,3.022966298,3.402513972,3.263055618,2.84130934,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,12,0,1,0,0,mismatch2,0.593873978,0.412458181,0.443313122,3.955494881,0.794642925,0.512341022,0.743103027,0.478667021,0.743103027,0.478667021,0.525295973,0.42612195,n,8.0852139,2.773694296,2.615379922,2.646710587,3.597200827,2.900172021,2.70955913,2.87104903,2.680033507,2.720404071,2.629533906,3.643335007,3.086989474,2.680033507,2.87104903,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,18,72,90,12,0,0,1,0,match,0.644334078,0.746891975,1.178473949,3.671478987,0.678001881,1.633100986,0.779297113,1.546723843,1.546723843,0.779297113,1.027343035,0.409378052,y,2.322725058,2.809111101,2.873257793,3.071319987,3.564841047,2.831230899,3.213013041,2.891703067,3.18941278,3.011715481,2.612124555,3.685737524,3.366613623,2.891703067,3.18941278,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,8,29,37,12,0,1,0,0,mismatch1,0.659503937,0.496201038,0.528578043,1.062190056,0.607760906,0.746690035,1.381505013,0.459610939,0.459610939,1.381505013,0.610754013,0.525254965,n,2.936979055,2.819217392,2.695657668,2.723109119,3.026202231,2.783732761,2.873140355,3.140352465,2.662390357,2.785866329,2.720370166,3.201606873,3.265081141,3.140352465,2.662390357,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,9,34,43,12,0,1,0,0,mismatch2,0.676873207,0.462388992,2.316239834,1.230716944,0.911167145,2.853337049,0.626424074,0.578702211,0.626424074,0.578702211,0.458194971,0.476860046,n,11.96883202,2.830507324,2.665007486,3.364783526,3.09015818,2.959598051,3.455353076,2.79686844,2.762455142,2.661050318,2.678390936,3.549855896,3.081032559,2.762455142,2.79686844,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,12,0,0,1,0,mismatch2,0.693300009,0.630169868,0.510179996,4.625010967,0.590823174,2.569182158,0.660734177,1.063151121,0.660734177,1.063151121,0.460501909,1.078170061,n,4.255239964,2.840921206,2.799457633,2.707723426,3.665112767,2.771457521,3.409794897,2.820026772,3.026595001,2.663231435,3.032687268,3.710556598,3.236508366,3.026595001,2.820026772,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,7,28,35,12,0,1,0,0,mismatch1,0.709844828,0.86385417,0.376419067,2.284158945,0.426235914,0.47954011,0.444758892,1.078853846,1.078853846,0.444758892,0.408065081,0.392427206,n,3.987753868,2.851163422,2.936440434,2.575671614,3.358726321,2.62965004,2.680824939,2.64812464,3.032962614,2.610729433,2.593759108,3.424975998,3.182874595,2.64812464,3.032962614,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,15,57,72,12,0,0,1,0,match,0.77740407,1.181940079,1.414866924,0.77742815,2.499424934,0.863963127,1.113776922,0.727985144,0.727985144,1.113776922,0.658828974,0.542691946,y,5.359749079,2.89064681,3.07259546,3.150715594,2.890660262,3.397840098,2.936495208,3.046798215,2.862122517,2.81877269,2.734553376,3.340899008,3.265233524,3.046798215,2.862122517,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,6,24,30,12,0,0,1,0,match,0.793381929,0.73004508,0.542387962,0.930534124,0.527129889,0.446186066,0.511842966,0.945142031,0.945142031,0.511842966,0.926939011,0.543335199,y,4.878995895,2.899482304,2.863349678,2.734310042,2.968732304,2.721917642,2.649516004,2.709136739,2.975497077,2.96705116,2.735067841,3.168179774,3.16345508,2.709136739,2.975497077,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,5,19,24,12,0,0,1,0,match,0.793398142,0.479506969,0.712239027,0.794173002,0.727290154,0.964120865,0.895059109,0.678419828,0.895059109,0.678419828,0.726277113,0.52659297,y,2.151132822,2.899491179,2.680794923,2.852625767,2.899915119,2.861707708,2.984131482,2.951851717,2.831498532,2.861102359,2.721475057,3.177943775,3.196860934,2.831498532,2.951851717,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SS,P,0.5,S,S,0.5,0.5,4,13,17,12,0,1,0,0,mismatch2,0.878921986,0.462564945,0.595487118,1.279103994,3.684056997,0.663402081,1.029891968,1.496564865,1.496564865,1.029891968,0.694669008,0.626611948,n,6.785896063,2.943950328,2.665172717,2.774872371,3.106905855,3.566326341,2.82177683,3.012791671,3.175095545,2.841777924,2.796998672,3.272906554,3.402511882,3.012791671,3.175095545,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,18,71,89,12,0,1,0,0,match,0.944483042,1.148015976,1.665529013,3.368807077,1.162596941,0.513450146,1.49656105,0.879696846,1.49656105,0.879696846,0.65950799,0.760220051,y,4.70318985,2.975194165,3.059947932,3.221552202,3.527476141,3.065429176,2.710498282,3.175094438,2.944333035,2.819220061,2.88093932,3.701942205,3.375893573,2.944333035,3.175094438,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,12,0,1,0,0,mismatch2,0.995398045,0.913661957,0.578031063,2.033504009,1.328716993,3.739480019,0.94490099,0.662173986,0.94490099,0.662173986,0.592597961,1.846973896,n,12.60453892,2.997996783,2.960785542,2.761951178,3.308245033,3.123432489,3.572811217,2.975386304,2.820972115,2.772760153,3.266460757,3.416895863,3.206036139,2.820972115,2.975386304,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,1,3,4,12,0,0,1,0,match,1.02858305,0.479722977,1.16386199,3.35114193,0.593707085,0.495754004,0.409538984,0.494936943,0.409538984,0.494936943,0.425337076,0.39236784,y,2.169317961,3.012239363,2.68099052,3.065901485,3.525192822,2.773572232,2.695266231,2.612295249,2.694549872,2.628733241,2.593693404,3.654658132,2.956397012,2.694549872,2.612295249,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,9,35,44,12,0,0,1,0,match,1.463048935,0.846686125,0.862213135,4.221758127,1.345271111,0.830561876,0.928079128,0.611730099,0.928079128,0.611730099,1.010337114,1.027364016,y,6.510498047,3.165258852,2.927722443,2.935614635,3.625493348,3.128809816,2.919371992,2.967585006,2.78655985,3.004466307,3.01172435,3.706203087,3.187466918,2.78655985,2.967585006,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
