RC1,NPorV,REG,log_NPorV,unlogged,Item,Participant
O,V,R4,2.61533423,0.412414789,35,7
O,V,R4,2.775689017,0.596607924,75,7
O,V,R4,2.632640588,0.429181099,95,7
O,V,R4,2.516566935,0.328523874,85,7
O,V,R4,2.737264893,0.546090841,65,7
O,V,R4,2.516243126,0.328279018,15,7
O,V,R4,2.538442947,0.345495939,55,7
O,V,R4,2.709342831,0.512085915,25,7
O,V,R4,2.882615594,0.76315999,80,8
O,V,R4,2.694640448,0.495040178,100,8
O,V,R4,3.145524873,1.398056984,50,8
O,V,R4,2.53740596,0.344671965,20,8
O,V,R4,2.927343168,0.845947027,30,8
O,V,R4,3.019956246,1.047023058,40,8
O,V,R4,2.648553262,0.445198059,90,8
O,V,R4,2.749695256,0.561946869,70,8
O,V,R4,3.180671411,1.515902996,10,8
O,V,R4,2.648726731,0.445375919,60,8
O,V,R4,2.558350868,0.361701965,50,9
O,V,R4,2.577976402,0.378422022,70,9
O,V,R4,2.577728432,0.378206015,10,9
O,V,R4,2.750260012,0.562678099,90,9
O,V,R4,2.680069846,0.478707075,30,9
O,V,R4,2.537741091,0.34493804,15,9
O,V,R4,2.537897157,0.345062017,75,9
O,V,R4,2.596667584,0.395064116,95,9
O,V,R4,2.749539897,0.561745882,35,9
O,V,R4,2.596230715,0.39466691,55,9
O,V,R4,2.862882374,0.729259968,45,10
O,V,R4,2.709386302,0.512137175,90,10
O,V,R4,2.786736525,0.611979008,85,10
O,V,R4,2.831646554,0.678651094,25,10
O,V,R4,2.798491231,0.628769159,50,10
O,V,R4,2.918783913,0.829437971,70,10
O,V,R4,2.749638316,0.561873198,5,10
O,V,R4,2.59649483,0.394906998,65,10
O,V,R4,2.891753688,0.779387951,10,10
O,V,R4,2.680124351,0.478767157,30,10
O,V,R4,2.81003013,0.645699024,20,11
O,V,R4,2.694601542,0.494995832,60,11
O,V,R4,3.335896382,2.167186975,100,11
O,V,R4,2.613754155,0.410917044,85,11
O,V,R4,2.998264975,0.996012926,40,11
O,V,R4,2.679721249,0.478322983,65,11
O,V,R4,2.88300129,0.763838053,25,11
O,V,R4,2.736856852,0.545578003,80,11
O,V,R4,2.72299823,0.528443098,45,11
O,V,R4,2.737058929,0.545831919,5,11
O,V,R4,2.749378214,0.561536789,50,12
O,V,R4,2.749717919,0.561976194,70,12
O,V,R4,2.736874502,0.545600176,30,12
O,V,R4,2.722612642,0.527974129,25,12
O,V,R4,2.749784244,0.562062025,10,12
O,V,R4,2.723378386,0.528905869,85,12
O,V,R4,2.723050739,0.528506994,65,12
O,V,R4,2.648136512,0.444771051,45,12
O,V,R4,2.536995101,0.344346046,5,12
O,V,R4,2.709392771,0.512144804,90,12
O,V,R4,2.558081693,0.361477852,30,13
O,V,R4,2.832107538,0.679371834,70,13
O,V,R4,2.537963768,0.345114946,100,13
O,V,R4,2.762225164,0.578395844,90,13
O,V,R4,2.709005227,0.511687994,60,13
O,V,R4,2.577477854,0.377987862,80,13
O,V,R4,2.83196257,0.679145098,20,13
O,V,R4,2.664135066,0.461461067,50,13
O,V,R4,3.498774524,3.153367043,40,13
O,V,R4,2.664827183,0.462197065,10,13
O,V,R4,2.76228155,0.578470945,65,14
O,V,R4,2.61438139,0.411510944,5,14
O,V,R4,2.882157847,0.762356043,25,14
O,V,R4,2.798674149,0.629034042,40,14
O,V,R4,2.631785448,0.428336859,85,14
O,V,R4,3.095989735,1.247354031,45,14
O,V,R4,2.723219979,0.528712988,100,14
O,V,R4,2.557823241,0.361262798,60,14
O,V,R4,3.600931763,3.989622116,20,14
O,V,R4,2.648779503,0.44543004,80,14
O,V,R4,2.774811682,0.59540391,35,15
O,V,R4,2.774821942,0.595417976,75,15
O,V,R4,2.762858608,0.579240084,80,15
O,V,R4,2.596822454,0.395205021,40,15
O,V,R4,3.095970891,1.24729991,15,15
O,V,R4,2.596929074,0.395302057,100,15
O,V,R4,2.614230645,0.411368132,60,15
O,V,R4,2.861828278,0.727492094,20,15
O,V,R4,2.968382987,0.929785967,95,15
O,V,R4,2.61500169,0.412099123,55,15
O,V,R4,2.83167844,0.678700924,20,16
O,V,R4,3.230233509,1.699157,75,16
O,V,R4,2.694673494,0.495077848,40,16
O,V,R4,2.775102007,0.595802069,100,16
O,V,R4,2.679871022,0.478487968,80,16
O,V,R4,2.852357316,0.711798906,60,16
O,V,R4,2.750107064,0.562479973,15,16
O,V,R4,2.809983624,0.645629883,35,16
O,V,R4,2.736411002,0.545018196,95,16
O,V,R4,2.709325845,0.512065887,55,16
O,V,R4,2.537776211,0.344965935,50,17
O,V,R4,2.723943793,0.529594898,90,17
O,V,R4,2.631870772,0.428421021,55,17
O,V,R4,2.901263624,0.79664278,35,17
O,V,R4,2.694945509,0.495388031,75,17
O,V,R4,2.64853861,0.445183039,15,17
O,V,R4,2.665270304,0.462668896,95,17
O,V,R4,2.853504125,0.713680983,10,17
O,V,R4,2.664719862,0.462082863,30,17
O,V,R4,2.577190675,0.377737999,70,17
O,V,R4,2.680166088,0.478813171,95,18
O,V,R4,3.180879897,1.516630888,35,18
O,V,R4,3.102154402,1.265186071,75,18
O,V,R4,2.633142117,0.42967701,55,18
O,V,R4,2.648265234,0.444902897,15,18
O,V,R4,3.040749069,1.098371029,85,18
O,V,R4,2.664853394,0.46222496,5,18
O,V,R4,2.493149904,0.311279058,25,18
O,V,R4,2.723756057,0.529366016,45,18
O,V,R4,2.59693248,0.395305157,65,18
O,V,R4,2.774746811,0.59531498,50,19
O,V,R4,2.614200942,0.411339998,90,19
O,V,R4,2.648210538,0.444846869,95,19
O,V,R4,2.817501264,0.656903028,75,19
O,V,R4,2.722476713,0.527808905,15,19
O,V,R4,2.631998364,0.428546906,35,19
O,V,R4,2.723544367,0.529108047,10,19
O,V,R4,2.577559478,0.37805891,30,19
O,V,R4,2.631615233,0.428169012,55,19
O,V,R4,2.798732911,0.629119158,70,19
O,V,R4,2.798893681,0.629352093,5,20
O,V,R4,2.78690315,0.61221385,70,20
O,V,R4,2.709247179,0.511973143,25,20
O,V,R4,2.891657358,0.779215097,85,20
O,V,R4,2.680038049,0.478672028,10,20
O,V,R4,2.736765175,0.545462847,90,20
O,V,R4,2.709490614,0.512260199,65,20
O,V,R4,2.631547273,0.428102016,30,20
O,V,R4,2.941994207,0.874972105,45,20
O,V,R4,3.046837259,1.113877058,50,20
O,V,R4,2.643872824,0.440425873,85,21
O,V,R4,3.150686466,1.414772034,10,21
O,V,R4,2.842819463,0.696336985,5,21
O,V,R4,2.842554253,0.695911884,30,21
O,V,R4,2.596386004,0.394808054,50,21
O,V,R4,3.124319025,1.331432104,90,21
O,V,R4,2.694959513,0.495404005,70,21
O,V,R4,3.084264481,1.214128017,45,21
O,V,R4,3.315254789,2.066592216,65,21
O,V,R4,2.998401554,0.996326208,25,21
O,V,R4,2.787002587,0.61235404,45,22
O,V,R4,2.631833309,0.428384066,65,22
O,V,R4,2.596654216,0.395051956,25,22
O,V,R4,2.695013852,0.495465994,40,22
O,V,R4,2.6646421,0.462000132,85,22
O,V,R4,2.631671092,0.428224087,20,22
O,V,R4,2.900940386,0.796050072,80,22
O,V,R4,2.976159591,0.94658494,60,22
O,V,R4,2.97595674,0.946142912,5,22
O,V,R4,2.59690026,0.395275831,100,22
O,V,R4,2.388733317,0.244755983,40,23
O,V,R4,2.159633517,0.144422054,100,23
O,V,R4,2.250422264,0.178000927,60,23
O,V,R4,2.324915944,0.211308002,35,23
O,V,R4,2.709540537,0.512319088,75,23
O,V,R4,2.416622122,0.260988951,15,23
O,V,R4,2.882403342,0.762787104,95,23
O,V,R4,2.66395036,0.461264849,80,23
O,V,R4,2.577094176,0.377654076,55,23
O,V,R4,2.596524719,0.394934177,20,23
O,V,R4,2.709180029,0.511893988,75,24
O,V,R4,2.577488263,0.377996922,25,24
O,V,R4,2.537800222,0.344985008,85,24
O,V,R4,2.631745076,0.428297043,35,24
O,V,R4,2.7370447,0.545814037,55,24
O,V,R4,2.69444107,0.494812965,5,24
O,V,R4,2.647905045,0.444534063,65,24
O,V,R4,2.596553034,0.394959927,95,24
O,V,R4,2.663840352,0.461148024,45,24
O,V,R4,2.842363911,0.695606947,15,24
O,V,R4,2.632121087,0.428668022,15,25
O,V,R4,2.648702553,0.445351124,55,25
O,V,R4,3.096107677,1.247692823,25,25
O,V,R4,2.679843755,0.478457928,5,25
O,V,R4,2.492782847,0.311016083,45,25
O,V,R4,2.723501703,0.529056072,75,25
O,V,R4,2.515913393,0.328029871,85,25
O,V,R4,2.648421602,0.445063114,35,25
O,V,R4,2.852897539,0.71268487,95,25
O,V,R4,2.631433581,0.42798996,65,25
O,V,R4,2.901516613,0.797106981,10,26
O,V,R4,2.798705917,0.629080057,30,26
O,V,R4,3.326143653,2.119061947,70,26
O,V,R4,3.020355494,1.047986031,95,26
O,V,R4,2.632239671,0.428785086,55,26
O,V,R4,2.680462468,0.479140043,75,26
O,V,R4,2.578243647,0.378654957,35,26
O,V,R4,2.614987871,0.41208601,50,26
O,V,R4,2.968728521,0.930526018,90,26
O,V,R4,2.999040435,0.997792959,15,26
O,V,R4,2.831938176,0.679106951,45,27
O,V,R4,2.578492417,0.378871918,5,27
O,V,R4,3.1184913,1.313685179,65,27
O,V,R4,2.968265818,0.929535151,25,27
O,V,R4,2.786955747,0.612287998,70,27
O,V,R4,2.750067852,0.56242919,10,27
O,V,R4,2.909948369,0.812733889,50,27
O,V,R4,3.059725818,1.147428989,30,27
O,V,R4,2.918810128,0.829488039,90,27
O,V,R4,2.723206074,0.52869606,85,27
O,V,R4,2.736996892,0.545753956,60,28
O,V,R4,2.709382662,0.512132883,40,28
O,V,R4,2.631595886,0.428149939,100,28
O,V,R4,2.900915281,0.796004057,25,28
O,V,R4,2.711124598,0.514191151,45,28
O,V,R4,2.577487167,0.377995968,65,28
O,V,R4,2.762439217,0.578680992,20,28
O,V,R4,2.578081733,0.378513813,85,28
O,V,R4,2.762821067,0.579190016,80,28
O,V,R4,2.750057727,0.562416077,5,28
O,V,R4,3.527764687,3.371046066,5,29
O,V,R4,2.944372111,0.879776001,50,29
O,V,R4,2.749673697,0.561918974,70,29
O,V,R4,2.709578532,0.512363911,45,29
O,V,R4,3.019989374,1.047102928,10,29
O,V,R4,3.160635308,1.44755578,25,29
O,V,R4,2.900691487,0.795593977,65,29
O,V,R4,2.976111458,0.946480036,85,29
O,V,R4,3.040231971,1.097064018,90,29
O,V,R4,3.084318461,1.214278936,30,29
O,V,R4,3.185103981,1.531454086,10,30
O,V,R4,3.564859265,3.671633005,85,30
O,V,R4,2.66480478,0.462173223,30,30
O,V,R4,2.750005069,0.562347889,45,30
O,V,R4,2.872927305,0.746323824,50,30
O,V,R4,2.694986683,0.495434999,65,30
O,V,R4,2.679817568,0.478429079,5,30
O,V,R4,2.648650702,0.445297956,25,30
O,V,R4,2.723568828,0.52913785,90,30
O,V,R4,2.82103247,0.662266016,70,30
O,V,R4,2.7092132,0.511933088,90,31
O,V,R4,2.762310905,0.578510046,80,31
O,V,R4,2.820920354,0.66209507,60,31
O,V,R4,2.664444604,0.461790085,50,31
O,V,R4,2.750105591,0.562478065,30,31
O,V,R4,2.596524457,0.394933939,70,31
O,V,R4,2.774853939,0.595461845,10,31
O,V,R4,2.723266783,0.52876997,20,31
O,V,R4,2.664823375,0.462193012,100,31
O,V,R4,2.558035,0.36143899,40,31
O,V,R4,2.832172765,0.679473877,65,32
O,V,R4,2.73683066,0.545545101,35,32
O,V,R4,2.722818122,0.528223991,25,32
O,V,R4,2.736902968,0.545635939,5,32
O,V,R4,3.118843795,1.314751863,55,32
O,V,R4,2.723201178,0.5286901,75,32
O,V,R4,2.6946325,0.495031118,15,32
O,V,R4,2.664771846,0.462138176,85,32
O,V,R4,2.679877514,0.478495121,95,32
O,V,R4,2.694366359,0.49472785,45,32
O,V,R4,2.819455186,0.659865141,15,33
O,V,R4,2.694664084,0.49506712,35,33
O,V,R4,2.832009831,0.679219007,20,33
O,V,R4,2.900997614,0.796154976,100,33
O,V,R4,2.863061664,0.72956109,40,33
O,V,R4,2.935962518,0.862904072,55,33
O,V,R4,2.852806871,0.712536097,60,33
O,V,R4,2.723585265,0.529157877,75,33
O,V,R4,2.69451556,0.494897842,80,33
O,V,R4,2.631377933,0.427935123,95,33
O,V,R4,2.832239963,0.67957902,70,34
O,V,R4,2.647988192,0.444619179,50,34
O,V,R4,2.6464627,0.44306016,65,34
O,V,R4,2.708793104,0.511438131,25,34
O,V,R4,2.736719804,0.545405865,45,34
O,V,R4,2.28876566,0.194431067,30,34
O,V,R4,2.983862046,0.963522911,85,34
O,V,R4,2.749406979,0.561573982,90,34
O,V,R4,2.723170624,0.528652906,10,34
O,V,R4,2.536803213,0.344193935,5,34
O,V,R4,2.679506022,0.478085995,55,35
O,V,R4,2.86285852,0.729219913,95,35
O,V,R4,2.900908257,0.795991182,100,35
O,V,R4,2.81035009,0.646174908,75,35
O,V,R4,3.21262465,1.63164115,40,35
O,V,R4,2.73660683,0.545264006,80,35
O,V,R4,2.679882923,0.478501081,35,35
O,V,R4,2.248779919,0.177329063,60,35
O,V,R4,2.821503603,0.662984848,20,35
O,V,R4,2.736558214,0.545202971,15,35
O,V,R4,2.648449752,0.445091963,45,36
O,V,R4,3.247084391,1.766381025,85,36
O,V,R4,2.596042564,0.394495964,80,36
O,V,R4,2.872733583,0.745990992,60,36
O,V,R4,3.315258547,2.066610098,100,36
O,V,R4,2.709610865,0.512402058,40,36
O,V,R4,2.59609768,0.394546032,65,36
O,V,R4,2.900874825,0.795929909,25,36
O,V,R4,2.750095466,0.562464952,20,36
O,V,R4,2.515790586,0.327937126,5,36
O,V,R4,2.417250891,0.261367083,95,37
O,V,R4,2.44406658,0.278013945,100,37
O,V,R4,2.388407024,0.244572163,15,37
O,V,R4,2.469944258,0.295083046,35,37
O,V,R4,2.59665081,0.395048857,55,37
O,V,R4,2.736532763,0.545171022,75,37
O,V,R4,2.556911131,0.360504866,40,37
O,V,R4,2.516354138,0.328362942,60,37
O,V,R4,2.723094427,0.528560162,80,37
O,V,R4,2.663956197,0.461271048,20,37
O,V,R4,2.493547228,0.311563969,20,38
O,V,R4,2.648419508,0.445060968,100,38
O,V,R4,2.775419577,0.596237898,60,38
O,V,R4,3.020306188,1.04786706,10,38
O,V,R4,2.953085697,0.897605896,40,38
O,V,R4,3.130135272,1.349383116,80,38
O,V,R4,2.664572392,0.461925983,90,38
O,V,R4,2.775171864,0.595897913,30,38
O,V,R4,2.853241152,0.713248968,50,38
O,V,R4,2.558548921,0.361866951,70,38
O,V,R4,2.832176574,0.679479837,35,39
O,V,R4,3.392749314,2.470297813,50,39
O,V,R4,2.695410947,0.495919228,10,39
O,V,R4,2.960828832,0.913753033,95,39
O,V,R4,2.615097409,0.41218996,30,39
O,V,R4,2.863333509,0.7300179,70,39
O,V,R4,2.648785315,0.445436001,55,39
O,V,R4,2.614875037,0.41197896,75,39
O,V,R4,2.596936933,0.39530921,90,39
O,V,R4,2.79868238,0.629045963,15,39
O,V,R4,2.737253137,0.546076059,55,40
O,V,R4,2.832101289,0.679362059,75,40
O,V,R4,2.648567914,0.445213079,35,40
O,V,R4,2.960520159,0.913103819,100,40
O,V,R4,2.749680514,0.561927795,95,40
O,V,R4,2.493297571,0.311384916,40,40
O,V,R4,2.723310253,0.528822899,60,40
O,V,R4,2.86282586,0.729165077,80,40
O,V,R4,2.909996524,0.812824011,20,40
O,V,R4,2.709308051,0.512044907,15,40
O,V,R4,2.695005075,0.49545598,60,41
O,V,R4,2.910018434,0.812865019,20,41
O,V,R4,2.648716037,0.445364952,10,41
O,V,R4,2.596526817,0.394936085,100,41
O,V,R4,2.577402241,0.377922058,40,41
O,V,R4,2.536383052,0.343861103,70,41
O,V,R4,2.64838554,0.445026159,80,41
O,V,R4,2.53799917,0.34514308,50,41
O,V,R4,2.798905361,0.62936902,30,41
O,V,R4,2.648457429,0.445099831,90,41
O,V,R4,3.083391163,1.211688995,15,42
O,V,R4,3.362402004,2.303573132,35,42
O,V,R4,3.392734392,2.470212936,65,42
O,V,R4,3.368652755,2.336967945,75,42
O,V,R4,2.664891027,0.462265015,5,42
O,V,R4,2.77504361,0.59572196,55,42
O,V,R4,2.289461673,0.194742918,95,42
O,V,R4,2.206334927,0.1608181,45,42
O,V,R4,2.323944632,0.210835934,25,42
O,V,R4,2.317664292,0.207808971,85,42
O,V,R4,2.679871022,0.478487968,80,43
O,V,R4,2.976195468,0.946663141,15,43
O,V,R4,2.648602101,0.445248127,40,43
O,V,R4,2.577644374,0.37813282,35,43
O,V,R4,2.694474551,0.494851112,60,43
O,V,R4,2.614319236,0.411452055,95,43
O,V,R4,2.614835073,0.411941051,75,43
O,V,R4,2.695108511,0.495573997,20,43
O,V,R4,2.852910324,0.712705851,55,43
O,V,R4,2.664252627,0.461585999,100,43
O,V,R4,2.832160116,0.679454088,35,44
O,V,R4,2.63205828,0.428606033,75,44
O,V,R4,2.614377112,0.411506891,55,44
O,V,R4,2.737204593,0.546015024,95,44
O,V,R4,2.596772933,0.39515996,15,44
O,V,R4,2.614392965,0.411521912,85,44
O,V,R4,2.70913593,0.511842012,5,44
O,V,R4,2.736721512,0.54540801,45,44
O,V,R4,2.595729849,0.394212008,25,44
O,V,R4,2.708458113,0.511043787,65,44
O,V,R4,2.679978126,0.478605986,20,45
O,V,R4,2.680219283,0.478871822,95,45
O,V,R4,3.02689633,1.063889027,60,45
O,V,R4,2.648848538,0.445500851,40,45
O,V,R4,3.38664589,2.435823917,35,45
O,V,R4,2.892094056,0.779999018,55,45
O,V,R4,2.798785246,0.629194975,80,45
O,V,R4,3.140374425,1.381574869,15,45
O,V,R4,2.664746303,0.462110996,75,45
O,V,R4,2.558443324,0.361778975,100,45
O,V,R4,3.401213543,2.518915176,30,46
O,V,R4,2.70950072,0.51227212,35,46
O,V,R4,2.680165007,0.478811979,90,46
O,V,R4,2.798226515,0.628386021,15,46
O,V,R4,2.79848415,0.628758907,55,46
O,V,R4,3.019989077,1.047102213,50,46
O,V,R4,2.749695993,0.561947823,70,46
O,V,R4,2.762614176,0.578914165,75,46
O,V,R4,2.831714901,0.678757906,95,46
O,V,R4,2.862822736,0.729159832,10,46
O,V,R4,3.006271299,1.014544964,70,47
O,V,R4,3.506114137,3.207112074,45,47
O,V,R4,2.88237307,0.762733936,85,47
O,V,R4,2.208357714,0.16156888,50,47
O,V,R4,2.324666946,0.211186886,30,47
O,V,R4,2.289236708,0.194642067,90,47
O,V,R4,2.357435773,0.227738142,65,47
O,V,R4,2.492975566,0.311154127,25,47
O,V,R4,2.631743867,0.428295851,5,47
O,V,R4,2.35769667,0.227874994,10,47
O,V,R4,2.68079406,0.479506016,40,48
O,V,R4,2.750322573,0.562759161,45,48
O,V,R4,3.1302601,1.349771023,85,48
O,V,R4,3.072574784,1.181883812,65,48
O,V,R4,2.577438953,0.377954006,5,48
O,V,R4,2.615142875,0.412233114,20,48
O,V,R4,2.737218057,0.546031952,60,48
O,V,R4,2.648577682,0.445223093,80,48
O,V,R4,2.723065629,0.528525114,25,48
O,V,R4,2.631925389,0.428474903,100,48
O,V,R4,3.389891519,2.45409584,20,49
O,V,R4,2.695007792,0.49545908,100,49
O,V,R4,2.774110278,0.594443083,30,49
O,V,R4,2.558901586,0.362160921,90,49
O,V,R4,2.723154367,0.528633118,10,49
O,V,R4,2.736973935,0.545725107,40,49
O,V,R4,2.86320683,0.729804993,60,49
O,V,R4,2.537639017,0.344856977,70,49
O,V,R4,2.416845426,0.26112318,50,49
O,V,R4,2.631956078,0.428505182,80,49
O,V,R4,3.355616274,2.267860174,40,50
O,V,R4,2.694675377,0.495079994,10,50
O,V,R4,2.810250568,0.64602685,80,50
O,V,R4,2.648548378,0.445193052,100,50
O,V,R4,2.596237275,0.394672871,30,50
O,V,R4,2.66494075,0.462317944,50,50
O,V,R4,2.736637022,0.545301914,90,50
O,V,R4,2.722886333,0.528306961,20,50
O,V,R4,2.736461724,0.545081854,60,50
O,V,R4,2.762684462,0.579007864,70,50
O,V,R4,3.212880064,1.632601023,55,51
O,V,R4,3.03351307,1.08022213,15,51
O,V,R4,2.762349922,0.578562021,35,51
O,V,R4,2.74952681,0.561728954,95,51
O,V,R4,2.679818434,0.478430033,75,51
O,V,R4,2.614600998,0.411719084,30,51
O,V,R4,2.64781699,0.444443941,50,51
O,V,R4,2.76272577,0.579062939,90,51
O,V,R4,2.968392898,0.929807186,70,51
O,V,R4,2.627383465,0.424017191,10,51
O,V,R4,2.710049753,0.512920141,80,52
O,V,R4,2.558653349,0.361953974,20,52
O,V,R4,2.709570246,0.512354136,40,52
O,V,R4,3.473131351,2.972564936,45,52
O,V,R4,2.206246065,0.160785198,85,52
O,V,R4,2.615121776,0.412213087,65,52
O,V,R4,3.371760331,2.35374999,5,52
O,V,R4,2.614959477,0.412059069,60,52
O,V,R4,3.329561189,2.135802984,100,52
O,V,R4,2.557556606,0.361041069,25,52
O,V,R4,3.294028605,1.968015909,80,53
O,V,R4,2.786282168,0.611339092,40,53
O,V,R4,2.736570938,0.545218945,60,53
O,V,R4,2.853334343,0.713402033,50,53
O,V,R4,2.750092521,0.562461138,90,53
O,V,R4,2.775155878,0.595875978,30,53
O,V,R4,3.286616792,1.934714079,70,53
O,V,R4,2.679914732,0.478536129,10,53
O,V,R4,3.346205242,2.219244957,20,53
O,V,R4,3.006238435,1.014468193,100,53
O,V,R4,2.952570674,0.896542072,85,54
O,V,R4,3.155831699,1.431632996,20,54
O,V,R4,2.968373744,0.929766178,100,54
O,V,R4,2.64826151,0.444899082,5,54
O,V,R4,2.631610154,0.428164005,80,54
O,V,R4,2.35805095,0.228060961,60,54
O,V,R4,2.159031577,0.144222021,40,54
O,V,R4,2.35832146,0.228203058,45,54
O,V,R4,2.205374518,0.160462856,25,54
O,V,R4,2.468831541,0.294327974,65,54
S,V,R3,2.614291553,0.411425829,19,1
S,V,R3,3.027287987,1.0648489,79,1
S,V,R3,2.928067906,0.847359896,59,1
S,V,R3,2.749790507,0.562070131,89,1
S,V,R3,3.275353537,1.885183096,69,1
S,V,R3,3.102435434,1.266005039,99,1
S,V,R3,2.615342014,0.41242218,29,1
S,V,R3,2.631718723,0.428271055,49,1
S,V,R3,2.9842117,0.964298964,39,1
S,V,R3,3.171111558,1.482898951,9,1
S,V,R3,2.557318216,0.360842943,49,2
S,V,R3,2.251307296,0.178364038,64,2
S,V,R3,2.208013433,0.161440849,84,2
S,V,R3,2.250883311,0.178189993,29,2
S,V,R3,2.248941632,0.177395105,44,2
S,V,R3,2.041076818,0.109920025,4,2
S,V,R3,2.558652205,0.36195302,9,2
S,V,R3,2.247305387,0.17672801,24,2
S,V,R3,2.558385791,0.361731052,69,2
S,V,R3,2.679822113,0.478434086,89,2
S,V,R3,2.952424321,0.896239996,24,3
S,V,R3,2.63223146,0.428776979,69,3
S,V,R3,2.664073805,0.461395979,64,3
S,V,R3,2.832241334,0.679581165,9,3
S,V,R3,2.831850648,0.678970098,29,3
S,V,R3,3.318689457,2.083000898,84,3
S,V,R3,2.821277554,0.662639856,49,3
S,V,R3,3.033503772,1.080199003,4,3
S,V,R3,2.762500049,0.578762054,44,3
S,V,R3,2.695209416,0.495689154,89,3
S,V,R3,2.810337911,0.646156788,54,4
S,V,R3,2.910565702,0.81388998,64,4
S,V,R3,2.775212002,0.595952988,14,4
S,V,R3,2.632205138,0.428750992,94,4
S,V,R3,2.631646669,0.428200006,84,4
S,V,R3,2.944972873,0.880993843,34,4
S,V,R3,2.615376659,0.412455082,74,4
S,V,R3,2.663433303,0.460716009,24,4
S,V,R3,2.614704349,0.411817074,44,4
S,V,R3,2.737052478,0.545823812,4,4
S,V,R3,2.809922515,0.645539045,59,5
S,V,R3,2.852548856,0.712112904,39,5
S,V,R3,2.577620276,0.378111839,99,5
S,V,R3,2.736547008,0.545188904,54,5
S,V,R3,2.747980845,0.559732914,34,5
S,V,R3,2.557251065,0.360787153,19,5
S,V,R3,2.664087943,0.461410999,74,5
S,V,R3,2.614152356,0.411293983,94,5
S,V,R3,2.872858763,0.746206045,79,5
S,V,R3,2.577090611,0.377650976,14,5
S,V,R3,2.51315658,0.325954199,79,6
S,V,R3,2.786870507,0.612167835,19,6
S,V,R3,2.676559222,0.474853039,89,6
S,V,R3,2.709366689,0.512114048,29,6
S,V,R3,2.695060244,0.495518923,69,6
S,V,R3,2.694672867,0.495077133,59,6
S,V,R3,3.019652042,1.046289921,39,6
S,V,R3,2.537429992,0.344691038,99,6
S,V,R3,2.537309216,0.344595194,9,6
S,V,R3,2.679677736,0.478275061,49,6
S,V,R3,2.597255062,0.395598888,39,7
S,V,R3,2.810947378,0.647064209,59,7
S,V,R3,2.516819636,0.328715086,49,7
S,V,R3,2.832207965,0.679528952,89,7
S,V,R3,2.558432448,0.361769915,9,7
S,V,R3,2.516997572,0.328849792,69,7
S,V,R3,2.468685521,0.294229031,99,7
S,V,R3,2.883195771,0.764180183,29,7
S,V,R3,2.631772393,0.428323984,79,7
S,V,R3,2.648951023,0.445605993,19,7
S,V,R3,3.03954139,1.09532094,24,8
S,V,R3,3.096266819,1.24815011,14,8
S,V,R3,2.910228817,0.813258886,34,8
S,V,R3,3.06607609,1.164330006,44,8
S,V,R3,3.059742151,1.147472143,54,8
S,V,R3,2.596974125,0.395343065,74,8
S,V,R3,2.861714684,0.727301836,64,8
S,V,R3,2.63210587,0.428653002,84,8
S,V,R3,3.059742061,1.147471905,4,8
S,V,R3,2.664858098,0.462229967,94,8
S,V,R3,2.614314958,0.411448002,24,9
S,V,R3,2.558517731,0.361840963,9,9
S,V,R3,2.614784547,0.411893129,44,9
S,V,R3,2.679532444,0.478115082,84,9
S,V,R3,2.61467141,0.411785841,69,9
S,V,R3,2.631756196,0.42830801,4,9
S,V,R3,2.577158603,0.377710104,64,9
S,V,R3,2.694820082,0.49524498,89,9
S,V,R3,2.468858277,0.294346094,49,9
S,V,R3,2.469561612,0.29482317,29,9
S,V,R3,2.872608923,0.745776892,79,10
S,V,R3,3.012922452,1.03020215,99,10
S,V,R3,2.93612604,0.863229036,4,10
S,V,R3,2.88214997,0.762342215,24,10
S,V,R3,2.632057314,0.42860508,44,10
S,V,R3,2.852185921,0.711518049,84,10
S,V,R3,2.536770723,0.344168186,59,10
S,V,R3,2.762962096,0.579378128,39,10
S,V,R3,3.053012691,1.12982893,19,10
S,V,R3,2.679345289,0.477909088,64,10
S,V,R3,2.891532963,0.778991938,54,11
S,V,R3,2.960594995,0.913261175,19,11
S,V,R3,2.664588531,0.46194315,34,11
S,V,R3,2.967414162,0.927714109,99,11
S,V,R3,2.820892204,0.662052155,74,11
S,V,R3,2.614713903,0.411826134,59,11
S,V,R3,2.596113164,0.394560099,39,11
S,V,R3,2.762615607,0.578916073,14,11
S,V,R3,2.983746292,0.963266134,79,11
S,V,R3,3.40396597,2.534929991,94,11
S,V,R3,2.663894013,0.461205006,84,12
S,V,R3,2.983877413,0.963557005,64,12
S,V,R3,2.736535233,0.545174122,99,12
S,V,R3,2.709525176,0.512300968,79,12
S,V,R3,2.736532763,0.545171022,39,12
S,V,R3,2.918753078,0.829379082,24,12
S,V,R3,3.013035409,1.030470133,19,12
S,V,R3,3.377425209,2.384653091,4,12
S,V,R3,3.293697699,1.966516972,59,12
S,V,R3,3.165785718,1.464824915,44,12
S,V,R3,2.577272354,0.377809048,84,13
S,V,R3,2.536649463,0.344072104,94,13
S,V,R3,2.944426953,0.879887104,44,13
S,V,R3,2.631549209,0.428103924,64,13
S,V,R3,2.852943302,0.712759972,14,13
S,V,R3,2.663083459,0.46034503,24,13
S,V,R3,2.516695195,0.328620911,34,13
S,V,R3,2.933855107,0.858726978,74,13
S,V,R3,2.680184902,0.478833914,54,13
