RC1,NPorV,REG,log_NPorV,unlogged,Item,Participant
S,V,R3,2.63185772,0.428408146,4,13
S,V,R3,3.412509259,2.585289955,79,14
S,V,R3,3.04709765,1.114545107,59,14
S,V,R3,2.665074213,0.462460041,19,14
S,V,R3,2.614552457,0.411673069,14,14
S,V,R3,2.469579172,0.294835091,74,14
S,V,R3,2.558122653,0.361511946,39,14
S,V,R3,2.632122054,0.428668976,54,14
S,V,R3,2.632186059,0.428732157,94,14
S,V,R3,2.571705392,0.372997046,34,14
S,V,R3,2.736898223,0.545629978,99,14
S,V,R3,2.664605342,0.461961031,49,15
S,V,R3,2.664823375,0.462193012,34,15
S,V,R3,2.537240701,0.344540834,54,15
S,V,R3,3.267097988,1.849685907,29,15
S,V,R3,2.558056771,0.361457109,94,15
S,V,R3,2.736570178,0.545217991,9,15
S,V,R3,2.492131497,0.310549974,69,15
S,V,R3,2.798616204,0.628950119,89,15
S,V,R3,2.572494169,0.373675108,14,15
S,V,R3,2.57766847,0.378153801,74,15
S,V,R3,3.040251697,1.097113848,49,16
S,V,R3,2.694433328,0.494804144,54,16
S,V,R3,3.118385117,1.313364029,34,16
S,V,R3,2.709545589,0.512325048,94,16
S,V,R3,2.722773819,0.528170109,69,16
S,V,R3,3.290033029,1.949992895,89,16
S,V,R3,3.250343669,1.779687166,9,16
S,V,R3,2.810278937,0.64606905,74,16
S,V,R3,2.92744585,0.84614706,29,16
S,V,R3,2.708781969,0.511425018,14,16
S,V,R3,2.516958212,0.32881999,9,17
S,V,R3,2.324305448,0.211011171,89,17
S,V,R3,2.468830135,0.294327021,69,17
S,V,R3,2.516392291,0.32839179,49,17
S,V,R3,2.680535073,0.479220152,44,17
S,V,R3,2.444984051,0.278601885,4,17
S,V,R3,2.53767955,0.344889164,29,17
S,V,R3,3.033853411,1.081068993,24,17
S,V,R3,2.493545898,0.311563015,84,17
S,V,R3,2.596544382,0.394952059,64,17
S,V,R3,2.680571154,0.479259968,99,18
S,V,R3,2.787564622,0.61314702,59,18
S,V,R3,3.151158636,1.416311026,79,18
S,V,R3,2.64933867,0.446003914,29,18
S,V,R3,2.558390659,0.361735106,39,18
S,V,R3,2.736817184,0.545528173,49,18
S,V,R3,2.288602667,0.19435811,69,18
S,V,R3,2.631945688,0.42849493,89,18
S,V,R3,2.75009473,0.562463999,19,18
S,V,R3,2.919404031,0.83062315,9,18
S,V,R3,2.786617395,0.611811161,24,19
S,V,R3,2.664654201,0.462013006,64,19
S,V,R3,2.990917456,0.979303837,89,19
S,V,R3,2.821033877,0.662268162,9,19
S,V,R3,2.631916206,0.428465843,69,19
S,V,R3,2.631312841,0.427870989,29,19
S,V,R3,2.596548839,0.394956112,84,19
S,V,R3,2.749655086,0.561894894,49,19
S,V,R3,2.648589311,0.445235014,4,19
S,V,R3,2.577720491,0.3781991,44,19
S,V,R3,2.66432889,0.461667061,59,20
S,V,R3,3.040214132,1.097018957,84,20
S,V,R3,2.632097898,0.428645134,19,20
S,V,R3,2.578185123,0.378603935,44,20
S,V,R3,2.648220547,0.444857121,79,20
S,V,R3,3.053353937,1.130717039,99,20
S,V,R3,2.577495111,0.378002882,24,20
S,V,R3,2.648774622,0.445425034,39,20
S,V,R3,2.705644047,0.50774312,4,20
S,V,R3,2.97621789,0.946712017,64,20
S,V,R3,2.695147163,0.495618105,19,21
S,V,R3,3.534196476,3.421341896,79,21
S,V,R3,2.719654386,0.524389982,59,21
S,V,R3,3.462809172,2.902746916,64,21
S,V,R3,3.318752633,2.083303928,84,21
S,V,R3,3.216979826,1.648085833,99,21
S,V,R3,2.787201732,0.612634897,39,21
S,V,R3,2.694996298,0.495445967,44,21
S,V,R3,2.749626522,0.561857939,4,21
S,V,R3,3.134821077,1.364021063,24,21
S,V,R3,2.918992839,0.829837084,74,22
S,V,R3,3.185154416,1.531631947,79,22
S,V,R3,2.736637782,0.545302868,59,22
S,V,R3,2.832324364,0.679711103,94,22
S,V,R3,3.365093747,2.317894936,39,22
S,V,R3,2.722760488,0.528153896,19,22
S,V,R3,2.852668361,0.712308884,54,22
S,V,R3,2.736413282,0.545021057,14,22
S,V,R3,2.736669681,0.545342922,99,22
S,V,R3,3.026867325,1.063817978,34,22
S,V,R3,2.207300282,0.161175966,54,23
S,V,R3,2.325084476,0.211390018,49,23
S,V,R3,2.723148491,0.528625965,34,23
S,V,R3,2.504976417,0.319872141,29,23
S,V,R3,2.679508837,0.478089094,94,23
S,V,R3,2.578635872,0.378997087,89,23
S,V,R3,2.288517419,0.194319963,69,23
S,V,R3,2.357679858,0.227866173,74,23
S,V,R3,2.205889148,0.160653114,14,23
S,V,R3,2.493188821,0.311306953,9,23
S,V,R3,2.736840909,0.545557976,89,24
S,V,R3,2.632047167,0.428595066,19,24
S,V,R3,2.537800222,0.344985008,49,24
S,V,R3,2.648580473,0.445225954,69,24
S,V,R3,2.749856821,0.562155962,79,24
S,V,R3,2.558197402,0.361574173,39,24
S,V,R3,2.664146285,0.461472988,59,24
S,V,R3,2.614220072,0.411358118,29,24
S,V,R3,2.516269621,0.328299046,99,24
S,V,R3,2.627651511,0.424278975,9,24
S,V,R3,2.762683032,0.579005957,9,25
S,V,R3,3.342538362,2.200586081,59,25
S,V,R3,2.736667972,0.545340776,29,25
S,V,R3,2.516063303,0.32814312,69,25
S,V,R3,2.750219709,0.562625885,49,25
S,V,R3,3.494242946,3.120634794,19,25
S,V,R3,2.596497189,0.394909143,99,25
S,V,R3,3.282563463,1.916741133,79,25
S,V,R3,2.749830481,0.562121868,39,25
S,V,R3,3.185186797,1.531746149,89,25
S,V,R3,2.665128617,0.462517977,9,26
S,V,R3,3.534553657,3.424156904,4,26
S,V,R3,2.832181756,0.679487944,29,26
S,V,R3,2.775268117,0.596029997,89,26
S,V,R3,2.998915474,0.997505903,69,26
S,V,R3,2.577687088,0.378170013,24,26
S,V,R3,2.665024505,0.462407112,44,26
S,V,R3,2.821565914,0.663079977,49,26
S,V,R3,2.597411031,0.395740986,64,26
S,V,R3,2.597089349,0.395447969,84,26
S,V,R3,2.632129299,0.428676128,64,27
S,V,R3,2.882817571,0.763514996,4,27
S,V,R3,2.631431645,0.427988052,19,27
S,V,R3,2.736813008,0.545522928,59,27
S,V,R3,2.614599741,0.411717892,39,27
S,V,R3,2.820952413,0.662143946,24,27
S,V,R3,2.664733307,0.462097168,79,27
S,V,R3,2.679980073,0.478608131,44,27
S,V,R3,2.614753877,0.411864042,99,27
S,V,R3,2.679631403,0.478224039,84,27
S,V,R3,2.443768151,0.277822971,19,28
S,V,R3,2.632478431,0.429020882,14,28
S,V,R3,2.596317548,0.394745827,94,28
S,V,R3,2.679965361,0.478591919,99,28
S,V,R3,3.271090598,1.866769075,54,28
S,V,R3,2.749863083,0.562164068,39,28
S,V,R3,2.250031765,0.177840948,34,28
S,V,R3,2.537976369,0.34512496,59,28
S,V,R3,2.664461645,0.461808205,79,28
S,V,R3,2.249587299,0.177659035,74,28
S,V,R3,3.101759095,1.264034987,59,29
S,V,R3,3.046668787,1.113445044,24,29
S,V,R3,2.648164913,0.444800138,19,29
S,V,R3,2.749721604,0.561980963,39,29
S,V,R3,2.736293767,0.544871092,84,29
S,V,R3,2.749985183,0.56232214,64,29
S,V,R3,2.708992479,0.511672974,44,29
S,V,R3,3.550771686,3.554444075,79,29
S,V,R3,2.70881254,0.51146102,99,29
S,V,R3,2.664402224,0.461745024,4,29
S,V,R3,2.648843889,0.445496082,64,30
S,V,R3,2.762737035,0.579077959,44,30
S,V,R3,2.749834533,0.562127113,39,30
S,V,R3,2.595987705,0.394446135,84,30
S,V,R3,2.631751119,0.428303003,19,30
S,V,R3,2.786834478,0.612117052,79,30
S,V,R3,2.632546487,0.429088116,99,30
S,V,R3,2.762199742,0.578361988,59,30
S,V,R3,2.723241521,0.528739214,4,30
S,V,R3,2.679056169,0.477591038,24,30
S,V,R3,2.64626167,0.44285512,24,31
S,V,R3,2.577467718,0.37797904,34,31
S,V,R3,2.558226038,0.361598015,84,31
S,V,R3,2.798881177,0.629333973,54,31
S,V,R3,2.649052324,0.445709944,74,31
S,V,R3,2.762768504,0.579119921,44,31
S,V,R3,2.679854792,0.478470087,14,31
S,V,R3,2.631662871,0.428215981,94,31
S,V,R3,2.492499105,0.31081295,64,31
S,V,R3,2.96069759,0.913476944,4,31
S,V,R3,3.696878713,4.975980997,59,32
S,V,R3,2.798977909,0.629474163,79,32
S,V,R3,2.842427615,0.69570899,89,32
S,V,R3,2.648774622,0.445425034,29,32
S,V,R3,2.709665827,0.512466908,9,32
S,V,R3,2.852882429,0.712660074,19,32
S,V,R3,2.76253887,0.578813791,69,32
S,V,R3,2.468952543,0.29440999,49,32
S,V,R3,2.538141348,0.34525609,99,32
S,V,R3,2.694402356,0.494768858,39,32
S,V,R3,2.749675356,0.56192112,14,33
S,V,R3,3.046918311,1.114084959,29,33
S,V,R3,2.852989641,0.712836027,89,33
S,V,R3,2.786906025,0.612217903,49,33
S,V,R3,2.831755325,0.678821087,9,33
S,V,R3,2.872847107,0.746186018,94,33
S,V,R3,2.901032597,0.79621911,69,33
S,V,R3,2.749978001,0.562312841,74,33
S,V,R3,3.078038276,1.196846008,54,33
S,V,R3,2.596123136,0.394569159,34,33
S,V,R3,2.615192355,0.412280083,59,34
S,V,R3,2.809872629,0.645464897,24,34
S,V,R3,2.577437583,0.377952814,39,34
S,V,R3,2.736319231,0.54490304,44,34
S,V,R3,2.614815215,0.411922216,99,34
S,V,R3,2.557536243,0.361024141,19,34
S,V,R3,2.323437509,0.210589886,64,34
S,V,R3,2.614240964,0.411377907,84,34
S,V,R3,2.648344356,0.444983959,4,34
S,V,R3,2.596575055,0.394979954,79,34
S,V,R3,3.568885728,3.705832005,9,35
S,V,R3,2.774773074,0.595350981,34,35
S,V,R3,2.694656136,0.49505806,74,35
S,V,R3,2.723349802,0.528871059,89,35
S,V,R3,2.722851053,0.528264046,49,35
S,V,R3,2.679972717,0.478600025,94,35
S,V,R3,2.694606145,0.495001078,14,35
S,V,R3,2.631707602,0.428260088,29,35
S,V,R3,2.936304608,0.863584042,69,35
S,V,R3,2.798533881,0.62883091,54,35
S,V,R3,2.852548274,0.71211195,74,36
S,V,R3,2.632202964,0.428748846,19,36
S,V,R3,2.891741996,0.77936697,79,36
S,V,R3,2.46879636,0.294304132,94,36
S,V,R3,2.736723031,0.545409918,99,36
S,V,R3,2.577711183,0.378190994,54,36
S,V,R3,2.516546134,0.328508139,59,36
S,V,R3,2.644780065,0.441346884,34,36
S,V,R3,2.680123269,0.478765965,14,36
S,V,R3,2.631038571,0.427600861,39,36
S,V,R3,2.324457539,0.211085081,14,37
S,V,R3,3.033685861,1.080651999,74,37
S,V,R3,2.862782405,0.729092121,94,37
S,V,R3,3.604462669,4.022190809,69,37
S,V,R3,2.577600011,0.378094196,54,37
S,V,R3,2.84221786,0.695373058,29,37
S,V,R3,2.664691852,0.462053061,49,37
S,V,R3,2.750042998,0.562397003,34,37
S,V,R3,2.578378984,0.378772974,9,37
S,V,R3,2.631366561,0.427923918,89,37
S,V,R3,2.810696873,0.646691084,34,38
S,V,R3,2.976670454,0.94769907,84,38
S,V,R3,3.019755841,1.046540022,24,38
S,V,R3,3.113666627,1.299171925,4,38
S,V,R3,2.737015865,0.545777798,14,38
S,V,R3,2.631964053,0.42851305,64,38
S,V,R3,2.775516643,0.596371174,74,38
S,V,R3,2.928029534,0.847285032,54,38
S,V,R3,2.799179201,0.629765987,44,38
S,V,R3,2.821314274,0.662695885,94,38
S,V,R3,3.090687222,1.232217073,84,39
S,V,R3,2.821427069,0.662868023,49,39
S,V,R3,2.597324418,0.395662069,29,39
S,V,R3,2.723792046,0.529409885,44,39
S,V,R3,2.936420177,0.863813877,4,39
S,V,R3,2.632853085,0.429391146,89,39
S,V,R3,2.577702147,0.378183126,9,39
S,V,R3,2.648287808,0.444926023,69,39
S,V,R3,2.631887931,0.428437948,64,39
S,V,R3,2.537293892,0.344583035,24,39
S,V,R3,2.891431533,0.778810024,49,40
S,V,R3,2.679353306,0.47791791,14,40
S,V,R3,2.695152385,0.495624065,69,40
S,V,R3,3.872171897,7.45026803,89,40
S,V,R3,2.578063404,0.378497839,9,40
S,V,R3,2.936130478,0.863237858,54,40
S,V,R3,2.882075804,0.762212038,94,40
S,V,R3,2.515569194,0.327769995,74,40
S,V,R3,2.515874882,0.328000784,29,40
S,V,R3,2.492969909,0.311150074,34,40
S,V,R3,2.736373574,0.544971228,94,41
S,V,R3,2.614586159,0.411705017,54,41
S,V,R3,2.538034569,0.345171213,14,41
S,V,R3,2.578205908,0.378622055,84,41
S,V,R3,2.774440932,0.59489584,74,41
S,V,R3,2.577498672,0.378005981,34,41
S,V,R3,2.69411262,0.494438887,64,41
S,V,R3,2.678948837,0.477473021,24,41
S,V,R3,2.708914359,0.511580944,44,41
S,V,R3,2.597036717,0.395400047,4,41
S,V,R3,4.094993051,12.444947,79,42
S,V,R3,2.762506848,0.578771114,99,42
S,V,R3,2.710007358,0.512870073,29,42
S,V,R3,3.315702786,2.068725109,49,42
S,V,R3,2.991689354,0.981045961,59,42
S,V,R3,2.578560189,0.378931046,9,42
S,V,R3,2.288778972,0.194437027,19,42
S,V,R3,2.358098619,0.228085995,89,42
S,V,R3,2.35862581,0.228363037,69,42
S,V,R3,2.557986009,0.36139822,39,42
S,V,R3,2.891824492,0.779515028,94,43
S,V,R3,2.664631789,0.461989164,14,43
S,V,R3,3.170935492,1.482297897,54,43
S,V,R3,2.723104025,0.528571844,69,43
S,V,R3,2.64863024,0.445276976,49,43
S,V,R3,2.918726859,0.829329014,89,43
S,V,R3,3.434474986,2.71941185,29,43
S,V,R3,2.664710451,0.462072849,9,43
S,V,R3,3.361904176,2.300934076,34,43
S,V,R3,3.274722098,1.882444143,74,43
S,V,R3,2.680337326,0.479001999,39,44
S,V,R3,2.750154187,0.562541008,19,44
S,V,R3,2.614360253,0.411490917,79,44
S,V,R3,2.679919925,0.478541851,99,44
S,V,R3,2.775109306,0.595812082,59,44
S,V,R3,2.679896339,0.478515863,69,44
S,V,R3,2.762812843,0.579179049,89,44
S,V,R3,2.83211531,0.679383993,9,44
S,V,R3,2.679803068,0.478413105,29,44
S,V,R3,2.664031613,0.461351156,49,44
S,V,R3,2.695077796,0.49553895,74,45
S,V,R3,2.648437189,0.445079088,49,45
S,V,R3,3.053541348,1.131205082,89,45
S,V,R3,3.129781997,1.348285913,94,45
S,V,R3,2.679613215,0.478204012,34,45
S,V,R3,2.842840726,0.696371078,9,45
S,V,R3,3.129946541,1.348796844,54,45
S,V,R3,2.775171343,0.595897198,14,45
S,V,R3,2.998954191,0.997594833,69,45
S,V,R3,2.515879301,0.328004122,29,45
S,V,R3,2.831738088,0.678794146,4,46
S,V,R3,3.047047665,1.114416838,44,46
S,V,R3,3.15059036,1.41445899,89,46
S,V,R3,2.831973395,0.679162025,64,46
S,V,R3,2.596366334,0.394790173,84,46
S,V,R3,2.736558403,0.545203209,69,46
S,V,R3,2.596967578,0.395337105,49,46
S,V,R3,2.631615233,0.428169012,9,46
S,V,R3,3.118735178,1.314423084,29,46
S,V,R3,2.862952651,0.729377985,24,46
S,V,R3,2.664707761,0.462069988,79,47
S,V,R3,3.047236702,1.11490202,64,47
S,V,R3,2.694735816,0.495148897,39,47
S,V,R3,3.135414521,1.365886211,84,47
S,V,R3,2.665222408,0.462617874,24,47
S,V,R3,2.206930731,0.161038876,44,47
S,V,R3,2.358726457,0.228415966,4,47
S,V,R3,2.325802455,0.211739779,99,47
S,V,R3,2.106350911,0.127747059,19,47
S,V,R3,2.249594874,0.177662134,59,47
S,V,R3,2.737635421,0.54655695,94,48
S,V,R3,2.882656024,0.763231039,74,48
S,V,R3,2.695118122,0.495584965,14,48
S,V,R3,2.596679377,0.395074844,79,48
S,V,R3,2.78764179,0.613255978,19,48
S,V,R3,2.737257119,0.546081066,34,48
S,V,R3,2.750141855,0.562525034,54,48
S,V,R3,2.596656314,0.395053864,99,48
S,V,R3,2.538657776,0.345666885,59,48
S,V,R3,2.596155937,0.394598961,39,48
S,V,R3,2.750084789,0.562451124,64,49
S,V,R3,2.73617479,0.544721842,24,49
S,V,R3,2.577877614,0.378335953,94,49
S,V,R3,2.578407686,0.378798008,14,49
S,V,R3,2.558124944,0.361513853,4,49
S,V,R3,2.632504737,0.429046869,44,49
S,V,R3,2.415711053,0.260442019,74,49
S,V,R3,2.631796808,0.428348064,34,49
S,V,R3,2.493714693,0.311684132,54,49
S,V,R3,2.389525811,0.245203018,84,49
S,V,R3,2.67957229,0.478158951,64,50
S,V,R3,2.648645819,0.44529295,54,50
S,V,R3,2.558320809,0.361676931,34,50
S,V,R3,2.614271671,0.411406994,84,50
S,V,R3,2.918882897,0.829627037,14,50
S,V,R3,2.648453707,0.445096016,94,50
S,V,R3,2.736876779,0.545603037,74,50
S,V,R3,2.66304567,0.460304976,24,50
S,V,R3,3.083267494,1.211344004,44,50
S,V,R3,2.695225918,0.495707989,4,50
S,V,R3,3.046743268,1.113636017,44,51
S,V,R3,2.61475614,0.411866188,29,51
S,V,R3,2.57787433,0.378333092,9,51
S,V,R3,2.468812544,0.2943151,89,51
S,V,R3,2.736335192,0.544923067,84,51
S,V,R3,2.736755683,0.545450926,4,51
S,V,R3,2.632069393,0.428617001,69,51
S,V,R3,2.515726802,0.327888966,24,51
S,V,R3,2.516610743,0.328557014,49,51
S,V,R3,2.557768208,0.361217022,64,51
S,V,R3,2.445702237,0.279062986,79,52
S,V,R3,2.558175351,0.361555815,74,52
S,V,R3,2.578248295,0.37865901,94,52
S,V,R3,2.821544988,0.663048029,59,52
S,V,R3,2.494251872,0.312069893,19,52
S,V,R3,2.597126791,0.395482063,54,52
S,V,R3,2.538167739,0.345277071,39,52
S,V,R3,2.723278336,0.528784037,34,52
S,V,R3,2.614302375,0.411436081,99,52
S,V,R3,2.928267284,0.847748995,14,52
S,V,R3,2.960652021,0.9133811,94,53
S,V,R3,2.873229927,0.746844053,4,53
S,V,R3,2.577705433,0.378185987,84,53
S,V,R3,2.763250626,0.579763174,34,53
S,V,R3,2.663390825,0.460670948,24,53
S,V,R3,2.723833117,0.529459953,54,53
S,V,R3,2.614859203,0.41196394,44,53
S,V,R3,2.810463685,0.646343946,14,53
S,V,R3,3.066295336,1.164917946,64,53
S,V,R3,3.312242505,2.052307844,74,53
S,V,R3,3.185220257,1.531864166,34,54
S,V,R3,2.968542652,0.930127859,14,54
S,V,R3,2.441859855,0.276604891,99,54
S,V,R3,3.145544129,1.398118973,79,54
S,V,R3,3.134993967,1.36456418,74,54
S,V,R3,2.443289717,0.27751708,59,54
S,V,R3,2.577563039,0.37806201,94,54
S,V,R3,2.249002333,0.177419901,39,54
S,V,R3,2.288264774,0.194206953,54,54
S,V,R3,2.250681045,0.178107023,19,54
S,V,R3,2.961044534,0.914206982,77,1
S,V,R3,2.680611121,0.479304075,87,1
S,V,R3,2.95291586,0.897254944,27,1
S,V,R3,2.537552235,0.344788074,57,1
S,V,R3,3.480406566,3.02278018,17,1
S,V,R3,2.723533799,0.529095173,37,1
S,V,R3,2.842947918,0.696542978,47,1
S,V,R3,2.832200193,0.679516792,67,1
S,V,R3,3.17113823,1.482990026,7,1
S,V,R3,3.013446488,1.03144598,97,1
S,V,R3,2.809972236,0.645612955,52,2
S,V,R3,2.288390049,0.194262981,92,2
S,V,R3,2.28769445,0.193952084,32,2
S,V,R3,2.289064848,0.194565058,97,2
S,V,R3,2.538263393,0.345353127,17,2
S,V,R3,2.443852745,0.277877092,77,2
S,V,R3,2.775006412,0.595670938,57,2
S,V,R3,2.596738867,0.395128965,12,2
S,V,R3,3.134952838,1.364434958,37,2
S,V,R3,2.443766662,0.277822018,72,2
S,V,R3,2.736502564,0.545133114,92,3
S,V,R3,3.199263357,1.582207203,12,3
S,V,R3,2.93607122,0.863120079,57,3
S,V,R3,2.73685856,0.545580149,32,3
S,V,R3,2.648137444,0.444772005,37,3
S,V,R3,2.515823423,0.327961922,52,3
S,V,R3,2.863181291,0.729762077,17,3
S,V,R3,3.065875417,1.163792133,97,3
S,V,R3,2.596347449,0.394773006,72,3
S,V,R3,3.107406325,1.280578852,77,3
S,V,R3,2.762008317,0.578107119,22,4
S,V,R3,2.68017409,0.478821993,72,4
S,V,R3,2.73693333,0.545674086,52,4
S,V,R3,2.632509081,0.429051161,62,4
S,V,R3,2.775112955,0.595817089,12,4
S,V,R3,2.648964733,0.44562006,32,4
S,V,R3,2.919042996,0.829932928,42,4
S,V,R3,2.356951288,0.227484226,82,4
S,V,R3,2.723508162,0.52906394,2,4
S,V,R3,2.695294217,0.495785952,92,4
S,V,R3,2.762199742,0.578361988,22,5
S,V,R3,2.578042887,0.378479958,67,5
S,V,R3,2.595719868,0.394202948,47,5
S,V,R3,2.614097471,0.411242008,42,5
S,V,R3,2.596803589,0.395187855,87,5
S,V,R3,2.786607918,0.61179781,27,5
S,V,R3,2.558057917,0.361458063,2,5
S,V,R3,2.536825776,0.344211817,82,5
S,V,R3,2.35684431,0.227428198,7,5
S,V,R3,2.695025973,0.495479822,62,5
S,V,R3,2.679739432,0.47834301,67,6
S,V,R3,2.736449947,0.545067072,17,6
S,V,R3,2.809866051,0.645455122,77,6
S,V,R3,2.537312822,0.344598055,27,6
S,V,R3,2.809694368,0.645200014,97,6
S,V,R3,2.516011235,0.328103781,47,6
S,V,R3,2.515293639,0.327562094,87,6
S,V,R3,2.631404306,0.427961111,37,6
S,V,R3,2.709026474,0.511713028,7,6
S,V,R3,2.680139705,0.478784084,57,6
S,V,R3,2.648574659,0.445219994,77,7
S,V,R3,2.799012287,0.629523993,87,7
S,V,R3,3.089157697,1.227885008,67,7
S,V,R3,2.577785647,0.378255844,7,7
S,V,R3,2.810464967,0.646345854,47,7
S,V,R3,2.44401518,0.277981043,27,7
S,V,R3,2.302183599,0.20053196,17,7
S,V,R3,2.494228313,0.312052965,57,7
S,V,R3,2.631767317,0.428318977,37,7
S,V,R3,2.578607186,0.378972054,97,7
S,V,R3,2.723376037,0.528903008,62,8
S,V,R3,3.666528657,4.640114069,22,8
S,V,R3,2.927524283,0.846299887,72,8
S,V,R3,2.976342666,0.946984053,52,8
S,V,R3,2.762723445,0.579059839,82,8
S,V,R3,3.046865703,1.113950014,92,8
S,V,R3,2.574919731,0.375767946,2,8
S,V,R3,2.695009463,0.495460987,42,8
S,V,R3,3.046805652,1.113795996,12,8
S,V,R3,2.557664714,0.361130953,32,8
S,V,R3,2.84263236,0.696037054,17,9
S,V,R3,2.841596635,0.694379091,77,9
S,V,R3,2.596192148,0.394631863,97,9
S,V,R3,2.749486624,0.561676979,37,9
S,V,R3,2.736746192,0.545439005,12,9
S,V,R3,2.516705908,0.328629017,57,9
S,V,R3,2.515565404,0.327767134,72,9
S,V,R3,3.005509166,1.012766123,32,9
S,V,R3,2.469478718,0.294766903,92,9
S,V,R3,2.469024635,0.294458866,52,9
S,V,R3,3.033575754,1.080378056,92,10
S,V,R3,2.707810283,0.51028204,12,10
S,V,R3,3.230381503,1.699736118,32,10
S,V,R3,2.852877489,0.712651968,47,10
S,V,R3,2.831854461,0.678976059,27,10
S,V,R3,2.810065728,0.645751953,72,10
S,V,R3,2.694794574,0.495215893,87,10
S,V,R3,2.882417595,0.762812138,52,10
S,V,R3,2.595426632,0.393936872,67,10
S,V,R3,3.019973651,1.04706502,7,10
S,V,R3,2.647613789,0.44423604,42,11
S,V,R3,2.900872743,0.795926094,62,11
S,V,R3,2.694285563,0.49463582,22,11
S,V,R3,2.648457662,0.445100069,82,11
S,V,R3,2.578151757,0.378574848,87,11
S,V,R3,2.596285807,0.394716978,67,11
S,V,R3,2.596852058,0.395231962,47,11
S,V,R3,2.537143921,0.344464064,27,11
S,V,R3,2.596639015,0.395038128,7,11
S,V,R3,2.708909299,0.511574984,2,11
S,V,R3,3.053267025,1.13049078,52,12
S,V,R3,2.709831273,0.512662172,12,12
S,V,R3,2.8820792,0.762217999,32,12
S,V,R3,2.577728432,0.378206015,87,12
S,V,R3,2.722864186,0.52828002,92,12
S,V,R3,2.92744328,0.846142054,67,12
S,V,R3,2.810348167,0.646172047,47,12
S,V,R3,2.560064522,0.363132,27,12
S,V,R3,2.786906702,0.612218857,7,12
S,V,R3,2.736548718,0.54519105,72,12
S,V,R3,2.832306388,0.67968297,2,13
S,V,R3,2.680048865,0.478683949,42,13
S,V,R3,2.41447205,0.25970006,22,13
S,V,R3,3.263202726,1.833169937,32,13
S,V,R3,2.664448416,0.461794138,62,13
S,V,R3,2.762419714,0.578655005,82,13
S,V,R3,2.762862361,0.57924509,12,13
S,V,R3,2.632385502,0.428929091,52,13
S,V,R3,3.355531755,2.267418861,72,13
S,V,R3,3.170563013,1.481027126,92,13
S,V,R3,2.631611122,0.428164959,82,14
S,V,R3,2.515689853,0.327861071,7,14
S,V,R3,2.577336754,0.377865076,67,14
S,V,R3,2.694839316,0.495266914,27,14
S,V,R3,2.982449396,0.960393906,62,14
S,V,R3,2.64765481,0.444278002,22,14
S,V,R3,2.537501781,0.34474802,47,14
S,V,R3,2.762471423,0.578723907,87,14
S,V,R3,2.469649755,0.294883013,42,14
S,V,R3,2.596548839,0.394956112,2,14
S,V,R3,2.927537741,0.846326113,82,15
S,V,R3,3.040326533,1.097302914,62,15
S,V,R3,2.76228155,0.578470945,57,15
S,V,R3,2.664660701,0.46201992,17,15
S,V,R3,2.664547062,0.461899042,42,15
S,V,R3,2.614006568,0.411155939,97,15
S,V,R3,2.516039321,0.328125,2,15
S,V,R3,2.444241591,0.278126001,37,15
S,V,R3,2.537613795,0.34483695,77,15
S,V,R3,2.515669956,0.32784605,22,15
S,V,R3,2.976165607,0.946598053,62,16
S,V,R3,2.798696206,0.62906599,22,16
S,V,R3,2.798577349,0.628893852,42,16
S,V,R3,2.901172242,0.796475172,77,16
S,V,R3,2.998739597,0.997102022,97,16
S,V,R3,2.762325939,0.578530073,2,16
S,V,R3,2.762590746,0.578882933,57,16
S,V,R3,2.679869291,0.478486061,82,16
S,V,R3,4.014647693,10.34302783,17,16
S,V,R3,2.9364167,0.863806963,37,16
S,V,R3,2.694846425,0.495275021,12,17
S,V,R3,3.195111656,1.567153931,97,17
S,V,R3,2.357751648,0.227903843,72,17
S,V,R3,2.632430882,0.428973913,32,17
S,V,R3,3.563298299,3.658459902,37,17
S,V,R3,2.632726467,0.429265976,57,17
S,V,R3,2.632291345,0.428836107,92,17
S,V,R3,2.680317438,0.478980064,77,17
S,V,R3,3.426664778,2.670943975,17,17
S,V,R3,2.516052575,0.328135014,52,17
S,V,R3,2.882677594,0.763268948,77,18
S,V,R3,2.762773868,0.579127073,17,18
S,V,R3,2.736979437,0.545732021,67,18
S,V,R3,2.632471432,0.429013968,57,18
S,V,R3,2.723851109,0.529481888,97,18
S,V,R3,2.631854578,0.428405046,37,18
S,V,R3,2.853309958,0.713361979,7,18
S,V,R3,2.99907001,0.997860909,87,18
S,V,R3,2.798618838,0.628953934,27,18
S,V,R3,2.577913191,0.378366947,47,18
S,V,R3,2.596460742,0.394876003,12,19
S,V,R3,2.578135893,0.37856102,17,19
S,V,R3,2.775239626,0.595990896,92,19
S,V,R3,2.919341698,0.830503941,52,19
S,V,R3,2.694506982,0.494888067,72,19
S,V,R3,2.862582683,0.728756905,57,19
S,V,R3,2.577384705,0.377906799,32,19
S,V,R3,2.882294054,0.762595177,37,19
S,V,R3,2.515730592,0.327891827,77,19
S,V,R3,2.614432969,0.41155982,97,19
S,V,R3,2.680296469,0.478956938,7,20
S,V,R3,2.679904779,0.478525162,72,20
S,V,R3,2.832085894,0.679337978,47,20
S,V,R3,2.631079492,0.427641153,27,20
S,V,R3,2.660083395,0.45717597,52,20
S,V,R3,2.821023245,0.662251949,12,20
