RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,R_PRE,regionExp_response_3.rt,VinRC1,NinRC1,regionExp_response_4.rt,R34,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,R56,R567,regionExp_response_8.rt,regionExp_response_9.rt,VinRC2,NinRC2,R89,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,log_PRE,log_R34,log_R56,log_R567,log_R89,log_R8910,log_VinRC1,log_NinRC1,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,T%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,47,main,0,0,1,0,mismatch2,0.980545998,1.231916904,2.212462902,1.315468073,0.746730089,1.315468073,0.746730089,2.062198162,0.712867022,0.664808989,0.677367926,1.342176915,2.055043937,3.005643845,0.411864996,0.411864996,3.005643845,3.417508841,0.597719908,0.663920879,0.77519083,y,5.723860025,2.991467971,3.090581415,3.119080312,2.873163651,2.853008524,2.822696883,2.830824629,3.477937517,2.614754883,2.776497721,2.822116327,2.889408627,3.344875997,3.314330395,3.127809765,3.312821112,3.533709647,3.603710292,2.873163651,3.119080312,2.614754883,3.477937517,0,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,47,main,0,0,1,0,mismatch2,0.730681896,0.830345154,1.56102705,1.584374189,1.500236988,1.584374189,1.500236988,3.084611177,0.780039072,0.614176035,0.646785975,1.26096201,2.041001082,1.616908789,0.445616007,0.445616007,1.616908789,2.062524796,0.396821022,0.430546045,0.456963062,n,4.217231989,2.863728347,2.919258655,3.199857759,3.176159869,2.892116357,2.788292866,2.810760594,3.208685522,2.648960783,2.598594671,2.634019604,2.659881096,3.193410429,3.489200428,3.100702002,3.309843235,3.314399178,3.390819601,3.176159869,3.199857759,2.648960783,3.208685522,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,47,main,0,0,1,0,mismatch2,0.796857119,2.235750914,3.032608033,2.237388849,1.432802916,2.237388849,1.432802916,3.670191765,0.746883154,0.598158121,0.59149003,1.189648151,1.936531305,2.605870008,0.445552826,0.445552826,2.605870008,3.051422834,0.413870096,0.629765987,0.424203873,n,3.678148985,2.901380457,3.349423417,3.349741469,3.156186457,2.873252664,2.776816003,2.771947429,3.415952747,2.648899203,2.616864048,2.799179201,2.627574629,3.481816281,3.564688756,3.075418534,3.287024522,3.484502392,3.539739953,3.156186457,3.349741469,2.648899203,3.415952747,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,7,26,33,47,main,0,0,0,1,mismatch1,2.236203909,1.312972069,3.549175978,1.733806133,0.830518961,1.733806133,0.830518961,2.564325094,0.646435976,0.564120054,0.611789942,1.175909996,1.822345972,3.239876032,0.562959909,0.562959909,3.239876032,3.802835941,0.430402994,0.429114103,0.440140009,n,5.075801134,3.349511402,3.118255487,3.239000535,2.919349552,2.810525518,2.751371539,2.786602333,3.510528393,2.750477468,2.633875284,2.632572788,2.643590848,3.550127533,3.408973082,3.070374082,3.260630831,3.58010759,3.626672782,2.919349552,3.239000535,2.750477468,3.510528393,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,3,10,13,47,main,0,0,0,1,mismatch1,0.278049946,0.492840052,0.770889998,0.390870094,0.42835784,0.390870094,0.42835784,0.819227934,0.378676891,0.413634062,0.393923998,0.80755806,1.186234951,1.248991966,0.244340181,0.244340181,1.248991966,1.493332147,0.396857977,0.279908895,0.306776047,n,2.754914045,2.444122815,2.692705995,2.592032443,2.63180672,2.578268803,2.616616295,2.595412439,3.096559645,2.387994891,2.598635114,2.4470167,2.486821447,2.886992411,2.913404752,2.907173756,3.074170716,3.174156414,3.27650549,2.63180672,2.592032443,2.387994891,3.096559645,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,11,42,53,47,main,0,0,0,1,mismatch1,0.227794886,0.185966969,0.413761855,0.177910089,0.161753893,0.177910089,0.161753893,0.339663982,0.210906982,0.196223974,0.099672079,0.295896053,0.506803035,0.212775946,0.194668055,0.194668055,0.212775946,0.407444001,0.19610095,0.24566102,0.172972918,y,0.948295116,2.35754397,2.269435813,2.250200577,2.208854742,2.324090957,2.292752067,1.998573517,2.32792253,2.28929469,2.292479698,2.390336251,2.237978112,2.61675045,2.531049497,2.471139172,2.704839207,2.610067928,2.780709621,2.208854742,2.250200577,2.28929469,2.32792253,0,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,15,58,73,47,main,0,0,0,1,mismatch1,0.244837999,0.157670975,0.402508974,0.162487984,0.161217928,0.162487984,0.161217928,0.323705912,0.160673857,0.145620108,0.193321943,0.338942051,0.499615908,0.177130938,0.19498086,0.19498086,0.177130938,0.372111798,0.179440975,0.227660894,0.474281073,n,0.508892059,2.388878821,2.197751753,2.21082125,2.207413335,2.205945219,2.163221349,2.286281151,2.248294422,2.289991982,2.25392162,2.357288437,2.676035794,2.604775567,2.510150631,2.530125453,2.698636258,2.57067344,2.741587072,2.207413335,2.21082125,2.289991982,2.248294422,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,19,74,93,47,main,0,0,0,1,match,0.211803198,0.158069849,0.369873047,0.446578026,0.328606129,0.446578026,0.328606129,0.775184155,0.428452015,0.263015985,0.193799973,0.456815958,0.885267973,0.311305046,0.32831502,0.32831502,0.311305046,0.639620066,0.229854107,0.244771004,0.239698887,n,2.12125206,2.325932513,2.198849038,2.64989735,2.516675659,2.63190219,2.419982144,2.287353712,2.49318616,2.516290752,2.361452268,2.388759969,2.379666017,2.568052685,2.889404887,2.659741267,2.947074753,2.80592208,2.939256686,2.516675659,2.64989735,2.516290752,2.49318616,0,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,16,62,78,47,main,0,0,1,0,mismatch1,0.210845947,0.177355051,0.388200998,0.21094203,0.161564112,0.21094203,0.161564112,0.372506142,0.361773014,0.262977123,0.244343042,0.507320165,0.869093179,0.279644012,0.461971998,0.461971998,0.279644012,0.74161601,0.21284008,0.311944008,0.490751982,n,1.83582902,2.323965257,2.248843562,2.324163121,2.208344898,2.558436168,2.41991797,2.387999976,2.446605524,2.664615652,2.328053413,2.494076648,2.690862062,2.589056648,2.571133438,2.705282125,2.939066341,2.870179097,2.979755953,2.208344898,2.324163121,2.664615652,2.446605524,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,47,main,0,0,1,0,mismatch1,0.261162996,0.194252968,0.455415964,0.228264093,0.261345148,0.228264093,0.261345148,0.489609241,0.211271048,0.229377985,0.19502902,0.424407005,0.635678053,0.195639133,0.194474936,0.194474936,0.195639133,0.390114069,0.21252799,0.226850033,0.190320969,n,1.508936882,2.416911642,2.288367663,2.3584376,2.417214442,2.324839987,2.360551733,2.290099238,2.29145573,2.288863637,2.327416135,2.355738847,2.27948664,2.65840825,2.689849606,2.627782543,2.803237218,2.591191613,2.780059438,2.417214442,2.3584376,2.288863637,2.29145573,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,11,42,53,48,main,0,0,0,1,mismatch1,0.428776026,0.844075918,1.272851944,0.664545059,0.596025944,0.664545059,0.596025944,1.260571003,2.603243113,0.497159958,0.444396019,0.941555977,3.54479909,0.731591225,0.512144804,0.512144804,0.731591225,1.243736029,0.548043013,0.446622133,0.508183956,n,2.121829987,2.632230495,2.92638151,2.822524433,2.775265164,3.415514728,2.696496143,2.64777016,2.864268488,2.709392771,2.738814645,2.649940241,2.70602095,3.10477789,3.100567313,2.973846145,3.549591626,3.094728215,3.253284452,2.775265164,2.822524433,2.709392771,2.864268488,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,7,26,33,48,main,0,0,0,1,mismatch1,1.616679907,1.094988108,2.711668015,1.31633997,0.662947893,1.31633997,0.662947893,1.979287863,3.640604019,0.413459063,0.461400986,0.874860049,4.515464068,0.395030975,0.428228855,0.428228855,0.395030975,0.82325983,0.413683891,0.38003993,0.458111048,n,3.120512009,3.208624041,3.039409403,3.119368069,2.821479395,3.561173444,2.616432516,2.664078518,2.596631151,2.631675928,2.61666861,2.579829229,2.660970766,3.433236518,3.296508962,2.941938585,3.654702391,2.915536925,3.09234994,2.821479395,3.119368069,2.631675928,2.596631151,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,19,74,93,48,main,0,0,0,1,match,0.378333807,0.409191132,0.787524939,0.363110065,0.362215042,0.363110065,0.362215042,0.725325107,0.293395042,0.346693993,0.35650301,0.703197003,0.996592045,0.329970121,0.495398045,0.495398045,0.329970121,0.825368166,0.514565945,0.528847933,0.524875879,y,13.11303902,2.577875151,2.611926213,2.560038287,2.558966482,2.467452771,2.539946317,2.552063201,2.518474616,2.694954288,2.71144104,2.723330811,2.720056615,2.896264316,2.860532711,2.847077011,2.998517416,2.916647714,3.127083443,2.558966482,2.560038287,2.694954288,2.518474616,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,48,main,1,0,0,0,match,0.830672979,0.445847988,1.276520967,0.897267103,0.545204878,0.897267103,0.545204878,1.442471981,0.444739103,0.597499132,0.545863867,1.143362999,1.588102102,0.645457983,0.663507223,0.663507223,0.645457983,1.308965206,3.124725103,0.447165966,0.503247976,y,3.521731853,2.919430084,2.649186811,2.952921745,2.736559733,2.648105316,2.776337279,2.737084347,2.809867977,2.821845655,3.494811816,2.650468742,2.701782037,3.106027953,3.159107386,3.058184134,3.200878421,3.116928103,3.646765355,2.736559733,2.952921745,2.821845655,2.809867977,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,15,58,73,48,main,0,0,0,1,mismatch1,0.462022066,0.526232958,0.988255024,0.547106981,0.529356003,0.547106981,0.529356003,1.076462984,0.560460806,0.531009912,3.489918947,4.020928859,4.581389665,0.412037849,0.445377111,0.445377111,0.412037849,0.85741496,0.397027969,0.411741018,0.407589912,n,1.914894104,2.664662718,2.721178044,2.738072256,2.723747842,2.748545247,2.725102628,3.542815341,2.614937111,2.648727894,2.598821102,2.614624134,2.610223427,2.994869031,3.0319991,3.604326389,3.660997232,2.933191057,3.098450908,2.723747842,2.738072256,2.648727894,2.614937111,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,48,main,1,0,0,0,match,0.278649807,0.344525099,0.623174906,0.39695406,0.457722902,0.39695406,0.457722902,0.854676962,0.494036198,0.43038702,0.377748013,0.808135033,1.302171231,0.396028042,0.47923398,0.47923398,0.396028042,0.875262022,0.413861036,0.597074032,1.645699024,y,3.100841999,2.445058747,2.537220866,2.598740248,2.660602643,2.693758771,2.633859165,2.577202189,2.597725939,2.680547604,2.616854541,2.776028183,3.216350412,2.794609957,2.931801998,2.907483934,3.114668096,2.942138085,3.110294377,2.660602643,2.598740248,2.680547604,2.597725939,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,48,main,1,0,0,0,match,0.462269068,0.562546015,1.024815083,0.479976892,0.579319,0.479976892,0.579319,1.059295892,0.444079876,0.648296118,0.540188074,1.188484192,1.632564068,0.462719202,1.265498161,1.265498161,0.462719202,1.728217363,0.481047153,0.411500931,0.398919106,y,2.389362097,2.664894834,2.750158053,2.681220329,2.762917772,2.647461093,2.811773421,2.732544992,2.665317522,3.102261518,2.682187649,2.614370822,2.600884837,3.010645509,3.025017288,3.07499341,3.212870234,3.237598364,3.344247717,2.762917772,2.681220329,3.102261518,2.665317522,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,6,22,28,48,main,1,0,0,0,match,0.428659201,0.412159204,0.840818405,0.662559986,0.495389938,0.662559986,0.495389938,1.157949924,2.954497099,0.497724056,0.461065054,0.95878911,3.913286209,0.513909101,0.512448072,0.512448072,0.513909101,1.026357173,0.464197159,0.379625797,0.440673828,y,10.67879987,2.63211215,2.615065003,2.821225204,2.694947181,3.470483568,2.696988632,2.663762207,2.710886309,2.709649864,2.666702478,2.579355717,2.644117258,2.92470221,3.063689779,2.981723093,3.592541612,3.011298522,3.173347811,2.694947181,2.821225204,2.709649864,2.710886309,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,14,54,68,48,main,1,0,0,0,match,0.429063082,0.42829299,0.857356072,0.581130028,0.679584026,0.581130028,0.679584026,1.260714054,0.812418938,0.51436305,0.695848942,1.210211992,2.02263093,1.133099794,0.579407215,0.579407215,1.133099794,1.712507009,0.597842932,0.411830902,0.440691948,y,2.513962984,2.632521148,2.631740966,2.764273317,2.832243162,2.909780039,2.711269763,2.842514971,3.054268161,2.762983899,2.776587099,2.614718931,2.644135115,2.933161228,3.100616594,3.082861452,3.305916644,3.233632358,3.363677766,2.832243162,2.764273317,2.762983899,3.054268161,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,3,10,13,48,main,0,0,0,1,mismatch1,0.361927986,0.609390974,0.97131896,0.529188156,0.562609911,0.529188156,0.562609911,1.091798067,0.594645977,0.396825075,0.477993965,0.87481904,1.469465017,0.430026054,0.512696981,0.512696981,0.430026054,0.942723035,0.379894018,0.363067865,0.407731056,n,4.087314844,2.558622166,2.784896017,2.723610115,2.750207378,2.774258485,2.598599107,2.679422413,2.633494769,2.70986076,2.579662455,2.559987811,2.610373792,2.987361866,3.038142321,2.941918227,3.167159251,2.974384119,3.121434118,2.750207378,2.723610115,2.70986076,2.633494769,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,49,main,0,0,1,0,mismatch2,0.345016956,0.393929958,0.738946914,0.446739912,0.395313025,0.446739912,0.395313025,0.842052937,0.562846899,0.329813957,0.412376881,0.742190838,1.305037737,0.428799868,0.594847918,0.594847918,0.428799868,1.023647786,0.346615076,0.413599968,0.524675846,y,2.17969203,2.537840439,2.59541901,2.650054754,2.596941124,2.750390278,2.51826903,2.61529431,2.632254643,2.774405946,2.539847448,2.616580496,2.719891071,2.86861324,2.925339395,2.870515589,3.11562307,3.010150551,3.136803887,2.596941124,2.650054754,2.774405946,2.632254643,0,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,49,main,0,0,1,0,mismatch2,0.311777115,0.878989935,1.19076705,0.429116964,0.412132025,0.429116964,0.412132025,0.841248989,0.445965052,0.413462162,0.462147951,0.875610113,1.321575165,0.997921944,0.529356956,0.529356956,0.997921944,1.5272789,0.36352706,0.710476875,0.406991959,n,1.25067091,2.493844234,2.943983902,2.632575684,2.615036363,2.649300827,2.616435771,2.664781032,2.999096573,2.723748624,2.560536744,2.851549947,2.609585829,3.075826809,2.924924555,2.942310769,3.121091869,3.183918352,3.276646963,2.615036363,2.632575684,2.723748624,2.999096573,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,16,62,78,49,main,0,0,1,0,mismatch1,0.361520052,0.408101797,0.769621849,0.49526,0.47903204,0.49526,0.47903204,0.97429204,0.495644808,0.329874992,0.445651054,0.775526046,1.271170854,0.262397051,0.562926054,0.562926054,0.262397051,0.825323105,0.513950109,0.462580919,0.540845871,y,2.441115856,2.558132391,2.610768507,2.694833253,2.680364562,2.695170561,2.518349393,2.648994938,2.41895895,2.75045135,2.710920963,2.665187715,2.733073519,2.886277389,2.988689154,2.889596388,3.104203927,2.916624003,3.126869183,2.680364562,2.694833253,2.75045135,2.41895895,0,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,49,main,1,0,0,0,match,0.36195302,0.379445076,0.741398096,0.46442914,0.461994171,0.46442914,0.461994171,0.926423311,0.456645012,0.380149126,0.761798143,1.141947269,1.598592281,1.33239603,0.529511213,0.529511213,1.33239603,1.861907243,3.30876112,0.578943968,0.474425077,y,3.72252202,2.558652205,2.579148921,2.666919461,2.664636496,2.659578718,2.579953996,2.88183991,3.12463333,2.723875161,3.519665414,2.762636533,2.676167637,2.870051466,2.966809474,3.05764605,3.203737712,3.269958041,3.713546684,2.664636496,2.666919461,2.723875161,3.12463333,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,6,22,28,49,main,1,0,0,0,match,0.411921978,0.53045392,0.942375898,1.432405949,0.546024084,1.432405949,0.546024084,1.978430033,0.460551023,0.4973979,0.812278032,1.309675932,1.770226955,0.647298098,0.696564913,0.696564913,0.647298098,1.343863011,0.530843019,0.714367151,2.699889898,y,1.479422092,2.614814964,2.724647663,3.156066116,2.737211799,2.663277751,2.696703947,2.909704708,2.811104331,2.842961595,2.72496611,2.853921476,3.431346054,2.97422417,3.296320696,3.117163847,3.248028949,3.128355,3.272933176,2.737211799,3.156066116,2.842961595,2.811104331,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,49,main,0,0,1,0,mismatch2,0.294678926,0.775217056,1.069895982,0.697324038,0.513091087,0.697324038,0.513091087,1.210415125,0.395372152,0.380059958,0.797001123,1.177061081,1.572433233,0.514230967,0.478634119,0.478634119,0.514230967,0.992865086,0.414083004,2.672389984,0.373882055,n,10.16259003,2.469349078,2.889423319,2.843434636,2.710194471,2.597006077,2.579852116,2.901458933,2.711158226,2.680003654,2.617087405,3.426899835,2.572734621,3.029341557,3.082934342,3.070799,3.196572214,2.996890239,3.148278074,2.710194471,2.843434636,2.680003654,2.711158226,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,49,main,0,0,1,0,mismatch1,0.713310003,0.644376993,1.357686996,0.413136959,0.713365793,0.413136959,0.713365793,1.126502752,0.562652111,3.661126137,0.796682119,4.457808256,5.020460367,1.133049965,0.562451124,0.562451124,1.133049965,1.695501089,2.974462986,4.093613148,0.374341965,n,1.618945122,2.853278314,2.809140026,2.616094048,2.85331228,2.750239953,3.563614692,2.90128507,3.054249062,2.750084789,3.473408569,3.612106799,2.573268516,3.132799658,3.051732257,3.649121384,3.700743543,3.229298073,3.66931354,2.85331228,2.616094048,2.750084789,3.054249062,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,14,54,68,49,main,1,0,0,0,match,0.328080893,0.4135921,0.741672993,0.429961205,0.462356806,0.429961205,0.462356806,0.892318011,2.200917959,0.396554947,0.777937174,1.174492121,3.37541008,1.300832033,0.813287973,0.813287973,1.300832033,2.114120006,0.380345106,0.462217093,2.382557154,y,2.665832996,2.515980938,2.616572235,2.633429271,2.664977255,3.342603854,2.598303372,2.890944525,3.114221223,2.91024435,2.580177832,2.664846002,3.377043328,2.870212465,2.950519659,3.069850108,3.528326543,3.325129636,3.396977434,2.664977255,2.633429271,2.91024435,3.114221223,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,49,main,1,0,0,0,match,0.562988043,0.329607964,0.892596007,0.295091152,0.679930925,0.295091152,0.679930925,0.975022077,0.561264992,0.313035965,0.778684855,1.09172082,1.652985812,1.884622812,1.382067919,1.382067919,1.884622812,3.266690731,0.414077044,1.835237026,0.608319998,y,3.29134202,2.750499171,2.517997697,2.469956188,2.832464794,2.749167955,2.495594237,2.891361728,3.275224444,3.140529386,2.617081154,3.263692163,2.784132094,2.95065494,2.989014449,3.038111593,3.218269126,3.51410802,3.565938418,2.832464794,2.469956188,3.140529386,3.275224444,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,49,main,1,0,0,0,match,0.378177166,0.296329975,0.674507141,0.313124895,0.311435938,0.313124895,0.311435938,0.624560833,0.377195835,0.296778917,0.878243923,1.17502284,1.552218675,0.280050039,0.595966101,0.595966101,0.280050039,0.87601614,0.313384056,0.530225039,0.440860033,y,2.5923841,2.577695303,2.471775584,2.495717598,2.493368726,2.576566889,2.472433046,2.943615153,2.447235637,2.775221557,2.496076897,2.724460233,2.644300729,2.828986552,2.795574746,3.070046308,3.190952904,2.942512108,3.075328006,2.493368726,2.495717598,2.775221557,2.447235637,1,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,0.9,0.9,0.8,0.9,0.875,0.1,0.1,0.2,0.1,0.125,2.563103131,2.563103131,1.683242467,2.563103131,2.300698761,0,0.879860664,0.879860664,0
