RCtype,RC1,RC2,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,R23467810,log_R23467810,R234678,log_R234678,RC1_rt,log_RC1_rt,RC2_rt,log_RC2_rt,R3478,log_R3478,R78,log_R78,R34,log_R34
OO,O,O,2,6,8,3,1,0,0,0,match,0,1.045315981,0.629769802,0.56023407,0.76277113,2.082890034,0.446141958,1.496667862,0.51236105,0.542082071,0.659993887,n,12.97367001,3.01924759,2.799181832,2.748369516,2.882394247,3.318666342,2.649473069,3.175125433,2.709576107,2.734065044,2.819539913,5.067939759,3.704831444,4.407945872,3.644236253,1.952775002,3.290652207,2.45517087,3.390081723,3.332034112,3.522709439,2.009028912,3.302986187,1.3230052,3.121561551
OO,O,O,7,26,33,5,0,0,0,1,mismatch1,1,0.191340208,0.88160491,0.61144805,2.487185955,0.544345856,0.764144897,4.795196056,0.546114922,0.425021887,0.493093967,n,1.584542036,2.281806242,2.945274,2.786359564,3.395708257,2.735874921,2.883175717,3.680806368,2.737284043,2.628411295,2.692929689,10.57878876,4.024435945,10.08569479,4.003705822,3.980238915,3.599909142,6.105455875,3.785718097,8.439944983,3.926339616,5.341310978,3.727647864,3.098634005,3.491170283
SO,S,O,1,3,4,5,0,0,1,0,match,1,0.20955801,0.312467813,0.345013142,0.726775885,0.694658041,0.412660122,0.728332996,0.91394496,3.471691847,0.790062904,y,4.974583149,2.321304266,2.494805288,2.537835638,2.861400509,2.841771067,2.615592502,2.862329985,2.960920042,3.54054117,2.897661671,4.229257822,3.626264161,3.439194918,3.53645679,1.38425684,3.141216678,2.054938078,3.31279874,2.714066983,3.433620562,1.642277956,3.215446663,1.071789027,3.030109306
SO,S,O,17,67,84,5,0,0,1,0,mismatch2,1,0.209651947,0.345836878,0.294543982,0.360137224,0.828184128,1.182560921,0.695007801,0.445281982,2.635049105,1.229351044,n,1.308869123,2.3214989,2.538871302,2.469150154,2.556468013,2.918126903,3.072823523,2.841989679,2.648635122,3.420788713,3.089675914,4.552719832,3.658270925,3.323368788,3.521578537,1.000518084,3.000224943,2.322850704,3.366021297,1.794970989,3.254057434,1.140289783,3.057015233,0.654681206,2.816029874
OO,O,O,16,62,78,5,0,0,1,0,mismatch1,1,0.243021965,0.228674173,0.444369078,3.691884041,0.92620182,0.697439909,0.544188023,0.445468903,0.494138002,0.459704876,n,2.205428839,2.385645528,2.359217117,2.64774383,3.567248052,2.96670563,2.843506795,2.735748979,2.648817392,2.693848255,2.66247911,6.511729003,3.813696318,6.052024127,3.781900651,4.364927292,3.639977014,1.687096835,3.227140011,5.125910045,3.70977098,0.989656926,2.995484668,4.136253119,3.616607108
SO,S,O,8,31,39,5,0,0,0,1,mismatch2,0,0.258731127,0.360638857,0.344861984,0.778903008,1.411187172,0.396385908,0.410156012,1.583621025,8.008596182,0.426189899,y,5.706331968,2.41284868,2.557072518,2.537645322,2.891483381,3.14958462,2.598118206,2.612949082,3.199651259,3.903556396,2.629603152,4.300756693,3.633544874,3.874566794,3.588223152,1.484403849,3.171552072,2.390162945,3.378427509,3.117542029,3.493812317,1.993777037,3.29967659,1.123764992,3.050675499
OS,O,S,14,56,70,5,0,0,1,0,match,1,0.25980401,0.162004948,4.693152189,1.332643986,0.528111935,0.580020905,3.960483074,0.293233156,0.442455053,0.393258095,y,3.344902992,2.41464585,2.209528279,3.671464638,3.124714144,2.722725982,2.763443647,3.597748162,2.467213075,2.645869159,2.594677671,11.41479635,4.057468168,11.02153826,4.042242213,6.187801123,3.791536347,4.833737135,3.684283029,10.27951241,4.011972515,4.25371623,3.628768514,6.025796175,3.780014437
OS,O,S,5,20,25,5,0,0,0,1,match,1,0.27550602,0.73122406,0.678010941,0.729831934,7.188119173,0.763816118,0.44583106,0.360142946,0.593189001,0.442819119,y,2.109642982,2.440131093,2.864050473,2.831236702,2.863222862,3.856615269,2.882988819,2.649170321,2.556474913,2.77319309,2.646226364,4.151676178,3.618223472,3.708857059,3.569240096,2.139066935,3.330224375,1.569790124,3.195841592,2.213816881,3.345141695,0.805974006,2.906321035,1.407842875,3.148554187
SS,S,S,15,57,72,5,0,0,1,0,match,1,0.309907913,0.295437098,0.395758867,2.468523979,0.560581207,0.479496956,1.449898958,0.309832811,0.442033052,0.392146111,y,3.278846979,2.491232665,2.470465029,2.597430654,3.39243735,2.748638534,2.680785854,3.161337738,2.491127407,2.645454744,2.593447912,5.79109478,3.762760673,5.398948669,3.732309198,3.159719944,3.499648591,2.239228725,3.350098457,4.624014615,3.665019198,1.759731769,3.245446475,2.864282846,3.457015902
OS,O,S,18,72,90,5,0,0,1,0,match,1,0.310086012,0.529974937,0.359887123,2.069003105,1.047166109,0.462670088,0.378859997,0.845309019,1.045295,1.062505007,y,5.510294914,2.491482176,2.724255332,2.556166308,3.315761142,3.020015578,2.665271423,2.578478751,2.927015503,3.019238873,3.026330985,5.708209276,3.756499887,4.645704269,3.667051561,2.958865165,3.471125175,1.686839104,3.22707366,3.653059244,3.562656716,1.224169016,3.087841383,2.428890228,3.385407888
SO,S,O,5,19,24,5,0,0,1,0,match,0,0.325173855,0.329458952,0.160834074,2.920836926,0.627065897,0.379797935,1.297341824,0.344955921,0.87717104,0.527220964,n,2.360038042,2.51211562,2.517801313,2.206378063,3.46550731,2.797313182,2.579552599,3.113054419,2.537763604,2.943084285,2.721992671,5.960446596,3.775278801,5.433225632,3.735057741,3.411129952,3.532898265,2.02209568,3.305801701,4.723968745,3.674307016,1.642297745,3.215451897,3.081671,3.488786271
OS,O,S,9,36,45,5,0,0,0,1,match,1,0.342743874,0.630594015,0.360234022,2.805449009,1.480953932,0.613574982,0.411934137,1.080314875,0.425455093,0.476205111,y,2.529322863,2.534969701,2.799749845,2.556584727,3.44800238,3.170541549,2.787867643,2.614827783,3.033550356,2.628853727,2.677794052,6.378306151,3.804705361,5.90210104,3.77100664,3.796277046,3.579357899,2.105823994,3.32342207,4.657932043,3.668193148,1.492249012,3.1738413,3.165683031,3.500467428
OO,O,O,20,78,98,5,0,0,1,0,mismatch1,1,0.343420029,0.412730932,0.543491125,1.833958864,0.474409103,0.647095203,1.899587154,0.37838912,0.32721591,0.409716845,n,2.193650007,2.535825621,2.615667018,2.735192457,3.26338959,2.676153014,2.81096818,3.278659224,2.57793864,2.514834412,2.61248382,6.124969243,3.787103912,5.715252398,3.757035415,2.790180921,3.445632365,2.925071477,3.466136483,4.655426263,3.667959452,2.277976274,3.357549196,2.377449989,3.37611139
OO,O,O,4,14,18,5,0,0,1,0,mismatch2,1,0.34384203,0.195559025,0.744888067,3.458245993,0.558095932,0.513323069,1.564976931,0.445772886,0.678354979,0.51021409,n,1.251297951,2.536358962,2.291277863,2.872091017,3.538855882,2.746708857,2.710390782,3.19450794,2.649113649,2.831457017,2.707752448,7.432980061,3.871162968,6.922765971,3.84027965,4.398693085,3.643323661,2.524072886,3.402101892,6.213883877,3.793363133,2.010749817,3.303358038,4.20313406,3.623573242
SS,S,S,14,53,67,5,0,0,0,1,match,0,0.343914032,0.345792055,0.211179972,0.19190383,8.712231159,0.379341125,0.629382133,2.418879032,0.408962965,0.443114996,n,6.189828873,2.536449896,2.538815011,2.324652728,2.283083642,3.94012939,2.579029928,2.79891441,3.38361415,2.611683981,2.646516448,4.619593143,3.664603728,4.176478147,3.620810213,0.748875857,2.87440983,3.42760229,3.534990424,3.451344967,3.53798837,3.048261165,3.484052173,0.403083802,2.605395346
OO,O,O,11,42,53,5,0,0,0,1,mismatch1,1,0.359091997,0.480031013,1.129255056,7.440701962,0.694817066,0.412694931,0.561350822,0.495570898,0.776425838,0.51059103,n,4.722448111,2.555205726,2.681269296,3.052792044,3.871613909,2.841870477,2.615629135,2.749234363,2.695105795,2.890099979,2.708073181,11.03019571,4.042583218,10.51960468,4.02199942,9.049988031,3.956648005,1.469616651,3.167204064,9.626878738,3.983485501,1.05692172,3.024042823,8.569957018,3.932978644
SO,S,O,12,47,59,5,0,0,0,1,mismatch2,1,0.359356165,0.229179144,0.244022131,1.917029858,0.357074022,0.412978172,1.079988956,0.411839008,3.104909897,0.67743206,n,1.220224857,2.5555251,2.360175093,2.387429215,3.282628877,2.552758255,2.615927098,3.033419314,2.614727479,3.492049002,2.830865746,4.972469329,3.696572113,4.295037269,3.632966937,2.390231133,3.378439899,1.904806136,3.279850781,3.652879953,3.5626354,1.491827964,3.173718744,2.161051989,3.334665215
SS,S,S,10,37,47,5,0,0,0,1,match,1,0.359409809,0.429260015,1.784509897,0.46049881,2.570415974,0.714355946,0.529068947,0.526328087,0.54269886,0.560698032,y,2.100871086,2.555589926,2.632720436,3.251518961,2.663228512,3.410003412,2.853914664,2.723512272,2.721256546,2.734558909,2.748729032,5.004719734,3.699379762,4.444021702,3.647776171,2.674268722,3.427205045,1.76975298,3.247912652,3.300405741,3.518567334,1.055397034,3.023415869,2.245008707,3.35121803
SO,S,O,9,35,44,5,0,0,1,0,match,1,0.359462976,0.211952925,0.679789066,1.297472,0.761198997,0.680380106,0.510654926,0.562932014,1.16166687,0.42685008,y,1.50483799,2.555654166,2.326239414,2.832374175,3.113097994,2.881498207,2.832751607,2.708127526,2.750455948,3.065081604,2.630275367,4.370031117,3.640484529,3.943181037,3.595846717,2.189213991,3.340288215,1.753967046,3.244021429,3.050848006,3.484420572,1.07358694,3.03083722,1.977261066,3.296064015
OO,O,O,15,58,73,5,0,0,0,1,mismatch1,1,0.360213995,0.664128065,0.35976696,1.768054008,0.409839869,0.346220016,0.477035999,0.562900066,1.027930021,0.44299984,n,8.464359999,2.556560582,2.822251833,2.556021276,3.247495527,2.612614204,2.539352172,2.678551154,2.7504313,3.01196355,2.646403569,4.621104954,3.664745832,4.178105114,3.620979362,2.791949033,3.445907486,1.386156081,3.141812135,3.167757033,3.500751864,1.039936065,3.01700664,2.127820968,3.327935084
SS,S,S,18,69,87,5,0,0,0,1,match,0,0.360889912,0.36220479,0.328254938,0.376969814,0.478055954,2.772723913,0.46210289,1.331224203,0.944461107,0.493059874,n,4.110113859,2.557374742,2.558954189,2.516211268,2.576306575,2.679478732,3.442906628,2.664738685,3.124251205,2.975184078,2.69289966,6.126540422,3.787215303,5.633480548,3.750776799,1.067429542,3.028339218,4.566051006,3.659540759,2.498551845,3.397688365,1.793327093,3.25365951,0.705224752,2.848327547
OO,O,O,12,46,58,5,0,0,1,0,mismatch2,1,0.37610507,0.291187048,1.197587967,2.771481037,0.541715145,4.295510054,0.293453932,0.428750992,0.594379902,0.42642808,n,1.841335058,2.575309188,2.464172054,3.078307424,3.442711911,2.733770978,3.63301474,2.467539933,2.632205138,2.774064116,2.629845795,9.70439911,3.986968649,9.27797103,3.967453012,4.260256052,3.629435702,5.017714978,3.700505988,4.691273928,3.671290793,0.722204924,2.858660445,3.969069004,3.598688649
SO,S,O,13,51,64,5,0,0,1,0,mismatch2,1,0.37658596,0.27889204,0.378457069,0.544207096,7.70707202,0.513458014,1.028714895,0.829679012,1.748023987,1.313677073,n,2.128940105,2.575864124,2.445436119,2.578016622,2.7357642,3.886889417,2.710504937,3.012295028,2.918910104,3.242547388,3.11848862,4.887085199,3.68904991,3.573408126,3.553082621,1.201556205,3.079744091,2.371851921,3.375087572,2.781058072,3.444210058,1.858393907,3.269137773,0.922664165,2.965043654
OO,O,O,3,10,13,5,0,0,0,1,mismatch1,1,0.376758814,0.345990896,1.046633005,2.453692913,1.280800104,2.220253944,1.028325081,0.461822987,0.994413137,0.46036005,n,1.968013048,2.576063421,2.539064671,3.019794426,3.389820209,3.107481354,3.34640265,3.012130428,2.664475546,2.997566853,2.663097629,8.017078876,3.904016156,7.556718826,3.878333263,3.846316814,3.585045053,3.710402012,3.569420967,4.990473986,3.698141796,1.490148068,3.173229424,3.500325918,3.544108484
SO,S,O,20,79,99,5,0,0,0,1,mismatch2,0,0.377542973,0.379073143,0.277931213,0.259205103,3.168990135,1.03215909,0.627273083,0.429093122,0.862366915,0.543255806,y,12.16757107,2.576966391,2.578723016,2.443937323,2.413643547,3.500920887,3.013746642,2.797456652,2.632551553,2.935692086,2.735004377,3.54799056,3.549982456,3.004734754,3.47780614,0.916209459,2.961994771,2.088525295,3.31983974,1.593502521,3.202352755,1.056366205,3.023814499,0.537136316,2.730084516
SS,S,S,19,73,92,5,0,0,1,0,match,1,0.393769026,0.463032961,0.44542098,0.996170044,0.778357983,0.413155079,0.344739199,0.710601807,0.458649874,2.585403919,y,2.025027037,2.595241551,2.665611907,2.648770669,2.998333478,2.891179384,2.616113096,2.537490668,2.851626308,2.661481279,3.412528403,5.958523989,3.775138692,3.37312007,3.528031801,1.904623985,3.279809249,1.468496085,3.166872793,2.49693203,3.39740672,1.055341006,3.023392813,1.441591024,3.15884207
OS,O,S,10,40,50,5,0,0,1,0,match,0,0.410084963,0.345759153,0.644625902,0.478811026,11.52352095,0.396371841,0.395403147,0.375797987,2.099397898,0.426352978,n,3.678061008,2.612873845,2.538773686,2.809307752,2.680164143,4.061585196,2.598102794,2.597040122,2.574954449,3.322094758,2.629769301,3.063122034,3.486164299,2.636769056,3.421072093,1.469196081,3.167079761,1.167572975,3.067284034,1.894638062,3.277526258,0.771201134,2.887167659,1.123436928,3.050548695
OS,O,S,1,4,5,5,0,0,0,1,match,1,0.410808086,0.429458857,0.777745962,3.373703003,0.477107048,0.462866068,0.864051104,2.351409197,0.442555904,0.492984056,y,2.615288973,2.613638983,2.632921564,2.890837765,3.528106848,2.678615832,2.665455344,2.936539429,3.371328213,2.645968139,2.692832874,8.752218247,3.942118139,8.259234191,3.916939781,4.580907822,3.660951553,3.678326369,3.565650261,7.366909266,3.867285321,3.215460301,3.507243152,4.151448965,3.618199703
OS,O,S,17,68,85,5,0,0,0,1,mismatch2,1,0.427324057,0.379096985,0.360528946,0.562603951,2.635752916,0.780859947,0.328418016,0.259385109,0.207901955,1.698129892,n,1.939019918,2.630757343,2.57875033,2.556940139,2.750202778,3.420904696,2.892573147,2.516426973,2.41394504,2.317858573,3.229970907,4.369022846,3.640384316,2.670892954,3.426656482,1.302229882,3.114687657,1.368663072,3.13629655,1.510936022,3.179246075,0.587803125,2.769231891,0.923132897,2.965264228
SS,S,S,2,5,7,5,0,0,0,1,match,0,0.443545818,0.26189518,0.312157869,0.510103941,9.046849966,3.274428129,0.391109943,5.86690402,0.375118017,0.393373966,n,2.288103104,2.646938489,2.418127506,2.494374287,2.707658679,3.956497388,3.515135462,2.592298857,3.768408983,2.574167924,2.594805614,11.00997305,4.041786256,10.61659908,4.025985417,1.08415699,3.035092174,9.532442092,3.979204176,7.080275773,3.850050174,6.258013963,3.796436528,0.82226181,2.91501012
OS,O,S,13,52,65,5,0,0,0,1,match,1,0.443779945,0.513597012,0.527060986,5.767584085,1.045911074,0.496685028,0.394953966,4.107980967,0.441936016,0.410111904,y,3.719614029,2.647167672,2.710622488,2.72186087,3.760993935,3.019494761,2.696081069,2.596546479,3.613628423,2.645359396,2.612902375,12.21797395,4.086999195,11.80786204,4.07217127,6.808242083,3.83303499,4.999619961,3.698936993,10.79758,4.033326431,4.502934933,3.653495671,6.294645071,3.798971247
SS,S,S,6,21,27,5,0,0,0,1,match,1,0.459340811,0.831459999,0.562505007,0.893097878,2.068373919,0.613426924,0.62974,3.288982868,0.50988698,0.57686305,y,2.141447067,2.662135033,2.91984136,2.750126393,2.950899057,3.315629053,2.787762834,2.79916128,3.517061611,2.707473922,2.761072722,7.396075726,3.869001349,6.819212676,3.833734235,2.287062884,3.359278106,4.532149792,3.656304255,5.374325753,3.730323987,3.918722868,3.593144551,1.455602885,3.163042908
OS,O,S,2,8,10,5,0,0,1,0,mismatch1,0,0.460611105,0.395690918,0.376075029,3.692291021,3.289011002,0.429713964,0.461636066,2.418932915,0.492444992,0.510169983,y,7.733400106,2.663334404,2.597356082,2.575274498,3.567295924,3.517065326,2.633179467,2.664299731,3.383623824,2.692357725,2.707714902,8.284509896,3.918266821,7.774339913,3.890663525,4.464056968,3.649729728,3.310282945,3.519865116,6.948935031,3.841918251,2.880568981,3.45947828,4.06836605,3.609420022
OO,O,O,8,30,38,5,0,0,1,0,mismatch2,0,0.476527929,0.446327925,0.61145997,4.261188984,0.541451931,0.462953091,1.782971859,0.445235014,0.376906872,0.509977102,y,2.828325033,2.678088359,2.64965406,2.786368031,3.629530796,2.733559907,2.665536988,3.251144489,2.648589311,2.576234056,2.707550677,8.520113945,3.930445403,8.010136843,3.903639936,5.318976879,3.725828102,2.691159964,3.429939513,7.100855827,3.851310695,2.228206873,3.347955509,4.872648954,3.687765124
SS,S,S,11,41,52,5,0,0,1,0,mismatch1,1,0.492823124,0.229156017,0.461941004,4.927539825,0.460230112,2.638817072,2.905330181,0.343080044,0.542448997,0.492837906,n,1.808490038,2.692691077,2.360131265,2.664586514,3.692630143,2.66297503,3.421409285,3.463195496,2.535395457,2.734358911,2.692704104,11.99870205,4.079134269,11.50586414,4.060919242,5.618636846,3.749630963,5.887227297,3.769910804,8.637891054,3.936407722,3.248410225,3.511670869,5.389480829,3.731546931
SS,S,S,3,9,12,5,0,0,1,0,mismatch1,1,0.528002977,0.278676033,0.261327982,0.862242937,4.644452095,0.378583193,0.312458992,2.551149845,0.492613077,0.643450022,n,1.636524916,2.722636371,2.44509962,2.417185915,2.935629646,3.666934488,2.57816133,2.494793027,3.406735968,2.692505937,2.80851482,5.287889004,3.72328233,4.644438982,3.666933262,1.402246952,3.146824505,3.24219203,3.510838734,3.987179756,3.600665816,2.863608837,3.456913694,1.123570919,3.05060049
OS,O,S,6,24,30,5,0,0,1,0,match,0,0.576745033,0.211462021,0.410819054,4.160715103,0.411512852,0.395955086,1.617336988,1.527443171,0.576768875,0.560446978,n,10.310431,2.760983863,2.325232379,2.613650578,3.619167979,2.614383403,2.597645926,3.208800519,3.183965061,2.761001816,2.748534532,8.884178401,3.948617271,8.323731423,3.920318059,4.782996178,3.679700034,3.540735245,3.549093454,7.716314316,3.88740991,3.144780159,3.497590291,4.571534157,3.660061969
SO,S,O,4,15,19,5,0,0,0,1,mismatch2,1,0.611205101,0.278720856,1.834592104,6.33454895,0.541715145,0.413143158,1.481504917,0.360698938,0.895787001,1.414224148,n,3.56490612,2.78618697,2.445169467,3.26353952,3.801715696,2.733770978,2.616100565,3.170703097,2.557144864,2.952204756,3.150518249,12.11743307,4.08341063,10.70320892,4.029514003,8.44786191,3.926746806,2.255347013,3.353213373,10.01134491,4.000492424,1.842203855,3.265337687,8.169141054,3.912176395
SS,S,S,7,25,32,5,0,0,1,0,mismatch1,1,0.744396925,0.228584051,0.228163958,1.16392684,1.815814018,2.722244978,1.416409969,0.828619003,0.408797026,0.576354027,n,1.367635965,2.87180457,2.359045925,2.358247042,3.065925683,3.259071365,3.434927205,3.151188975,2.918354889,2.611507728,2.760689332,7.164302826,3.855173935,6.587948799,3.818750215,1.620674849,3.209695892,4.96727395,3.696118112,3.63711977,3.560757603,2.245028972,3.35122195,1.392090798,3.143667563
SO,S,O,16,63,79,5,0,0,0,1,mismatch2,1,0.979660988,0.228923082,0.495507956,0.86261797,1.461791039,0.580049992,0.594269991,0.445354939,3.0715909,0.409695864,n,1.368921041,2.991075814,2.359689584,2.695050632,2.935818501,3.164885295,2.763465425,2.7739838,2.648706273,3.487363372,2.61246158,3.616419794,3.558278838,3.20672393,3.506061573,1.587049008,3.200590338,1.619674922,3.209427858,2.397750856,3.379804055,1.03962493,3.016876685,1.358125926,3.13294004
OO,O,O,19,74,93,5,0,0,0,1,match,1,1.19698,1.149358034,0.176007032,0.161277056,0.175755024,0.613190889,0.627289057,0.445348024,0.375473976,0.443099022,y,0.566937923,3.078086894,3.060455336,2.24553002,2.207572587,2.244907748,2.787595693,2.797467711,2.64869953,2.574579842,2.646500791,3.615569114,3.558176668,3.172470092,3.501397537,1.486642122,3.172206434,1.68582797,3.226813255,1.409921169,3.149194831,1.072637081,3.030452806,0.337284088,2.527995853
SO,S,O,11,43,54,6,1,0,0,0,mismatch1,1,0.309246063,0.328864098,0.4288342,0.89419198,0.393199921,0.931625128,0.343321085,0.395390034,0.357974052,0.325531006,n,2.931365013,2.490304179,2.517016464,2.632289414,2.95143077,2.594613422,2.969241194,2.535700476,2.597025719,2.553851548,2.51259236,3.647757531,3.562025963,3.322226525,3.521429241,1.651890278,3.217981197,1.670336247,3.222803906,2.061737299,3.314233328,0.738711119,2.868474636,1.32302618,3.121568438
SS,S,S,5,17,22,6,1,0,0,0,mismatch2,0,0.325721979,0.429949045,0.344516039,0.343004942,2.23439002,0.797538996,0.378413916,0.343327999,0.375872135,0.409224987,y,7.430536985,2.512847065,2.633416989,2.537209445,2.535300377,3.349158983,2.901751927,2.577967099,2.535709222,2.575040131,2.611962144,3.045975924,3.483726466,2.636750937,3.421069109,1.117470026,3.048235883,1.519280911,3.181638081,1.409262896,3.148992018,0.721741915,2.858381928,0.687520981,2.837285956
OS,O,S,17,68,85,6,0,0,0,1,mismatch2,1,0.343346119,0.296122789,0.376818895,0.361846924,1.06191206,0.36301899,0.462628126,0.310121059,0.307707071,0.309693098,n,2.627841949,2.535732143,2.471471831,2.576132672,2.558524885,3.026088553,2.559929344,2.665232033,2.491531258,2.488137476,2.490931527,2.480249881,3.394495437,2.170556783,3.336571152,1.034788608,3.014851639,1.135768175,3.055289695,1.511415004,3.179383729,0.772749185,2.888038556,0.738665819,2.868448003
OO,O,O,6,22,28,6,1,0,0,0,match,0,0.359200954,0.429831982,0.343343973,0.562618017,0.310853004,0.362596035,1.982455969,0.412100077,0.375387192,0.309601068,n,3.132926941,2.555337481,2.633298726,2.535729428,2.750213636,2.492555069,2.559423051,3.29720355,2.615002696,2.574479451,2.49080245,4.402547121,3.643704013,4.092946053,3.61203602,1.335793972,3.125739479,2.757152081,3.440460722,3.300518036,3.51858211,2.394556046,3.379225006,0.90596199,2.957109977
SS,S,S,13,49,62,6,1,0,0,0,mismatch2,0,0.36062479,0.379376888,0.361330986,0.527806997,0.392932177,0.362744093,0.424268961,0.375684023,0.392473221,0.426248789,y,3.881798029,2.557055578,2.57907087,2.557905206,2.722475143,2.594317594,2.559600349,2.62764126,2.574822726,2.59381003,2.629663158,2.857460737,3.455980272,2.431211948,3.385822821,1.268514871,3.103295563,1.162697077,3.065466581,1.689090967,3.227653039,0.799952984,2.903064463,0.889137983,2.948969163
SO,S,O,19,75,94,6,1,0,0,0,mismatch1,1,0.376847029,0.396234989,0.462463856,0.510633945,1.431045055,0.328751087,0.425939083,0.412280083,0.308210135,0.292480946,n,4.615753174,2.576165096,2.597952823,2.665077796,2.708109682,3.155653307,2.516867197,2.629347492,2.615192355,2.488846916,2.466097579,2.828783989,3.451599785,2.536303043,3.404201143,1.36933279,3.136509008,1.166970253,3.067059786,1.811316967,3.257994455,0.838219166,2.923357587,0.973097801,2.988156491
SS,S,S,2,5,7,6,0,0,0,1,match,1,0.376871109,0.362987041,0.411916018,0.560403109,0.495052814,0.931533098,0.562808037,0.426913977,0.476330996,1.664206982,y,4.456209898,2.576192846,2.559891121,2.614808681,2.748500536,2.694651533,2.96919829,2.750360291,2.630340374,2.677908843,3.22120734,4.920768262,3.692032913,3.25656128,3.512759255,1.335306168,3.125580855,1.921255112,3.283585036,1.962041141,3.29270811,0.989722014,2.99551323,0.972319127,2.987808829
SO,S,O,12,47,59,6,0,0,0,1,mismatch2,1,0.376893997,0.429321766,0.362102985,0.376915932,1.143950939,0.429341078,0.41013813,0.545906067,0.32676506,0.426147938,n,1.717666864,2.57621922,2.632782907,2.558832105,2.576244495,3.058407399,2.632802442,2.612930147,2.737117921,2.514235613,2.629560391,2.979873896,3.474197886,2.553725958,3.407174291,1.168340683,3.0675695,1.385385275,3.141570567,1.695063114,3.229185873,0.956044197,2.98047797,0.739018917,2.868655555
OO,O,O,19,74,93,6,0,0,0,1,match,1,0.377496004,0.429450989,0.410463095,2.520675898,0.477283955,1.115889072,0.392591,0.395348072,0.539088011,0.493431807,y,3.620090008,2.576912359,2.632913607,2.613274116,3.401517009,2.678776835,3.047621025,2.593940339,2.596979625,2.731659673,2.693227141,5.757849933,3.760260342,5.264418126,3.721350376,3.360589982,3.526415528,1.903828144,3.279627743,3.719078065,3.570435294,0.787939072,2.896492637,2.931138993,3.467036413
SO,S,O,7,27,34,6,1,0,0,0,mismatch1,0,0.392580032,0.580246925,0.428599119,0.745344877,0.493906021,0.429510117,0.427086115,0.311832905,1.011180162,1.480638027,y,3.748394966,2.593928206,2.763612848,2.632051274,2.872357271,2.69364432,2.632973398,2.630515452,2.493921941,3.004828541,3.170448899,4.403258085,3.643774141,2.922620058,3.465772361,1.754190921,3.244076859,1.168429137,3.067602378,1.912863016,3.28168387,0.73891902,2.868596846,1.173943996,3.069647379
OO,O,O,10,38,48,6,1,0,0,0,match,1,0.393476009,0.329164982,0.392992973,0.328635931,0.411127806,1.517717838,0.308696032,0.29458499,0.259023905,0.292169809,y,1.939738035,2.594918258,2.517413627,2.594384785,2.516715045,2.613976851,3.181191038,2.489531047,2.469210614,2.413339846,2.465635337,3.463962555,3.539573189,3.171792746,3.501304802,1.050793886,3.021517537,2.12099886,3.326540435,1.324909926,3.122186354,0.603281022,2.780519664,0.721628904,2.85831392
SO,S,O,4,15,19,6,0,0,0,1,mismatch2,1,0.393603086,0.42937398,0.378679991,0.627498865,1.579195976,0.378171921,0.32763195,0.294635057,0.293143034,0.309535027,n,1.808196068,2.595058495,2.632835723,2.578272358,2.797612945,3.198436029,2.57768928,2.515386247,2.46928442,2.467079578,2.490709801,2.745526791,3.438625686,2.435991764,3.386675816,1.435552836,3.157019181,1.000438928,3.000190582,1.628445863,3.211773325,0.622267007,2.793976775,1.006178856,3.002675187
OS,O,S,16,64,80,6,1,0,0,0,mismatch2,1,0.41045785,0.413092852,0.410279036,0.362316132,0.407060862,5.299568892,0.462517977,2.384803057,0.37742281,0.376111031,n,6.00830698,2.613268566,2.61604768,2.613079326,2.559087671,2.609659348,3.724240542,2.665128617,3.37745252,2.576828144,2.575316071,9.708688977,3.987160588,9.332577946,3.970001626,1.18568802,3.073970432,8.146889926,3.910991849,3.619916202,3.558698517,2.847321034,3.454436436,0.772595168,2.887951988
OO,O,O,14,54,68,6,1,0,0,0,match,1,0.42714715,0.395501852,0.408586979,0.47871089,1.515154123,0.463119984,0.493884087,0.395313025,0.408710003,0.426358938,y,4.930380106,2.630577513,2.597148521,2.611284522,2.680073307,3.180456812,2.665693522,2.693625033,2.596941124,2.611415267,2.629775372,3.061475755,3.485930824,2.635116817,3.420799873,1.282799721,3.108158857,1.352317096,3.131078538,1.776494981,3.249563985,0.889197112,2.948998043,0.887297869,2.948069438
OO,O,O,15,58,73,6,0,0,0,1,mismatch1,1,0.427325964,0.395877123,0.544225931,7.306951046,0.560946941,0.462876081,0.444231987,0.311442137,0.391593218,0.30971384,n,4.345278978,2.630759281,2.597560405,2.735779231,3.863736198,2.748921784,2.665464739,2.647609827,2.493377371,2.592835162,2.490960613,9.775318145,3.990130901,9.465604305,3.976148345,8.2470541,3.916298844,1.218550205,3.085843427,8.606851101,3.93484429,0.755674124,2.878334551,7.851176977,3.894934767
