RCtype,RC1,RC2,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,R346,R8910,log_RC1_rt,log_RC2_rt,R3468910,log_R3468910,R3489,log_R3489,R34,log_R34,R89,log_R89
SO,S,O,20,79,99,12,main,0,0,0,1,mismatch2,1,0.378475189,0.477962017,0.545174122,2.484875917,0.579078913,0.413049936,0.495703936,0.513046026,0.645763874,3.974839211,1.949214935,0.573010921,n,7.852987051,2.578037415,2.679393385,2.736535233,3.395304707,2.762737751,2.616002559,2.695222367,2.710156328,2.810073746,3.599319565,3.28985973,2.758162899,3.443099975,5.133649111,3.536949633,3.710426181,8.576749086,3.933322705,4.188859939,3.622095839,3.030050039,3.481449801,1.1588099,3.064012197
SO,S,O,16,63,79,12,main,0,0,0,1,mismatch2,1,0.612663984,0.51127696,0.512300968,0.846008062,1.765859127,1.015241146,0.729054213,3.322133064,0.595479965,0.71410203,10.02534008,0.574012041,n,6.883343935,2.787222351,2.708656222,2.709525176,2.927374502,3.246956054,3.006569211,2.862759824,3.521417024,2.774867154,2.853760268,4.001099114,2.758921003,2.373550176,4.631715059,3.375398417,3.665741834,7.005265235,3.845424583,5.275922059,3.722298371,1.35830903,3.132998588,3.917613029,3.593021535
SO,S,O,8,31,39,12,main,0,0,0,1,mismatch2,1,0.511679888,0.444953203,0.545171022,1.249132872,0.963193178,0.380275965,0.427687883,0.413086176,0.394598961,0.513787985,0.411401033,0.519852161,n,5.945466995,2.708998347,2.648314337,2.736532763,3.096608637,2.983713398,2.580098877,2.631126946,2.616040661,2.596155937,2.710783944,2.614265378,2.715879854,2.174579859,1.321473122,3.337375361,3.121058334,3.496052981,3.543578006,2.601989031,3.415305461,1.794303894,3.253896,0.807685137,2.907242091
SO,S,O,5,19,24,12,main,0,0,1,0,match,1,0.344780922,0.559659004,0.829379082,0.98159194,0.909945011,1.800982952,0.461776972,0.411601067,0.863168001,5.696849108,0.930052996,0.99216795,y,4.526536942,2.537543227,2.747923495,2.918753078,2.991930984,2.959015148,3.255509602,2.664432272,2.614476492,2.936095332,3.755634716,2.968507696,2.996585194,3.611953974,6.971618176,3.557742208,3.843333593,10.58357215,4.024632275,3.08574009,3.489359343,1.810971022,3.257911501,1.274769068,3.105431517
SO,S,O,1,3,4,12,main,0,0,1,0,match,1,0.545134068,0.860395908,2.384653091,1.380892992,0.730931044,0.513399839,0.628654957,0.362772942,0.411831141,0.613690853,2.70323801,0.423453093,y,2.985205889,2.736503324,2.934698336,3.377425209,3.140160026,2.863876408,2.710455728,2.798412344,2.559634887,2.614719183,2.78794965,3.431884285,2.626805309,4.278945922,1.388294936,3.631336798,3.14248174,5.667240858,3.753371671,4.540150166,3.657070217,3.765546083,3.575827967,0.774604083,2.889079782
SO,S,O,9,35,44,12,main,0,0,1,0,match,1,1.113286018,0.342222929,1.464824915,1.146703005,0.596788883,0.396224976,0.428067923,0.996577978,0.478320122,0.814924002,0.663431168,0.991899014,y,2.459038973,3.046606755,2.534309104,3.165785718,3.059450951,2.775820724,2.597941848,2.631512685,2.998511286,2.679718651,2.911117109,2.821795871,2.996467459,3.007752896,2.289822102,3.478242154,3.359801743,5.297574998,3.724077114,4.08642602,3.611343641,2.61152792,3.416894673,1.4748981,3.168762016
SS,S,S,11,41,52,12,main,0,0,1,0,mismatch1,1,0.4454391,0.408120871,1.13049078,0.896557093,3.588032007,0.446680069,0.660992146,0.679563999,0.529609203,1.149122,0.479722023,0.457458019,n,2.242117167,2.648788336,2.610788805,3.053267025,2.952577951,3.554856309,2.649996575,2.820196299,2.832230363,2.723955523,3.060366139,2.680989656,2.660351245,2.473727942,2.358295202,3.393351935,3.372598167,4.832023144,3.684129006,3.236221075,3.510038182,2.027047873,3.306864006,1.209173202,3.082488514
SS,S,S,3,9,12,12,main,0,0,1,0,mismatch1,1,0.395132065,0.441318035,0.512662172,0.494475126,0.428276062,0.429822922,0.561023951,0.377891064,0.47883606,0.54655695,0.546862125,0.473371983,n,6.035727024,2.596742274,2.644751676,2.709831273,2.69414445,2.631723801,2.633289572,2.748981402,2.577366622,2.680186849,2.737635421,2.737877846,2.67520255,1.43696022,1.403284074,3.157444746,3.147145596,2.840244294,3.453355696,1.863864422,3.270414318,1.007137298,3.00308868,0.856727124,2.932842517
SS,S,S,7,25,32,12,main,0,0,1,0,mismatch1,1,0.327603102,0.408453941,0.762217999,0.628874063,2.952512026,0.379656076,0.543399096,0.461910009,0.494684935,0.580667973,1.263926983,0.485790014,n,1.797649145,2.515348005,2.611143091,2.8820792,2.798563683,3.470191675,2.579390355,2.735118912,2.664557373,2.694328685,2.763927873,3.101721986,2.686448583,1.770748138,1.537262917,3.248156794,3.186748151,3.308011055,3.519566952,2.347687006,3.370640196,1.391092062,3.143355872,0.956594944,2.980728081
SS,S,S,18,69,87,12,main,0,0,0,1,match,1,0.344707966,0.378216982,0.378206015,0.52976799,0.894891024,0.497376919,0.962629795,0.444727898,4.257101059,0.43000102,2.718436956,0.536043882,y,11.17572284,2.53745132,2.577741025,2.577728432,2.724085714,2.951770152,2.696685628,2.9834593,2.648094374,3.62911396,2.633469486,3.434319266,2.729200344,1.405350924,5.131829977,3.147784784,3.710272259,6.537180901,3.815390503,5.609802962,3.748947607,0.907974005,2.958073415,4.701828957,3.672266826
SS,S,S,19,73,92,12,main,0,0,1,0,match,1,0.780056953,0.843178988,0.52828002,1.182259083,2.200555801,0.379693031,0.3601861,1.214107037,2.284355879,0.429791927,0.562115192,0.502611876,y,2.952966928,2.892126312,2.925919775,2.722864186,3.072712659,3.342532386,2.579432626,2.556526949,3.084256976,3.358763763,2.633258254,2.749825323,2.701232746,2.090232134,3.928254843,3.32019452,3.594199655,6.018486977,3.779487325,5.209002019,3.716754526,1.710539103,3.233133007,3.498462916,3.543877275
SS,S,S,14,53,67,12,main,0,0,0,1,match,1,0.495253086,0.39485383,0.846142054,0.579236984,0.61042285,1.767521858,0.478018999,0.444526911,0.931188107,0.463816881,0.511601925,0.507545948,y,2.83468008,2.69482719,2.596436355,2.92744328,2.762856284,2.785630782,3.247364793,2.679445158,2.647898058,2.969037421,2.666346551,2.70893217,2.705475365,3.192900896,1.839531899,3.504185439,3.264707323,5.032432795,3.701777984,2.801094056,3.447327692,1.425379038,3.153930368,1.375715018,3.138528478
SS,S,S,10,37,47,12,main,0,0,0,1,match,1,0.779653072,1.53166914,0.646172047,0.66363287,0.978116989,0.613955021,2.266810894,0.712481976,1.230944157,0.49712801,1.198013067,0.507817984,y,2.813827038,2.891901394,3.185164962,2.810348167,2.821927889,2.990390802,2.788136555,3.355415291,2.852773882,3.090238351,2.696468234,3.078461555,2.705708077,1.923759938,2.440554143,3.284150876,3.387488447,4.364314081,3.639915997,3.25323105,3.512314909,1.309804917,3.117206616,1.943426133,3.288568038
SS,S,S,6,21,27,12,main,0,0,0,1,match,1,0.37788415,0.462090015,0.363132,0.578897953,0.560638905,0.864555836,0.511426926,0.478518009,2.318998098,0.714246035,0.612570047,0.423352957,y,1.231585026,2.577358676,2.664726584,2.560064522,2.762602014,2.748683232,2.936793047,2.708783589,2.679898287,3.365300392,2.853847838,2.787155757,2.626702598,1.806585789,3.511762142,3.25685859,3.545525093,5.318347931,3.725776746,3.73954606,3.572818887,0.942029953,2.974064712,2.797516107,3.446772596
SS,S,S,2,5,7,12,main,0,0,0,1,match,1,0.411573887,0.361418009,0.612218857,1.548471928,0.543905973,0.463570118,0.544605017,0.444813967,1.514874935,2.469822884,1.483014107,0.457033873,y,8.132436991,2.614447812,2.558009789,2.786906702,3.189903337,2.735523828,2.666115433,2.736081638,2.648178415,3.18037678,3.39266581,3.171145282,2.659948389,2.624260903,4.429511786,3.41900701,3.646355862,7.053772689,3.84842146,4.120379687,3.614937237,2.160690785,3.33459262,1.959688902,3.292187133
SS,S,S,15,57,72,12,main,0,0,1,0,match,1,0.411395073,0.508572817,0.54519105,0.579433918,0.478322029,0.413285017,0.644541025,0.812959909,0.42821908,0.51294899,0.762171984,0.590996981,y,2.834951878,2.614259086,2.706353144,2.736548718,2.763003914,2.679720383,2.616249661,2.809250565,2.910069129,2.631666014,2.710074179,2.882052981,2.771585262,1.537909985,1.754127979,3.186930917,3.244061276,3.292037964,3.517464835,2.365803957,3.373978754,1.124624968,3.051007721,1.241178989,3.093834415
OO,O,O,16,62,78,13,main,0,0,1,0,mismatch1,1,0.628931046,0.627145052,2.016332865,0.528871059,0.578366041,1.734133959,0.495290995,0.745807171,2.685572147,0.680977106,1.096968174,0.423407078,n,5.125170946,2.798603033,2.797368,3.304562229,2.723349802,2.762202785,3.239082643,2.694860432,2.872626555,3.429036824,2.833132511,3.040194028,2.626758114,4.279337883,4.112356424,3.631376578,3.614090749,8.391694307,3.923849655,5.976583242,3.776452973,2.545203924,3.405722584,3.431379318,3.535468729
OO,O,O,2,6,8,13,main,1,0,0,0,match,1,0.327355146,0.312717915,0.562204123,0.980185032,0.794733047,0.478970051,3.067851067,1.180561066,1.498214006,0.447128057,0.81406498,0.50751996,y,3.150995016,2.515019172,2.495152762,2.749894026,2.991308066,2.900221272,2.680308359,3.486834272,3.072088456,3.175573853,2.650431922,2.910659072,2.705453127,2.021359206,3.125903129,3.305643497,3.494975515,5.147262335,3.711576303,4.221164227,3.625432249,1.542389155,3.188193963,2.678775072,3.427936249
OO,O,O,8,30,38,13,main,0,0,1,0,mismatch2,1,0.29437089,0.527374983,3.489114046,0.562075138,1.68218112,0.497138977,0.729412079,0.579952955,1.699203968,0.513390064,1.599629164,0.473776817,n,3.124333858,2.468894861,2.722119524,3.542715165,2.749794376,3.225872754,2.696477814,2.862972951,2.763392766,3.230245514,2.710447459,3.204019313,2.675573806,4.548328161,2.792546987,3.657851791,3.446000489,7.340875148,3.865747838,6.330346107,3.801427455,4.051189184,3.607582525,2.279156923,3.357774228
OO,O,O,20,78,98,13,main,0,0,1,0,mismatch1,1,0.578262091,0.51104188,0.295332909,0.696187019,1.297318935,0.94878006,0.411426067,1.616446972,0.980159998,0.34643507,0.729058027,0.473981142,n,13.23595405,2.762124722,2.708456492,2.470311843,2.842725921,3.113046757,2.977165549,2.614291804,3.208561462,2.991296974,2.53962185,2.862762096,2.675761063,1.940299988,2.94304204,3.287868881,3.468796466,4.883342028,3.688717143,3.588126898,3.554867794,0.991519928,2.996301447,2.59660697,3.414406219
OO,O,O,14,54,68,13,main,1,0,0,0,match,1,0.294595003,0.379917145,0.261924028,0.562180996,0.638811111,0.397239923,1.462807179,1.148616076,1.164122105,0.914846182,0.528849125,0.439964056,y,2.250463009,2.469225376,2.579688893,2.418175341,2.749876161,2.805372461,2.599052889,3.165187083,3.06017489,3.065998536,2.96134808,2.72333179,2.643417197,1.221344947,3.227584363,3.08683834,3.508877603,4.44892931,3.648255505,3.136843205,3.496492811,0.824105024,2.915982562,2.312738181,3.36412647
OO,O,O,12,46,58,13,main,0,0,1,0,mismatch2,1,0.545109987,1.430587053,1.314321041,0.494817972,0.980187893,0.642793179,0.746025801,1.080215931,1.263952017,0.798202038,1.09818697,1.292589903,n,3.590758085,2.736484139,3.15551429,3.118701461,2.694445465,2.991309334,2.80807126,2.872753848,3.033510578,3.101730587,2.902112832,3.040676286,3.111460759,2.451932192,3.142369986,3.389508456,3.497257318,5.594302178,3.747745921,4.153306961,3.61839403,1.809139013,3.257471939,2.344167948,3.369988724
OO,O,O,10,38,48,13,main,1,0,0,0,match,1,0.395051003,0.42958498,0.680123091,1.11371994,0.644450903,3.589367151,0.460168839,1.399110079,0.728883982,0.396602869,0.646637917,0.474337101,y,4.418951035,2.596653169,2.633049088,2.83258752,3.046775995,2.809189837,3.555017884,2.662917206,3.145851885,2.862658406,2.598355852,2.810661167,2.676087095,5.383210182,2.52459693,3.731041337,3.40219205,7.907807112,3.898056067,3.921837092,3.59348955,1.793843031,3.253784438,2.127994061,3.327970412
OO,O,O,18,70,88,13,main,1,0,0,0,match,1,1.163550138,0.513543844,0.479620934,0.474177122,0.860713005,0.329688072,0.509861946,1.648503065,0.929718971,0.362967968,0.611670971,0.406888962,y,7.7660079,3.065785102,2.710577528,2.68089813,2.675940596,2.934858365,2.518103235,2.707452599,3.217089759,2.968351693,2.5598683,2.78651787,2.609475909,1.283486128,2.941190004,3.108391179,3.468523081,4.224676132,3.625793421,3.532020092,3.548023165,0.953798056,2.979456433,2.578222036,3.411320316
OO,O,O,4,14,18,13,main,0,0,1,0,mismatch2,1,0.377957821,0.259100914,0.631099939,0.411100864,0.996728897,0.313319921,0.294754982,0.774739027,1.045457125,0.279031992,0.530221939,0.440209866,n,2.66782999,2.577443337,2.413468945,2.800098138,2.61394839,2.998577049,2.495988008,2.469461154,2.889155434,3.019306227,2.445654,2.724457694,2.643659772,1.355520724,2.099228144,3.132106162,3.32205964,3.454748868,3.538416483,2.862396955,3.456729861,1.042200803,3.017951403,1.820196152,3.260118192
OS,O,S,14,56,70,13,main,0,0,1,0,match,1,0.846632957,0.429681063,0.613550901,0.679371834,0.86137104,4.07477212,6.2278409,1.682327032,0.462869883,0.66415,3.604596138,0.490968943,y,12.42030287,2.92769517,2.633146214,2.787850598,2.832107538,2.935190266,3.610103326,3.794337509,3.225910423,2.665458924,2.822266177,3.556856613,2.691054021,5.367694855,2.809346915,3.729787819,3.448605372,8.17704177,3.912596216,3.43811965,3.536320986,1.292922735,3.111572572,2.145196915,3.331467164
OS,O,S,20,80,100,13,main,1,0,0,0,mismatch2,1,0.595391035,1.028556824,0.413135052,0.345114946,0.628602982,2.035108089,3.387773037,0.629106045,1.098451853,0.429846048,1.932831049,0.50774622,n,5.333900929,2.774802291,3.01222829,2.616092044,2.537963768,2.798376437,3.30858748,3.529914307,2.798723858,3.040781026,2.633312938,3.286193894,2.705646699,2.793358087,2.157403946,3.446126612,3.333931469,4.950762033,3.694672052,2.485807896,3.395467563,0.758249998,2.879812418,1.727557898,3.237432611
OS,O,S,18,72,90,13,main,0,0,1,0,match,1,0.477959871,0.330137014,1.349559069,0.578395844,0.343582869,2.352370024,1.396409988,0.962942839,1.364924908,1.048657894,0.561705112,0.507701159,y,2.674499989,2.679391435,2.518694219,3.130191898,2.762225164,2.536031502,3.371505637,3.145012946,2.983600508,3.135108759,3.02063383,2.749508376,2.705608155,4.280324937,3.376525641,3.631476739,3.528470052,7.656850578,3.884050172,4.25582266,3.628983523,1.927954913,3.285096873,2.327867747,3.366958303
OS,O,S,12,48,60,13,main,1,0,0,0,mismatch2,1,0.294363976,0.376641989,1.113976955,0.511687994,0.294855833,0.413301945,1.531741142,0.294282198,1.347086906,0.413634062,0.613305092,0.47350502,n,3.038439035,2.46888466,2.575928735,3.046876207,2.709005227,2.469609724,2.616267449,3.185185378,2.468763991,3.129395615,2.616616295,2.78767657,2.675324588,2.038966894,2.055003166,3.309410174,3.312812495,4.09397006,3.612144662,3.267034053,3.514153661,1.625664949,3.211031042,1.641369104,3.215206254
OS,O,S,16,64,80,13,main,1,0,0,0,mismatch2,1,0.511955023,0.476703882,0.51199317,0.377987862,0.311473131,0.730841875,0.612528086,1.364290953,1.232285023,0.396595001,4.306191921,0.391093016,n,2.532911062,2.709231808,2.678248689,2.709264168,2.577477854,2.493420589,2.863823423,2.787126007,3.134906999,3.09071117,2.598347236,3.634093382,2.592280061,1.620822907,2.993170977,3.209735566,3.476131525,4.613993884,3.664077015,3.486557008,3.542396771,0.889981032,2.949380751,2.596575976,3.414401035
OS,O,S,4,16,20,13,main,1,0,0,0,mismatch2,1,0.462013006,0.560070992,0.530185938,0.679145098,0.461650133,5.211313009,0.495294094,1.128945827,2.03335619,0.445752859,1.03193903,0.473823071,n,2.38194108,2.664654201,2.74824308,2.724428205,2.83196257,2.664312965,3.716947159,2.694863149,3.052673103,3.308213462,2.649094137,3.013654039,2.675616203,6.420644045,3.608054876,3.807578594,3.557273134,10.02869892,4.001244593,4.371633053,3.640643701,1.209331036,3.082545199,3.162302017,3.500003345
OS,O,S,10,40,50,13,main,0,0,1,0,match,1,0.575505972,0.496211052,0.446425915,0.461461067,2.433108091,0.37707305,0.57666111,1.147280216,0.362833023,0.379817963,0.563781977,0.474081993,y,3.002825022,2.760049835,2.695666433,2.649749397,2.664135066,3.386161403,2.576425494,2.760920664,3.059669505,2.559706807,2.5795755,2.751111188,2.67585346,1.284960032,1.889931202,3.108889619,3.276445995,3.174891234,3.501728852,2.418000221,3.383456336,0.907886982,2.958031789,1.510113239,3.179009515
OS,O,S,8,32,40,13,main,1,0,0,0,mismatch2,1,0.461416006,0.42676115,0.596428156,3.153367043,0.394854069,0.329108,0.277776003,2.701946974,0.46313715,0.646800041,0.68037796,0.473641157,n,4.411968946,2.664092656,2.630184877,2.775558137,3.498774524,2.596436618,2.517338439,2.443694724,3.431676822,2.665709619,2.810770039,2.832750237,2.675449433,4.078903199,3.811884165,3.610543399,3.581139695,7.890787364,3.89712034,6.914879323,3.839784605,3.749795199,3.574007549,3.165084124,3.500385258
OS,O,S,2,8,10,13,main,0,0,1,0,mismatch1,1,0.344695091,0.245508194,0.294269085,0.462197065,0.777245045,0.32954812,0.354081869,0.529233932,0.946286917,0.379585028,0.563436031,0.373842955,n,3.134150028,2.537435098,2.390065992,2.468744639,2.664827183,2.890557962,2.517918838,2.549103689,2.723647681,2.976022836,2.579309074,2.750844616,2.572689201,1.08601427,1.855105877,3.035835532,3.268368701,2.941120147,3.468512766,2.231986999,3.348691661,0.75646615,2.878789499,1.475520849,3.16894535
SO,S,O,17,67,84,13,main,0,0,1,0,mismatch2,1,0.628418922,0.544591188,0.377809048,0.679372072,1.867296934,0.361732006,1.898561955,1.900822878,0.461127043,0.430097818,2.701458931,1.125905037,n,4.018993855,2.798249253,2.73607061,2.577272354,2.83210769,3.271213384,2.558386937,3.278424774,3.27894165,2.663820592,2.633567239,3.43159837,3.051501762,1.418913126,2.792047739,3.151955806,3.44592284,4.210960865,3.624381205,3.419131041,3.533915746,1.05718112,3.024149399,2.361949921,3.373270685
SO,S,O,19,75,94,13,main,1,0,0,0,mismatch1,1,0.762467146,0.428282022,0.344072104,0.898315907,0.846275091,0.546949863,1.764790773,1.098552942,2.133749008,0.580166101,0.428205013,0.540899992,n,6.214858055,2.882221135,2.631729844,2.536649463,2.95342909,2.927511558,2.737947518,3.246693224,3.040820991,3.329143332,2.763552349,2.631651747,2.733116975,1.789337874,3.812468051,3.252692355,3.581206213,5.601805925,3.748328059,4.474689961,3.65076295,1.242388011,3.094257252,3.23230195,3.509511924
SO,S,O,9,35,44,13,main,0,0,1,0,match,1,0.326780796,0.812843084,0.879887104,2.100013971,0.546508074,0.71413517,3.419413805,3.270200014,1.582271099,0.56366396,8.923002958,0.507294178,y,3.733217955,2.514256526,2.910006715,2.944426953,3.322222184,2.737596583,2.853780422,3.533951661,3.514574316,3.199280896,2.751020267,3.950511037,2.705259878,3.694036245,5.416135073,3.567501152,3.733689487,9.110171318,3.959526544,7.832372188,3.893893317,2.979901075,3.474201847,4.852471113,3.685962959
SO,S,O,13,51,64,13,main,0,0,1,0,mismatch2,1,0.662831068,0.778780937,0.428103924,1.399626017,1.448465824,0.379889011,0.610769033,0.830999136,2.434417963,0.446832895,0.679043055,0.724795103,n,3.535928965,2.821402856,2.891415312,2.631549209,3.146012007,3.160908253,2.579656731,2.785877009,2.919600572,3.386395144,2.650145138,2.831897312,2.86021525,2.207618952,3.712249994,3.343924114,3.569637215,5.919868946,3.772312092,5.09314704,3.706986215,1.827729941,3.261912026,3.265417099,3.513938663
SO,S,O,3,11,14,13,main,1,0,0,0,mismatch1,1,1.548527956,0.528100014,0.712759972,3.571391106,4.022390842,0.965039015,0.895220995,0.462663889,0.99574399,0.07869482,1.850880861,2.513894081,n,3.417596817,3.18991905,2.722716179,2.852943302,3.552837413,3.604484267,2.984544872,2.951930259,2.665265604,2.998147694,1.895946146,3.267378465,3.400346975,5.249190093,1.537102699,3.7200923,3.186702885,6.786292792,3.831632593,5.742558957,3.759105463,4.284151078,3.631864778,1.458407879,3.163879002
SO,S,O,15,59,74,13,main,1,0,0,0,mismatch1,1,0.461876869,0.444194078,0.858726978,1.717303038,6.596441031,0.630746126,0.443665981,1.230899811,0.477668047,0.396579027,10.67651987,0.574308157,n,5.762827873,2.664526213,2.647572764,2.933855107,3.234846938,3.819309684,2.799854592,2.64705613,3.090222705,2.679126191,2.598329743,4.028429713,2.759144985,3.206776142,2.105146885,3.506068644,3.323282404,5.311923027,3.725251773,4.284597874,3.631910068,2.576030016,3.410950919,1.708567858,3.232632232
SO,S,O,11,43,54,13,main,1,0,0,0,mismatch1,1,0.344709158,0.460649967,0.478833914,0.964442968,0.946445942,2.61996603,0.878319979,2.252053976,0.930062056,1.834398985,0.914322138,0.524125099,n,4.042735815,2.537452822,2.663371044,2.680184902,2.984276551,2.976095813,3.41829566,2.943652762,3.352578795,2.968511927,3.263493801,2.961099235,2.719434957,4.063242912,5.016515017,3.608872786,3.700402117,9.079757929,3.95807427,4.625392914,3.665148631,1.443276882,3.159349655,3.182116032,3.502716012
SO,S,O,1,3,4,13,main,0,0,1,0,match,1,0.410724878,0.711848021,0.428408146,0.412960052,1.048066139,0.463670969,0.559772015,0.446616173,2.835584164,0.88142395,0.663702965,0.406333923,y,4.977033854,2.613551009,2.852387282,2.63185772,2.615908042,3.02038869,2.666209905,2.748011183,2.649934446,3.452642542,2.945184847,2.821973758,2.608883081,1.305039167,4.163624287,3.115623546,3.619471533,5.468663454,3.737881197,4.123568535,3.615273217,0.841368198,2.924986093,3.282200337,3.516165086
SS,S,S,1,1,2,13,main,1,0,0,0,match,1,0.645894051,0.477196932,0.67968297,0.747661114,0.479469061,0.497127056,1.395699024,0.779488802,0.781098127,5.94710803,0.462795973,0.056251049,y,8.022437096,2.810161284,2.678697643,2.832306388,2.873704793,2.680760588,2.6964674,3.144791775,2.891809881,2.892705596,3.774305828,2.665389571,1.750130626,1.92447114,7.507694959,3.284311403,3.875506619,9.432166099,3.97461144,2.987931013,3.475370566,1.427344084,3.154528679,1.560586929,3.193287965
SS,S,S,9,33,42,13,main,1,0,0,0,mismatch2,1,0.528818846,0.394129992,0.478683949,2.751880884,0.396368027,0.396049023,0.493626118,0.528810978,0.629178047,0.379699945,0.396327019,0.490309,n,2.669383049,2.723306924,2.595639485,2.680048865,3.439629631,2.598098615,2.597748946,2.69339813,2.723300462,2.798773561,2.579440534,2.598053681,2.690469865,3.626613856,1.53768897,3.559501317,3.186868499,5.164302826,3.713011701,4.388553858,3.642321433,3.230564833,3.509278461,1.157989025,3.063704443
SS,S,S,5,17,22,13,main,1,0,0,0,mismatch2,1,0.646127939,1.413611889,0.25970006,0.362954855,0.897824049,0.446518898,0.577274084,0.545212984,0.345185041,0.56357193,0.764362097,0.440212011,n,3.341156006,2.810318521,3.150330189,2.41447205,2.55985261,2.953191234,2.649839844,2.761382061,2.73656619,2.538051967,2.750949354,2.883299143,2.643661888,1.069173813,1.453969955,3.029048313,3.162555432,2.523143768,3.401941997,1.51305294,3.179854124,0.622654915,2.794247421,0.890398025,2.949584188
SS,S,S,7,25,32,13,main,0,0,1,0,mismatch1,1,0.311587095,0.460897207,1.833169937,0.996884823,0.929743052,0.57940793,0.561434031,0.746177912,0.444606066,0.497357845,0.546131849,0.491081953,n,2.620840073,2.493579462,2.663604076,3.263202726,2.998644984,2.968362942,2.762984435,2.749298734,2.872842389,2.647975384,2.696668973,2.737297504,2.691153974,3.40946269,1.688141823,3.532685942,3.227408929,5.097604513,3.707366139,4.020838738,3.604316655,2.83005476,3.451794839,1.190783978,3.075832983
SS,S,S,13,49,62,13,main,1,0,0,0,mismatch2,1,0.361099958,0.360989809,0.461794138,1.248676062,1.31567812,0.413412094,0.510236025,0.975450993,0.329464912,0.563383102,0.929792881,0.407166004,n,3.9588449,2.557627438,2.557494942,2.664448416,3.096449786,3.119149652,2.616383177,2.707771119,2.989205455,2.517809169,2.750803817,2.968386217,2.60977151,2.123882294,1.868299007,3.327130444,3.271446383,3.992181301,3.601210256,3.015386105,3.479342929,1.7104702,3.233115512,1.304915905,3.115582525
SS,S,S,17,65,82,13,main,1,0,0,0,mismatch2,1,0.394813776,0.47810483,0.578655005,0.96340394,0.830832005,6.683259964,1.926654816,0.862971783,1.131887913,0.597069979,1.013259888,0.624296904,n,4.272863865,2.596392298,2.679523131,2.762419714,2.983808418,2.919513218,3.824988355,3.284803912,2.935996596,3.053803422,2.776025235,3.005720851,2.795391181,8.225318909,2.591929675,3.915152745,3.413623214,10.81724858,4.03411681,3.536918641,3.54862507,1.542058945,3.188100975,1.994859696,3.299912356
SS,S,S,3,9,12,13,main,0,0,1,0,mismatch1,1,0.528124094,1.062934875,0.57924509,2.70186615,0.545196056,1.332333088,0.476578951,1.532056093,1.38278079,0.379486084,0.362900972,0.440701008,n,3.067284107,2.722735981,3.026506657,2.762862361,3.43166383,2.736552705,3.124612814,2.678134857,3.185274666,3.140753338,2.579195855,2.559788131,2.644144044,4.613444328,3.294322967,3.664025284,3.517766174,7.907767295,3.898053881,6.195948123,3.792107773,3.28111124,3.516020955,2.914836883,3.464614256
SS,S,S,11,41,52,13,main,0,0,1,0,mismatch1,1,0.36058116,1.280434132,0.428929091,0.663301945,0.410872936,0.346379995,0.477417946,1.698647976,0.446147919,0.49672389,0.39645505,0.540539026,n,3.253371954,2.557003032,3.107357242,2.632385502,2.821711271,2.613707535,2.539552802,2.67889874,3.230103386,2.649478872,2.696115048,2.598193954,2.732827055,1.438611031,2.641519785,3.157943386,3.421853868,4.080130816,3.610674088,3.237026931,3.510146313,1.092231036,3.038314513,2.144795895,3.33138597
SS,S,S,19,73,92,13,main,0,0,1,0,match,1,0.344540119,0.544928074,1.481027126,3.957452059,0.344733,0.296326876,0.376869917,0.428488016,0.529727936,0.329693794,0.461801052,0.373402119,y,8.22023201,2.537239799,2.736339183,3.170563013,3.597415662,2.537482859,2.471771043,2.576191472,2.63193868,2.724052877,2.518110772,2.664454918,2.572176778,5.734806061,1.287909746,3.758518736,3.10988543,7.022715807,3.846505094,6.396695137,3.805955653,5.438479185,3.735477471,0.958215952,2.981463397
OO,O,O,2,6,8,14,main,1,0,0,0,match,1,0.378407955,0.311010122,0.56230402,0.445092201,0.577557087,0.463280916,0.444624901,1.33092618,0.712582111,2.085595131,0.529885054,0.523929119,y,2.99524498,2.577960258,2.492774524,2.749971188,2.648449985,2.761594917,2.665844411,2.647993781,3.124153968,2.852834915,3.319230004,2.72418167,2.719272536,1.470677137,4.129103422,3.167517341,3.615855761,5.599780559,3.748171008,3.050904512,3.484428615,1.007396221,3.003200317,2.043508291,3.310376404
OO,O,O,10,38,48,14,main,1,0,0,0,match,1,0.412045002,0.327833891,0.413126945,0.361762047,0.426604033,0.446930885,0.42731595,1.634258986,1.331269979,0.363151073,0.329502106,0.357038975,y,2.900481939,2.614944651,2.515653848,2.616083521,2.558423002,2.630024957,2.650240367,2.630749104,3.213320882,3.124266138,2.560087332,2.517858195,2.552715627,1.221819877,3.328680038,3.087007186,3.522272052,4.550499915,3.658059111,3.740417957,3.572920133,0.774888992,2.889239491,2.965528965,3.47210217
