RCtype,RC1,RC2,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,R346,R8910,log_RC1_rt,log_RC2_rt,R3468910,log_R3468910,R3489,log_R3489,R34,log_R34,R89,log_R89
SS,S,S,8,29,37,19,main,0,1,0,0,mismatch1,1,0.545814037,0.561055183,0.762595177,1.950942993,0.445210934,0.379742861,0.428346872,0.411784172,0.960261106,0.613489151,0.51234889,0.440173864,n,2.091562986,2.7370447,2.749005579,2.882294054,3.290244579,2.648565822,2.579489618,2.6317956,2.614669649,2.982389339,2.787806887,2.7095658,2.643624252,3.093281031,1.985534429,3.490419378,3.297877422,5.07881546,3.705762433,4.085583448,3.611254085,2.71353817,3.433535935,1.372045278,3.137368443
SS,S,S,16,61,77,19,main,0,1,0,0,mismatch1,1,0.461935997,0.428301096,0.327891827,0.544960976,0.495531082,0.312596083,0.361664057,0.344839811,0.562836885,0.430233002,0.946623087,0.40661788,n,2.254049063,2.664581807,2.631749186,2.515730592,2.736365404,2.695070901,2.494983532,2.55830535,2.537617398,2.750382551,2.633703721,2.976177092,2.609186472,1.185448886,1.337909698,3.073882833,3.126426802,2.523358584,3.401978971,1.780529499,3.250549173,0.872852803,2.940941011,0.907676696,2.957931185
SS,S,S,20,77,97,19,main,0,1,0,0,mismatch1,1,0.82972002,0.427772999,0.41155982,0.394798994,0.361719131,0.31318903,0.428152084,0.328035831,0.379737854,0.379702806,0.42843914,0.373548985,n,1.950683117,2.918931569,2.631213368,2.614432969,2.596376037,2.558371479,2.495806542,2.631598062,2.515921284,2.579483892,2.579443807,2.631889139,2.572347561,1.119547844,1.087476491,3.049042658,3.036419877,2.207024335,3.343807122,1.514132499,3.180163881,0.806358814,2.906528337,0.707773685,2.849894412
OO,O,O,4,14,18,20,main,0,0,1,0,mismatch2,1,0.728615046,0.595309019,0.763762951,1.347896814,0.762565136,0.529725075,1.078029871,2.183672905,3.186642885,0.646903992,2.38581109,5.907274008,n,11.87994909,2.862498135,2.774742462,2.882958588,3.129656647,2.882276946,2.724050531,3.032630795,3.339187585,3.503333396,2.810839831,3.377636053,3.771387116,2.64138484,6.017219782,3.421831681,3.779395875,8.658604622,3.937447909,7.481975555,3.874016285,2.111659765,3.324623945,5.37031579,3.729999824
OO,O,O,11,42,53,20,main,0,0,0,1,mismatch1,1,0.428073168,0.576267004,0.52842021,0.729701042,0.578411102,0.56339097,1.898668051,0.680026054,0.545815945,3.155259132,0.830422878,0.473283052,n,9.320975065,2.631518007,2.760623753,2.722979419,2.863144966,2.76223662,2.750809882,3.278449043,2.832525552,2.737046219,3.499035032,2.919299305,2.675120953,1.821512222,4.381101131,3.26043209,3.641583278,6.202613353,3.79257471,2.483963251,3.395145166,1.258121252,3.099722498,1.225841999,3.088434497
OO,O,O,20,78,98,20,main,0,0,1,0,mismatch1,1,0.327700853,0.361382008,0.79664588,0.84600997,0.645521164,0.530354977,1.196684837,0.647751093,1.431222916,3.339251995,0.594724894,0.523194075,n,2.36007309,2.515477572,2.557966527,2.901265314,2.927375481,2.809910486,2.724566649,3.077979788,2.811408154,3.155707281,3.523649194,2.774316118,2.718662817,2.173010827,5.418226004,3.33706189,3.733857116,7.591236831,3.880312541,3.721629859,3.570733177,1.64265585,3.215546585,2.078974009,3.31784906
OO,O,O,8,30,38,20,main,0,0,1,0,mismatch2,1,0.360999823,0.423776865,0.530082941,0.645455122,0.612195969,0.681025982,2.702039003,0.613301039,0.712474108,0.730890036,1.13083601,0.52381587,n,2.05636096,2.557506989,2.627137244,2.724343828,2.809866051,2.786890466,2.833163681,3.431691614,2.7876737,2.852769086,2.863852041,3.05339963,2.719178652,1.856564045,2.056665183,3.268709935,3.313163596,3.913229228,3.592535289,2.50131321,3.398168077,1.175538063,3.070236696,1.325775147,3.122469873
OO,O,O,7,26,33,20,main,0,0,0,1,mismatch1,1,0.294862032,0.492053032,0.741231918,0.612693071,1.113540173,0.429852962,1.464097977,0.963049889,1.063509941,0.596965075,2.083596945,0.591084003,n,2.852963924,2.469618854,2.692011912,2.869954112,2.787242969,3.04670589,2.633319924,3.165570141,2.983648786,3.026741554,2.775948924,3.318813712,2.771649206,1.783777951,2.623524905,3.251340791,3.418885191,4.407302856,3.644172895,3.380484819,3.52897899,1.353924989,3.131594604,2.02655983,3.30675943
OO,O,O,15,58,73,20,main,0,0,0,1,mismatch1,1,0.311645031,0.459094048,0.56319499,0.461827993,0.929754019,2.636687994,0.594228983,1.381412029,3.471081972,0.74770093,0.662457943,0.474196196,n,2.338803053,2.493660207,2.661901662,2.750658783,2.664480253,2.968368064,3.421058742,2.77395383,3.140323233,3.54046487,2.873727921,2.821158312,2.675958066,3.661710977,5.600194931,3.563684062,3.748203144,9.261905908,3.966700365,5.877516984,3.769193893,1.025022983,3.010733603,4.852494001,3.685965007
OO,O,O,19,74,93,20,main,0,0,0,1,match,1,0.32870388,0.508602142,0.876677036,0.763117075,0.812412977,0.46323204,0.427494049,0.929852009,1.932780027,0.446755886,0.411148071,0.390409946,y,3.272210121,2.51680483,2.706378185,2.942839631,2.882591171,2.909776852,2.66579859,2.630930073,2.968413834,3.286182429,2.650070283,2.613998257,2.591520873,2.103026151,3.309387922,3.322844673,3.519747678,5.412414073,3.733391015,4.502426147,3.653446598,1.639794111,3.214789322,2.862632036,3.456765527
OO,O,O,12,46,58,20,main,0,0,1,0,mismatch2,1,0.344853878,0.343683004,0.412089825,0.628524065,0.579245806,1.583325863,0.511956215,0.561758041,1.430876017,0.480164051,0.56033206,0.440940857,n,2.321436167,2.537635114,2.536158056,2.614991891,2.798321911,2.762862898,3.199570306,2.70923282,2.749549298,3.155602005,2.681389642,2.748445472,2.644380342,2.623939753,2.472798109,3.418953859,3.39318866,5.096737862,3.707292297,3.033247948,3.481907912,1.04061389,3.017289619,1.992634058,3.299427549
OO,O,O,16,62,78,20,main,0,0,1,0,mismatch1,1,0.311655045,0.411373138,0.695362091,2.200845003,0.712615967,1.048469067,1.615869999,0.492008924,0.846457958,0.363059998,0.428732157,0.407006025,n,3.056918144,2.493674162,2.61423593,2.842211011,3.342589458,2.852855549,3.020555622,3.208406418,2.69197298,2.927605392,2.559978401,2.632186059,2.609600838,3.944676161,1.70152688,3.596011356,3.230838814,5.646203041,3.751756492,4.234673976,3.62681998,2.896207094,3.461829613,1.338466882,3.12660763
OO,O,O,3,10,13,20,main,0,0,0,1,mismatch1,1,0.428597927,0.441987038,0.477969885,0.913263083,1.581557035,0.564043999,0.744772196,3.036364079,1.247443914,1.082136154,0.446065903,0.457619905,n,6.49693203,2.632050066,2.645409533,2.679400534,2.960595902,3.199084858,2.751312983,2.872023455,3.482353845,3.096021029,3.034281907,2.649399027,2.660504907,1.955276967,5.365944147,3.291208284,3.729646148,7.321221114,3.864583524,5.675040961,3.753969001,1.391232968,3.143399861,4.283807993,3.631829997
OS,O,S,14,56,70,20,main,0,0,1,0,match,1,0.395177841,0.461730003,0.46206212,0.61221385,0.961619854,1.048585176,3.303608894,11.06142521,4.926911116,0.412989855,1.180248022,0.491513014,y,3.936882019,2.596792584,2.664388096,2.664700366,2.78690315,2.983003421,3.020603714,3.518988627,4.043811087,3.692574727,2.615939383,3.071973281,2.691535021,2.122861146,16.40132618,3.326921588,4.214878966,18.52418733,4.267739164,17.0626123,4.232045523,1.07427597,3.031115861,15.98833633,4.203803275
OS,O,S,5,20,25,20,main,0,0,0,1,match,1,0.377876043,0.392458916,0.412977934,0.511973143,0.446033955,0.680832863,1.380866051,0.512283802,0.796273947,0.647372007,2.53498292,0.490622997,y,14.82882094,2.577349359,2.5937942,2.615926847,2.709247179,2.649367921,2.83304051,3.140151552,2.709510624,2.901062506,2.811153916,3.403975038,2.690747901,1.60578394,1.955929756,3.20568711,3.291353254,3.561713696,3.551659006,2.233508826,3.348987673,0.924951077,2.966118762,1.308557749,3.116792894
OS,O,S,17,68,85,20,main,0,0,0,1,mismatch2,1,0.373562098,0.459348917,0.76287508,0.779215097,0.71378088,0.681205988,2.099677086,2.969481945,0.663751125,3.255532026,0.67869401,0.574030876,n,5.314106941,2.572362806,2.662142697,2.882453429,2.891657358,2.85356491,2.833278457,3.322152509,3.472680689,2.82200527,3.512621972,2.831674016,2.758935253,2.223296165,6.888765096,3.346997319,3.838141376,9.112061261,3.959616631,5.175323247,3.713937481,1.542090177,3.188109771,3.63323307,3.560293259
OS,O,S,2,8,10,20,main,0,0,1,0,mismatch1,1,0.327706099,0.345046043,0.54538703,0.478672028,0.626662016,0.598054171,1.882240057,0.87955904,1.330667973,4.525806904,0.513046026,1.611104012,n,10.65920496,2.515484524,2.537877051,2.736704806,2.680038049,2.797033372,2.776740524,3.274675012,2.944264997,3.124069704,3.655696021,2.710156328,3.207123579,1.622113229,6.736033917,3.210081166,3.828404265,8.358147146,3.922110013,3.234286071,3.50977843,1.024059058,3.010325003,2.210227013,3.344436882
OS,O,S,18,72,90,20,main,0,0,1,0,match,1,0.3111341,0.311645031,0.345956087,0.545462847,0.443984032,0.546903849,1.447985888,0.540674925,8.503571987,0.446639061,0.81253314,0.37411499,y,6.576081991,2.492947612,2.493660207,2.539020976,2.736765175,2.647367351,2.73791098,3.160764329,2.732936229,3.929601393,2.649956702,2.909841083,2.57300511,1.438322783,9.490885973,3.15785636,3.977306756,10.92920876,4.038588721,9.935665846,3.997196977,0.891418934,2.950081854,9.044246912,3.95637241
OS,O,S,13,52,65,20,main,0,0,0,1,match,1,0.361605883,0.325487137,0.395743847,0.512260199,0.446125031,1.433367014,0.544862986,1.983062029,3.722068071,0.480027914,0.411696911,0.423455,y,2.922818899,2.558235487,2.51253383,2.597414171,2.709490614,2.649456591,3.156357406,2.736287306,3.297336299,3.570784311,2.681266493,2.614577608,2.626807265,2.34137106,6.185158014,3.369470246,3.791350799,8.526529074,3.930772277,6.613134146,3.820407332,0.908004046,2.958087784,5.7051301,3.756265553
OS,O,S,6,24,30,20,main,0,0,1,0,match,1,0.696016073,0.410799026,0.462120056,0.428102016,0.594161034,0.429605007,1.832938194,2.350564003,0.947928905,0.3967278,0.444442034,0.407353878,y,2.068211079,2.842619269,2.613629405,2.664754817,2.631547273,2.773904167,2.633069334,3.263147821,3.371172081,2.976775766,2.598492634,2.647815126,2.609971855,1.319827079,3.695220708,3.120517035,3.567640383,5.015047787,3.700275076,4.18871498,3.62208081,0.890222072,2.949498358,3.298492908,3.518315555
OS,O,S,9,36,45,20,main,0,0,0,1,match,1,0.361528873,0.47524786,0.49495697,0.874972105,0.462894917,0.446722984,0.645190001,2.317799091,1.76584506,0.379989862,0.379253149,0.373393059,y,2.203595877,2.558142987,2.67692017,2.694567444,2.941994207,2.665482412,2.650038298,2.809687628,3.365075788,3.246952595,2.57977201,2.578929195,2.572166241,1.816652059,4.463634013,3.259271755,3.649688578,6.280286072,3.797979427,5.453573226,3.736681149,1.369929075,3.136698083,4.083644151,3.611047891
OS,O,S,10,40,50,20,main,0,0,1,0,match,1,0.360427141,0.412354946,0.496288061,1.113877058,1.998558044,0.4968431,0.578066111,0.445102215,1.69832015,0.443699837,0.630065918,0.42356801,y,1.932374001,2.556817487,2.615271208,2.695733828,3.046837259,3.300716766,2.696219263,2.76197751,2.648459756,3.230019562,2.647089269,2.799385988,2.626923153,2.107008219,2.587122202,3.32366623,3.412816943,4.694130421,3.671555152,3.753587484,3.574446542,1.610165119,3.206870414,2.143422365,3.331107758
SO,S,O,4,15,19,20,main,0,0,0,1,mismatch2,1,0.378295183,0.611572027,0.428645134,0.747478962,1.314790964,1.733942986,1.163714886,1.046864033,1.163619995,1.265812159,1.967803955,1.226258993,n,4.15932107,2.577830811,2.786447613,2.632097898,2.873598974,3.118856711,3.239034813,3.06584659,3.019890279,3.065811175,3.102369263,3.293981829,3.088582205,2.910067082,3.476296187,3.463903,3.541116772,6.386363269,3.805253618,3.386608124,3.529764946,1.176124096,3.070453148,2.210484028,3.344487381
SO,S,O,16,63,79,20,main,0,0,0,1,mismatch2,1,0.395020962,3.817243099,0.444857121,0.545348883,1.515026093,0.413384914,2.083245993,0.931826115,1.247440815,0.496496201,8.13566494,0.440891027,n,4.309962988,2.596620142,3.581749819,2.648220547,2.736674428,3.180420113,2.616354624,3.318740555,2.969334878,3.09601995,2.69591593,3.910393054,2.64433126,1.403590918,2.675763131,3.147240549,3.427447665,4.079354049,3.6105914,3.169472934,3.500987047,0.990206004,2.995725555,2.17926693,3.338310429
SO,S,O,20,79,99,20,main,0,0,0,1,mismatch2,1,0.361592054,0.461035013,1.130717039,0.628792048,1.415106058,0.463623047,1.431007862,0.36283493,1.365105152,0.529968977,1.163823843,0.958585024,n,5.676524878,2.558218878,2.663733909,3.053353937,2.798507041,3.15078899,2.666165017,3.15564202,2.55970909,3.135166106,2.724250448,3.06588725,2.98163064,2.223132134,2.257909059,3.346965276,3.353706446,4.481041193,3.651378936,3.487449169,3.542507886,1.759509087,3.245391514,1.727940082,3.237528679
SO,S,O,5,19,24,20,main,0,0,1,0,match,1,0.311658144,0.408790112,0.378002882,1.566282034,0.396541834,0.363080025,0.796118975,0.980190039,1.815882206,2.068480968,0.495118856,1.159383059,y,2.439517021,2.49367848,2.611500382,2.577495111,3.194869966,2.598289011,2.560002357,2.900977975,2.991310285,3.259087673,3.315651529,2.694709466,3.06422695,2.307364941,4.864553213,3.36311629,3.687042958,7.171918154,3.855635325,4.740357161,3.675811065,1.944284916,3.288759907,2.796072245,3.446548389
SO,S,O,8,31,39,20,main,0,0,0,1,mismatch2,1,0.344409943,0.361000061,0.445425034,1.566385984,1.849243879,0.613775015,3.170319796,0.463000059,0.779412031,0.530646086,0.74593997,0.473633051,n,3.075514078,2.537075681,2.557507275,2.648774622,3.194898788,3.26699419,2.788009206,3.501103073,2.665581046,2.891767105,2.724804965,2.872703879,2.675442001,2.625586033,1.773058176,3.419226253,3.248722986,4.398644209,3.643318835,3.254223108,3.512447325,2.011811018,3.303587182,1.24241209,3.094265669
SO,S,O,1,3,4,20,main,0,0,1,0,match,1,0.261181116,0.392133951,0.50774312,1.364323139,0.647531986,2.302175999,0.662251949,0.579687119,3.270702124,0.914019108,0.480009079,0.406779051,y,2.840226173,2.416941773,2.593434445,2.705644047,3.134917245,2.811261226,3.362138522,2.821023245,2.76319365,3.514640993,2.960955275,2.681249452,2.609358579,4.174242258,4.764408351,3.62057765,3.678008977,8.938650609,3.951271962,5.722455502,3.757582424,1.872066259,3.272321216,3.850389243,3.585504635
SO,S,O,13,51,64,20,main,0,0,1,0,mismatch2,1,0.361072063,0.459581137,0.946712017,1.650036097,0.463453054,0.546567917,0.512062073,0.461499929,0.729554892,1.282675028,0.39487505,0.406481028,n,3.056877136,2.557593887,2.662362195,2.97621789,3.217493445,2.666005748,2.737644135,2.70932261,2.664171639,2.863057974,3.10811664,2.596459694,2.60904028,3.143316031,2.473729849,3.497388047,3.393352269,5.61704588,3.749507971,3.787802935,3.578387376,2.596748114,3.414429825,1.191054821,3.075931751
SS,S,S,2,5,7,20,main,0,0,0,1,match,1,0.528997898,0.662461996,0.478956938,0.81278491,0.694087982,0.497187138,3.219408989,1.314788103,1.046813965,1.566385031,0.513581991,0.523606062,y,4.674047947,2.723453946,2.821160969,2.680296469,2.909975632,2.841414525,2.696519885,3.507776152,3.118855766,3.019869508,3.194898524,2.710609787,2.719004666,1.788928986,3.927987099,3.252593101,3.594170053,5.716916085,3.757161818,3.653343916,3.562690557,1.291741848,3.111175729,2.361602068,3.37320672
SS,S,S,15,57,72,20,main,0,0,1,0,match,1,0.511454105,0.54250598,0.478525162,0.613950968,0.678336859,1.065577984,0.795042992,1.645674944,1.280886889,0.663804054,5.260060072,0.541028023,y,13.2520771,2.708806669,2.73440453,2.679904779,2.788133688,2.831445416,3.027585239,2.900390614,3.216344057,3.10751078,2.8220399,3.720990704,2.73321976,2.158054114,3.590365887,3.334062331,3.555138709,5.748420001,3.759548492,4.019037963,3.604122108,1.09247613,3.038411957,2.926561833,3.466357704
SS,S,S,10,37,47,20,main,0,0,0,1,match,1,0.678915024,0.612232924,0.679337978,4.374953985,0.627910852,0.714079857,0.511434078,1.413038969,2.384544134,1.851057053,0.630228996,0.674807072,y,2.270365,2.831815419,2.786916681,2.832085894,3.64097349,2.797897989,2.853746783,2.708789663,3.150154139,3.377405365,3.267419805,2.799498381,2.829179625,5.76837182,5.648640156,3.761053247,3.751943909,11.41701198,4.057552457,8.851875066,3.947035276,5.054291963,3.703660325,3.797583103,3.579507286
SS,S,S,6,21,27,20,main,0,0,0,1,match,1,0.361347198,0.344884872,0.427641153,1.698858023,1.730545998,0.546694994,2.266999006,0.459725857,3.539540052,0.814460993,0.980205059,0.540641785,y,2.888116837,2.557924691,2.537674145,2.631079492,3.230157086,3.238183147,2.737745097,3.35545133,2.662498931,3.548946831,2.910870289,2.99131694,2.732909608,2.67319417,4.813726902,3.427030505,3.682481448,7.486921072,3.874303255,6.125765085,3.787160338,2.126499176,3.327665219,3.999265909,3.601980281
SS,S,S,11,41,52,20,main,0,0,1,0,mismatch1,1,0.310979128,0.341799974,0.45717597,0.880125999,1.815945148,1.015264034,0.393225193,1.949003935,2.735276937,1.215468884,0.596991062,0.557604074,n,16.11365986,2.492731241,2.533772025,2.660083395,2.94454485,3.259102726,3.006579001,2.594641334,3.289812716,3.437001304,3.084743845,2.775967829,2.746325938,2.352566003,5.899749756,3.371541817,3.770833591,8.252315759,3.916575837,6.021582841,3.779710665,1.337301969,3.126229484,4.684280872,3.670642928
SS,S,S,3,9,12,20,main,0,0,1,0,mismatch1,1,0.328522921,0.458944082,0.662251949,0.795679808,0.561970949,0.480037928,1.514368057,0.427854061,2.668496132,2.001482964,0.463129997,0.422443867,n,5.293877125,2.516565676,2.661759774,2.821023245,2.900738337,2.749713865,2.681275553,3.18023144,2.631295658,3.426266578,3.301351898,2.665702911,2.625769009,1.937969685,5.097833157,3.287346979,3.707385618,7.035802842,3.847313661,4.55428195,3.658419914,1.457931757,3.163737196,3.096350193,3.490850073
SS,S,S,14,53,67,20,main,0,0,0,1,match,1,0.695863008,0.661880016,0.812619209,1.297827959,0.744234085,0.731441021,0.778522968,0.829573154,0.746729851,0.798134089,0.545546055,0.473242044,y,1.665969849,2.84252375,2.820779269,2.909887084,3.113217126,2.871709556,2.864179313,2.89127143,2.918854689,2.873163513,2.90207586,2.73683142,2.675083321,2.841888189,2.374437094,3.453606987,3.375560668,5.216325283,3.717364666,3.686750173,3.566643709,2.110447168,3.324374485,1.576303005,3.197639703
SS,S,S,7,25,32,20,main,0,0,1,0,mismatch1,1,0.34444499,0.442171097,0.444890022,1.197670937,0.611912012,0.680831909,2.032167912,1.949694872,0.4948349,0.480417013,0.394711971,0.390326977,n,1.932873011,2.537119872,2.645590351,2.648252665,3.078337511,2.786688979,2.833039902,3.30795959,3.289966649,2.694460322,2.681618379,2.596280298,2.591428568,2.323392868,2.924946785,3.366122652,3.466117969,5.248339653,3.720021933,4.087090731,3.611414279,1.642560959,3.215521496,2.444529772,3.388195331
SS,S,S,19,73,92,20,main,0,0,1,0,match,1,0.428176165,0.55812788,0.444436073,2.034471989,1.932497025,0.546973228,0.744315147,2.815124035,0.345344067,0.446722031,0.477976799,0.374288082,y,1.68283987,2.631622488,2.746733717,2.647809302,3.308451715,3.286118834,2.73796607,2.871756857,3.449497535,2.538251999,2.650037371,2.679406816,2.573205999,3.02588129,3.607190133,3.480851886,3.557169034,6.633071423,3.821714674,5.639376164,3.751231064,2.478908062,3.39426042,3.160468102,3.499751411
SS,S,S,18,69,87,20,main,0,0,0,1,match,1,0.24469018,0.395230055,0.411530018,0.629317045,2.466387033,0.596587896,1.898941994,1.280668974,0.444663048,0.680269957,0.36103797,0.389777899,y,1.89684701,2.38861654,2.596849963,2.614401519,2.798869495,3.392061228,2.775674438,3.278511699,3.107436888,2.648031041,2.832681291,2.557552879,2.59081721,1.637434959,2.405601979,3.214164058,3.381223772,4.043036938,3.606707709,2.766179085,3.441880293,1.040847063,3.017386921,1.725332022,3.236872683
OO,O,O,7,26,33,21,main,0,0,0,1,mismatch1,1,0.440332174,0.425570011,0.445333004,0.595561028,0.712136984,0.48032999,1.313013077,1.331263065,1.632047892,0.430067062,0.545538902,0.574154854,n,2.091278076,2.643780419,2.628971017,2.648684882,2.774926271,2.852563541,2.681539703,3.118269051,3.124263883,3.212732899,2.633536182,2.736825725,2.759029041,1.521224022,3.393378019,3.182193175,3.530632242,4.914602041,3.691488357,4.004204989,3.602516302,1.040894032,3.017406519,2.963310957,3.471777227
OO,O,O,20,78,98,21,main,0,0,1,0,mismatch1,1,0.411177874,0.344621181,1.347505093,0.562423229,1.147365808,1.449498892,0.512045145,0.579977989,0.579129934,0.413095951,0.795805931,0.440448999,n,2.028239012,2.614029737,2.537341966,3.129530415,2.750063249,3.059701904,3.161217888,2.709308253,2.763411512,2.762776013,2.616050938,2.900807172,2.643895627,3.359427214,1.572203874,3.526265236,3.196508862,4.931631088,3.692990582,3.069036245,3.487002017,1.909928322,3.281017069,1.159107923,3.064123874
OO,O,O,3,10,13,21,main,0,0,0,1,mismatch1,1,0.545134068,0.425446987,0.561728954,1.331326962,0.461228848,0.379793167,0.393936157,0.428096771,1.765666962,0.396895885,0.429635048,0.406970978,n,1.774646997,2.736503324,2.628845452,2.74952681,3.124284727,2.663916463,2.579547147,2.595425844,2.631541952,3.246908791,2.598676596,2.633099702,2.60956344,2.272849083,2.590659618,3.3565706,3.413410356,4.863508701,3.686949697,4.086819649,3.611385473,1.893055916,3.277163442,2.193763733,3.341189853
OO,O,O,12,46,58,21,main,0,0,1,0,mismatch2,1,0.459510088,0.661663055,0.628998995,0.612370968,0.829536915,0.497169971,0.47835803,0.628702164,1.481436014,0.363332033,0.329156876,0.440506935,n,2.317389965,2.66229505,2.820636886,2.798649952,2.787014593,2.918835717,2.696504889,2.679753069,2.798444955,3.170682898,2.560303689,2.517402932,2.64395275,1.738539934,2.473470211,3.240184671,3.393306684,4.212010145,3.624489409,3.351508141,3.525240279,1.241369963,3.093901233,2.110138178,3.324310895
OO,O,O,11,42,53,21,main,0,0,0,1,mismatch1,1,0.427792072,0.542452812,1.097171783,0.428251028,0.444070101,0.463819981,0.461031914,0.395820856,0.913262844,0.36325407,0.529916048,0.44025588,n,1.729809046,2.631232732,2.734361965,3.04027463,2.631698414,2.647451533,2.666349454,2.66373099,2.597498674,2.960595789,2.560210489,2.724207072,2.643705165,1.989242792,1.67233777,3.298687793,3.223323998,3.661580562,3.563668594,2.834506511,3.452477459,1.525422811,3.183390236,1.3090837,3.116967415
OO,O,O,4,14,18,21,main,0,0,1,0,mismatch2,1,0.540659904,0.461743832,0.463358879,0.478191853,0.478989124,0.446470976,0.394197226,0.495414019,0.462051153,0.981812954,0.529722214,0.842165947,n,1.731923819,2.732924163,2.664401103,2.665917489,2.679602173,2.680325652,2.649793232,2.595713564,2.694968292,2.664690058,2.992028758,2.724048186,2.925397677,1.388021708,1.939278126,3.142396258,3.287640099,3.327299834,3.522091938,1.899015904,3.278528602,0.941550732,2.973843725,0.957465172,2.981122985
OO,O,O,16,62,78,21,main,0,0,1,0,mismatch1,1,0.49458313,0.611968994,4.858351946,1.147274971,0.528492928,0.413561821,0.544746876,1.131896973,2.802248955,4.258557081,3.621281147,1.209439993,n,3.401864052,2.694239299,2.786729419,3.686488973,3.059667519,2.72303918,2.616540439,2.736194748,3.053806899,3.447506716,3.629262473,3.558862244,3.082584325,6.419188738,8.192703009,3.807480145,3.913427212,14.61189175,4.164706446,9.939772845,3.99737646,6.005626917,3.778558349,3.934145928,3.594850465
OO,O,O,15,58,73,21,main,0,0,0,1,mismatch1,1,0.461723089,0.491828918,0.58019805,0.427453995,0.462237835,0.463265181,0.678092957,1.029766798,1.982805014,0.346427917,2.050055981,0.441040993,n,1.727103949,2.664381592,2.69181406,2.763576265,2.63088938,2.66486549,2.66582966,2.831289234,3.012738885,3.297280008,2.539612883,3.311765721,2.644478957,1.470917226,3.358999729,3.167588234,3.526209969,4.829916955,3.683939664,4.020223857,3.604250236,1.007652045,3.003310591,3.012571812,3.478937408
OO,O,O,8,30,38,21,main,0,0,1,0,mismatch2,1,0.377956867,0.411582947,0.847781897,0.545243025,0.478237867,0.529991865,0.763211966,0.830888987,0.528478861,4.225244045,0.595457792,0.423429012,n,2.043677807,2.57744224,2.614457372,2.928284139,2.736590119,2.679643961,2.724269204,2.882645171,2.919543003,2.72302762,3.625851798,2.774850983,2.626780611,1.923016787,5.584611893,3.283983075,3.746992997,7.50762868,3.875502785,2.75239277,3.439710408,1.393024922,3.143958886,1.359367848,3.133336994
OO,O,O,19,74,93,21,main,0,0,0,1,match,1,1.230717897,1.077306986,0.863812923,0.562368155,0.612061024,3.840365171,0.593999147,0.57908392,2.819002867,0.462989092,0.578663111,1.292917013,y,2.024645805,3.090158516,3.032339476,2.936419697,2.75002072,2.786794725,3.584372522,2.773785821,2.762741506,3.450095518,2.665570759,2.762425798,3.11157065,5.266546249,3.861075879,3.721525902,3.586708337,9.127622128,3.960357653,4.824267865,3.683431414,1.426181078,3.15417467,3.398086787,3.531234467
OS,O,S,17,68,85,21,main,0,0,0,1,mismatch2,1,0.411374092,0.442126036,0.445183039,0.440425873,0.396342039,0.530303001,0.461372852,3.153700113,4.141346931,0.362843037,0.327430964,0.422297955,n,4.37855792,2.614236937,2.64554609,2.64853861,2.643872824,2.598070139,2.724524085,2.664052036,3.498820394,3.617141614,2.559718793,2.515119747,2.625618978,1.415911913,7.657890081,3.151036236,3.884109128,9.073801994,3.957789298,8.180655956,3.912788128,0.885608912,2.947241978,7.295047044,3.863028097
OS,O,S,2,8,10,21,main,0,0,1,0,mismatch1,1,0.445195913,0.578470945,0.478821993,1.414772034,0.54390502,0.480233908,0.678102016,0.679574013,2.217041016,0.363259077,0.379174948,0.423887014,n,2.41396904,2.648551169,2.76228155,2.68017409,3.150686466,2.735523067,2.681452821,2.831295036,2.832236763,3.345773728,2.560216475,2.578839636,2.627250112,2.373827935,3.259874106,3.375449236,3.513200828,5.633702041,3.750793874,4.790209056,3.680354467,1.893594027,3.277286875,2.896615029,3.46189078
OS,O,S,1,4,5,21,main,0,0,0,1,match,1,1.314440012,4.588443041,0.896435976,0.696336985,0.580060959,0.563832045,2.701785088,1.498439074,0.647361994,0.429756165,0.830956936,1.543838024,y,4.439732075,3.118740771,3.661665345,2.952519277,2.842819463,2.763473636,2.751149755,3.4316508,3.175639089,2.811147199,2.633222116,2.919578517,3.188601733,2.156605006,2.575557233,3.333770609,3.410871205,4.732162239,3.675059626,3.738574029,3.572705985,1.592772961,3.202153874,2.145801068,3.331589457
OS,O,S,6,24,30,21,main,0,0,1,0,match,1,2.150655985,1.013514996,3.220121861,0.695911884,0.711026907,0.564038992,3.353651047,0.477854967,0.731204033,0.564024925,5.778379917,0.457483053,y,4.822952032,3.332570947,3.005830179,3.507872307,2.842554253,2.851886036,2.751309128,3.525517872,2.679296105,2.864038578,2.751298296,3.761806092,2.660375011,4.480072737,1.773083925,3.651285065,3.248729292,6.253156662,3.796099309,5.125092745,3.709701729,3.916033745,3.592846426,1.209059,3.082447494
