RCtype,RC1,RC2,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,log_R34,log_R89,CORR,OO%COR,OS%COR,SO%COR,SS%COR,T%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OO,O,O,20,78,98,41,main,0,0,1,0,mismatch1,0.358716011,0.309543848,0.312751055,0.344873905,0.511487007,0.764444828,0.328235865,0.42991209,0.428170919,0.981957912,0.294564009,0.373134136,n,3.035689116,2.554750761,2.490722177,2.495198783,2.537660335,2.708834606,2.883346147,2.516186033,2.633379659,2.631617167,2.992092874,2.469179682,2.571864982,2.817978288,2.933529303,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,12,46,58,41,main,0,0,1,0,mismatch2,0.428199053,0.259774923,0.361469984,0.311317921,0.344771147,0.413454056,0.344025135,0.344585896,1.71546793,0.346598864,0.345324993,0.39070797,n,2.93632412,2.631645702,2.414597225,2.55807224,2.493204122,2.537530914,2.616427257,2.536590174,2.537297498,3.234382604,2.539827135,2.538228012,2.59185227,2.827878175,3.313878568,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,16,62,78,41,main,0,0,1,0,mismatch1,0.343850851,0.326513052,0.361196995,0.360924959,0.328112841,0.475660801,1.732208014,0.79699111,0.862672091,0.346586943,0.310913086,0.440690041,n,3.673393011,2.536370104,2.513900546,2.557744129,2.557416916,2.516023227,2.677297363,3.238600044,2.901453477,2.935845748,2.539812197,2.492639001,2.644133236,2.858610549,3.220019965,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,6,22,28,41,main,1,0,0,0,match,0.294440031,0.43008709,0.42726779,0.394934893,0.32670188,1.616474152,1.313258171,0.429480076,0.411975861,0.430126905,3.740274191,0.457118988,y,9.39765501,2.468996855,2.633556406,2.630700154,2.596525506,2.514151634,3.208568764,3.118350112,2.632943021,2.61487177,2.633596609,3.572903441,2.660029262,2.91497889,2.925031379,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,10,38,48,41,main,1,0,0,0,match,0.294824123,0.246011972,0.24533391,0.428483009,0.35984993,0.798062086,0.459823132,1.378168106,0.411569834,1.149097919,0.312937975,0.423870087,y,4.07785511,2.469563015,2.390956242,2.38975758,2.631933605,2.556121423,2.902036679,2.662590815,3.139302195,2.614443536,3.060357038,2.495458268,2.627232769,2.828541912,3.252789445,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,14,54,68,41,main,1,0,0,0,match,0.328093052,0.279255867,0.897863865,0.408624172,0.410170078,0.914874077,0.393034935,0.362914085,0.328336,1.048691034,0.461543083,0.491071939,y,2.881183147,2.515997033,2.446002306,2.953210494,2.611324054,2.612963975,2.961361322,2.594431154,2.559803824,2.516318503,3.020647555,2.664212247,2.691145118,3.116105437,2.839635198,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,2,6,8,41,main,1,0,0,0,match,0.328368902,0.262766123,0.46121788,0.646575928,0.794031858,0.497147799,0.627534866,0.444568872,0.512012005,0.613832951,0.412908077,0.792097092,y,2.426822901,2.516362021,2.419569373,2.663906135,2.810619532,2.899837927,2.696485521,2.79763786,2.647939051,2.709280144,2.788050198,2.615853378,2.898778419,3.044458933,2.980721695,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,18,70,88,41,main,1,0,0,0,match,0.289686918,0.295547962,0.362971067,0.361390829,0.326395988,0.463743925,0.29251194,0.361315012,0.412047863,0.480059147,0.327785969,0.473591089,y,4.551738024,2.461928883,2.470627969,2.559872008,2.557977127,2.513744812,2.666278233,2.466143598,2.557886006,2.614947666,2.681294749,2.515590359,2.675403522,2.859955597,2.88838332,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,15,58,73,42,main,0,0,0,1,mismatch1,0.395176888,0.425957918,1.902966022,0.612473965,0.661603212,1.082923174,3.054923058,3.474524975,1.014414787,0.530439138,4.529160976,2.80095005,n,1.731694222,2.596791537,2.629366696,3.279431034,2.787087632,2.820597605,3.034597647,3.485000276,3.540895438,3.006215571,2.724635561,3.656017757,3.447305364,3.40061396,3.652143778,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,17,66,83,42,main,0,1,0,0,mismatch2,0.596596956,7.337388039,2.286489964,2.253387928,3.141383886,1.216967821,2.352788925,2.622619867,2.085622072,1.367647886,2.972288847,3.202466965,n,13.67438293,2.775681033,3.865541487,3.359169299,3.352835963,3.497121012,3.085279095,3.371582967,3.418735347,3.319235614,3.135974299,3.473091012,3.505484658,3.657044172,3.672858772,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,1,2,3,42,main,0,1,0,0,match,0.344825983,0.342294931,0.480219841,0.412002087,0.463370085,0.648306131,1.231911898,1.316977024,0.512537003,0.765187979,0.731091976,2.382575989,y,2.105679035,2.537599983,2.534400468,2.6814401,2.614899416,2.665927992,2.811780129,3.09057965,3.119578198,2.709725225,2.883768139,2.863972017,3.377046761,2.950472893,3.262335744,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,3,10,13,42,main,0,0,0,1,mismatch1,0.211061001,0.174455166,0.194582939,0.211410046,0.209326982,0.229650974,0.21031189,0.229504108,0.395390034,0.397078991,0.312947035,0.357140064,n,0.638197184,2.324407994,2.241683834,2.289104759,2.325125621,2.320825212,2.361068292,2.322863826,2.360790464,2.597025719,2.59887691,2.495470841,2.552838572,2.60851853,2.795806453,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,13,50,63,42,main,0,1,0,0,mismatch2,0.210923195,1.14191699,0.212769985,0.177798033,0.212614059,0.212872982,0.277884007,0.346387148,0.261257887,0.397496939,0.462085009,0.59209013,n,0.412862062,2.324124341,3.057634535,2.327910363,2.249926952,2.327591979,2.328120544,2.443863553,2.53956177,2.41706941,2.599333789,2.664721879,2.772387822,2.591696678,2.783649954,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,11,42,53,42,main,0,0,0,1,mismatch1,0.160840034,0.191026926,0.211507082,0.194615126,0.17636013,0.212615967,0.226491928,0.224407196,0.194355965,0.196310043,0.195538998,0.206402063,n,0.644814968,2.206394156,2.281094587,2.325324914,2.289176592,2.24640041,2.327595876,2.355052729,2.351036779,2.288597874,2.292942518,2.291233385,2.314714034,2.608656739,2.621968469,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,6,22,28,43,main,1,0,0,0,match,1.063643932,1.565260887,1.162503958,0.545095921,0.611004829,0.78071785,1.247651815,0.511588097,0.629251003,0.513123989,0.480191946,0.591156006,y,4.952927828,3.026796267,3.194586733,3.06539444,2.736472932,2.786044643,2.892494109,3.096093403,2.708920431,2.798823916,2.710222319,2.681414872,2.771702106,3.232386115,3.057224397,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,10,38,48,43,main,1,0,0,0,match,1.398303986,1.347616911,0.713052034,0.863070965,0.643895149,0.563879967,1.364196062,0.563439846,0.528556108,0.563737869,1.483273029,0.424024105,y,3.651704073,3.145601596,3.129566452,2.853121223,2.936046507,2.808815153,2.751186666,3.134876792,2.750847557,2.723091096,2.751077209,3.1712211,2.627390546,3.197590106,3.038221029,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,14,54,68,43,main,1,0,0,0,match,0.428315163,0.428542137,0.462986946,0.445469856,0.459724903,0.580784082,0.845687866,0.712466955,0.394497156,0.429883003,0.595607042,0.473911047,y,5.331628084,2.631763449,2.631993531,2.665568746,2.648818322,2.66249803,2.764014705,2.927210099,2.852764726,2.596043877,2.633350274,2.774959824,2.675696832,2.958304281,3.044133541,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,2,6,8,43,main,1,0,0,0,match,0.896508932,0.578719854,0.511907101,0.478698015,0.510592937,0.429411173,0.478394985,0.493595839,0.478669882,0.463207006,0.880169868,0.473470926,y,5.007004976,2.952554621,2.762468382,2.709191154,2.680061627,2.708074803,2.63287334,2.679786618,2.69337149,2.680036102,2.665775119,2.944566497,2.675293316,2.995900567,2.987784974,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,18,70,88,43,main,1,0,0,0,match,0.444813967,0.662712097,0.362892151,0.360842943,0.376906872,0.312788963,0.444552898,0.361997843,0.444408178,0.379850864,1.629164934,0.47375989,y,3.709723949,2.648178415,2.821324898,2.559777575,2.557318216,2.576234056,2.49525142,2.647923446,2.558705983,2.647782042,2.579613119,3.211965054,2.675558289,2.859579632,2.906553762,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,9,34,43,43,main,0,1,0,0,mismatch2,0.411830902,0.759428978,0.577753067,0.528419018,0.480135918,0.479730129,1.347844124,0.628784895,0.495656967,0.429847956,0.530334949,0.355732918,n,2.602752924,2.614718931,2.880487165,2.76174226,2.72297844,2.681364196,2.680996995,3.12963967,2.7985021,2.695181215,2.633314866,2.724550248,2.551124055,3.043822695,3.050937006,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,1,2,3,43,main,0,1,0,0,match,0.378700972,0.40841794,0.362385988,0.361508131,0.395847082,0.580760956,0.394345045,0.475387812,0.345047951,0.429821968,0.445405006,0.47328496,y,2.067034006,2.57829642,2.61110481,2.559171397,2.55811807,2.597527448,2.763997411,2.595876388,2.677048043,2.537879453,2.633288608,2.648755094,2.675122704,2.859675048,2.914044583,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,17,66,83,43,main,0,1,0,0,mismatch2,0.612810135,3.216402054,0.54579711,0.545115948,0.53023982,0.58033514,2.701887846,1.716979027,0.427772999,0.363394022,0.761170149,0.390563011,n,1.61973381,2.787325939,3.507370331,2.737031232,2.736488888,2.724472339,2.763678868,3.431667318,3.23476499,2.631213368,2.560377779,2.881481748,2.59169111,3.03779014,3.331377087,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,13,50,63,43,main,0,1,0,0,mismatch2,0.695760012,0.641945839,0.591974974,0.512279034,0.378877878,0.34662199,0.445070982,0.529971838,0.395182848,0.412996054,0.378186941,0.406512022,n,1.518424988,2.842459465,2.807498388,2.772303347,2.709506582,2.578499248,2.539856111,2.64842928,2.724252792,2.596798087,2.615945902,2.577706528,2.609073394,3.043068984,2.966214353,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,13,50,63,44,main,0,1,0,0,mismatch2,0.913143873,0.876574993,0.964896917,0.628924847,0.496917009,0.446130037,0.729699135,0.596672058,0.578922033,0.496675014,1.79975915,0.540815115,n,3.075161934,2.960539209,2.942789077,2.984480919,2.798598753,2.696283862,2.649461464,2.863143831,2.7757357,2.762620079,2.696072313,3.25521439,2.733048821,3.202439753,3.070257394,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,15,58,73,44,main,0,0,0,1,mismatch1,0.461905003,0.525625944,1.282385111,0.62912488,0.5939641,0.513594866,0.728157043,0.629184008,0.997164965,0.576876879,0.829529047,0.675117016,n,3.793118954,2.664552666,2.720676793,3.108018467,2.798736861,2.773760196,2.710620674,2.862225055,2.798777676,2.998767011,2.761083133,2.918831598,2.829379054,3.281376572,3.21121374,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,7,26,33,44,main,0,0,0,1,mismatch1,0.411595821,0.47578001,0.862857819,0.645612955,0.560976028,0.530352116,0.477438927,1.330971003,0.829315901,0.446880102,0.446577072,0.524051905,n,2.239681005,2.614470957,2.677406191,2.935939239,2.809972236,2.748944303,2.724564306,2.678917825,3.124168594,2.918719992,2.650191017,2.649896422,2.719374304,3.1785369,3.334511433,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,9,34,43,44,main,0,1,0,0,mismatch2,0.428056002,0.473744869,0.779289961,0.9800179,0.463215828,0.479953051,0.745899916,0.662770033,1.665381908,0.463638067,0.396151066,0.608038187,n,2.172578096,2.631500591,2.675544519,2.891699082,2.991234008,2.665783391,2.681198757,2.872680558,2.821362864,3.221513842,2.666179087,2.597860829,2.783930855,3.245341843,3.36701132,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,3,10,13,44,main,0,0,0,1,mismatch1,0.427875042,0.408833027,0.445120096,0.440249205,0.443766832,0.430150032,0.444239855,0.496454954,0.395400047,0.38003087,0.379154921,0.52448082,n,2.237059116,2.631316955,2.611545972,2.648477202,2.64369858,2.647154839,2.63361996,2.647617519,2.695879849,2.597036717,2.579818876,2.578816697,2.719729611,2.947124459,2.950294252,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,17,66,83,44,main,0,1,0,0,mismatch2,0.462651968,0.441634178,0.428456068,0.461775064,0.480245113,0.430164099,0.427937984,0.412998915,0.478306055,0.430129051,0.411256075,0.507692099,n,1.605537891,2.665254414,2.645062676,2.631906298,2.664430477,2.681462954,2.633634162,2.631380836,2.615948911,2.679705879,2.633598776,2.614112326,2.705600405,2.949502778,2.950026328,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,11,42,53,44,main,0,0,0,1,mismatch1,0.495018005,0.44238019,0.563299179,0.445124865,0.47705102,0.458842993,0.460345984,0.496694803,0.428400993,0.446931124,0.44631815,0.457012892,n,3.352566957,2.694620996,2.645795671,2.750739118,2.648481855,2.678564829,2.661664104,2.663084359,2.696089616,2.631850469,2.6502406,2.649644548,2.659928451,3.003643192,2.966186707,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,1,2,3,44,main,0,1,0,0,match,0.495102167,0.609361887,0.647162914,0.49529314,0.446610928,0.413269997,0.645739079,0.479713202,0.42859602,0.413365126,1.466746807,0.507138014,y,2.183808088,2.694694827,2.784875287,2.811013622,2.694862313,2.649929345,2.616233877,2.81005707,2.680981671,2.632048134,2.616333834,3.166355151,2.705126166,3.057839503,2.958233724,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,5,18,23,44,main,0,1,0,0,match,0.411261082,0.475821018,0.596896887,0.545035124,0.563617945,0.546831131,0.528666019,0.695732117,0.695946932,0.379974127,0.446650028,0.591057062,y,2.07228303,2.614117614,2.677443622,2.775899314,2.736424491,2.750984812,2.737853231,2.723181396,2.842442052,2.842576125,2.579754026,2.649967366,2.771629411,3.057640247,3.143539089,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,19,74,93,44,main,0,0,0,1,match,0.695832968,0.425107956,0.797763109,0.528498888,0.410135031,0.463295937,0.544543982,0.696880817,0.462126017,0.379863977,0.528759003,0.439917088,y,2.203289986,2.842505001,2.628499233,2.901873949,2.723044078,2.612926865,2.665858492,2.736032963,2.84315851,2.664760419,2.579628111,2.723257775,2.643370832,3.122629325,3.064085997,1,0.9,0.9,0.8,1,0.9,0.1,0.1,0.2,0,0.1,0.9,0.9,0.8,0.95,0.9,0.1,0.1,0.2,0.05,0.1,2.563103131,2.563103131,1.683242467,3.289707254,2.563103131,0.726604123,0.879860664,1.606464787,0
OO,O,O,17,66,83,45,main,0,1,0,0,mismatch2,0.728219986,0.743067026,0.395112038,0.412142038,0.563719988,0.396589994,0.695435047,0.564247131,2.620002985,5.214185953,6.415235996,1.996188164,n,3.455061913,2.862262594,2.87102799,2.596720262,2.615046914,2.751063434,2.598341753,2.842256574,2.75146936,3.418301786,3.717186515,3.807212637,3.300201476,2.907010247,3.503007173,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,13,50,63,45,main,0,1,0,0,mismatch2,1.599487066,0.69325614,1.06403017,0.562247992,1.266175032,0.446990967,0.645721912,3.056113958,1.683017969,4.193478107,1.231437922,1.745421886,n,3.255299091,3.203980733,2.840893725,3.026953942,2.749927913,3.102493745,2.650298747,2.810045524,3.485169544,3.226088753,3.62257438,3.090412524,3.241900417,3.21119483,3.675698799,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,9,34,43,45,main,0,1,0,0,mismatch2,0.82592392,0.509042025,1.163147926,0.696399927,1.132283926,0.480412006,0.495009899,2.469310999,6.935474873,0.430301905,0.513508081,0.557459116,n,5.064851999,2.916940044,2.706753638,3.065634951,2.842858717,3.053955342,2.681613852,2.694613884,3.392575791,3.841076203,2.633773269,2.710547282,2.746213022,3.269407359,3.973348912,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,5,18,23,45,main,0,1,0,0,match,4.192301989,0.425527811,0.664124012,0.863152981,0.496544838,0.463557959,0.679242849,2.969768047,0.478916883,0.848588943,5.732232094,0.44068718,y,2.554762125,3.622452559,2.628927949,2.822249183,2.936087775,2.695958471,2.666104042,2.832025075,3.47272253,2.680260147,2.928697369,3.758323766,2.644130417,3.18391781,3.537653519,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,18,70,88,45,main,1,0,0,0,match,0.545208931,0.37836504,0.413136959,1.01261878,0.460826159,0.430103064,0.628695965,3.288466215,1.767359018,0.4804461,4.692510128,0.624718189,y,2.783127069,2.736562961,2.577911002,2.616094048,3.005445978,2.663537124,2.633572536,2.798440673,3.516993384,3.24732478,2.681644672,3.671405219,2.795684151,3.154045128,3.703792053,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,10,38,48,45,main,1,0,0,0,match,0.507511139,0.39515686,0.629611015,0.879832029,0.444284916,0.463669062,1.665719986,4.176891804,1.783465862,1.601045132,0.814620018,1.277024031,y,2.88330698,2.705445579,2.596769526,2.799072317,2.944399768,2.647661569,2.666208119,3.221601997,3.620853226,3.251264801,3.204403574,2.910955078,3.10619907,3.17881673,3.775272321,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,1,2,3,45,main,0,1,0,0,match,0.646090031,0.826650858,1.467061043,0.913527012,1.349797964,0.463605881,2.033697128,1.618025064,0.997498035,0.680931091,4.108530045,1.544046879,y,2.742127895,2.81029304,2.917322121,3.166448185,2.960721393,3.130268769,2.666148937,3.308286275,3.208985245,2.998912049,2.833103164,3.613686467,3.188660482,3.37668425,3.41755856,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
OO,O,O,6,22,28,45,main,1,0,0,0,match,1.080204964,0.479231834,1.747977018,0.411860943,0.37651515,1.450371027,0.427878141,1.19790411,0.746400118,0.56378603,0.53026104,0.521077156,y,2.770772934,3.033506169,2.680545659,3.242535718,2.61475061,2.575782456,3.161479116,2.6313201,3.078422055,2.872971699,2.75111431,2.724489719,2.716902034,3.33442117,3.288764221,1,0.7,0.4,0.8,1,0.725,0.3,0.6,0.2,0,0.275,0.7,0.4,0.8,0.95,0.725,0.3,0.6,0.2,0.05,0.275,1.048801025,-0.506694206,1.683242467,3.289707254,1.195520252,3.79640146,-0.634441442,1.606464787,1.555495232
