Rctype,RC1,RC2,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,R23467810,log_R23467810,R234678,log_R234678,RC1_rt,log_RC1_rt,RC2_rt,log_RC2_rt,R3478,log_R3478,R78,log_R78,R34,log_R34
OS,O,S,1,4,5,8,0,0,0,1,match,1,0.427107096,0.396360874,0.509567976,0.478919983,0.543756008,0.530253887,0.395089149,0.376573086,0.392845869,0.590985775,y,3.245304108,2.630536787,2.598090777,2.707202127,2.680262958,2.735404069,2.724483861,2.596695102,2.575849277,2.594222191,2.771577028,3.27775073,3.515575923,2.686764955,3.429229675,1.384848833,3.141402369,1.301916122,3.114583005,1.760150194,3.245549728,0.771662235,2.887427246,0.988487959,2.994971383
OS,O,S,20,80,100,8,1,0,0,0,mismatch2,1,0.444213867,0.697029829,0.49338913,0.445444822,1.0731709,0.613890886,0.41211009,0.71084404,0.360693932,0.393253088,n,2.255866051,2.647592112,2.843251364,2.693189577,2.648793915,3.030668888,2.788091186,2.615013248,2.851774326,2.557138836,2.594672142,3.765961885,3.57587592,3.372708797,3.527978845,1.635863781,3.213747137,1.736845016,3.239761067,2.061788082,3.314244025,1.12295413,3.050362017,0.938833952,2.972588787
SO,S,O,20,79,99,8,0,0,0,1,mismatch2,1,0.444247007,0.446259975,0.428935051,0.492608786,0.525256157,0.479314089,0.510967016,0.461971998,0.343672991,0.376065016,n,8.08039999,2.647624511,2.649587937,2.632391537,2.692502153,2.720371152,2.680620195,2.708392866,2.664615652,2.536145403,2.575262934,3.196121931,3.504623339,2.820056915,3.450257873,1.367803812,3.13602381,1.452253103,3.162042313,1.894482851,3.277490678,0.972939014,2.988085619,0.921543837,2.964515999
OS,O,S,5,20,25,8,0,0,0,1,match,1,0.476856947,0.345669031,0.343767881,0.378372908,0.359686136,0.379810095,0.344765902,0.494246006,0.375314951,0.376317978,y,2.638595104,2.678388114,2.538660472,2.536265297,2.577920033,2.555923698,2.579566504,2.537524307,2.693943168,2.574395865,2.575554967,2.662949801,3.42536298,2.286631823,3.359196243,1.06780982,3.02849391,1.218822003,3.085940286,1.561152697,3.193445384,0.839011908,2.923768125,0.722140789,2.858621876
SS,S,S,9,33,42,8,1,0,0,0,mismatch2,1,0.493241072,0.49655509,0.344834805,0.427592993,0.376357079,0.346159935,0.362004995,0.494081974,0.325299978,0.40959096,n,2.338084936,2.693059233,2.695967438,2.537611094,2.63103058,2.575600089,2.539276801,2.558714563,2.693799009,2.512284034,2.612350363,2.880820752,3.459516237,2.471229792,3.392913131,1.268982888,3.103455766,1.202246904,3.079993667,1.628514767,3.211791701,0.856086969,2.932517886,0.772427798,2.887857895
OO,O,O,18,70,88,8,1,0,0,0,match,1,0.494318008,0.362548113,0.393225908,0.445290089,0.461076021,0.529978037,0.343362093,0.379018068,0.408879995,0.426831007,y,6.581892014,2.694006432,2.559365649,2.594642124,2.648643029,2.663772537,2.724257872,2.535752348,2.578659914,2.611595863,2.630255961,2.880253315,3.459430685,2.453422308,3.38977231,1.20106411,3.07956619,1.252358198,3.097728563,1.560896158,3.193374012,0.722380161,2.85876581,0.838515997,2.923511352
SS,S,S,2,5,7,8,0,0,0,1,match,1,0.56083703,0.362482071,0.32854104,0.426512957,0.343932867,1.317156792,0.61214304,0.561283112,0.50950098,0.477117062,y,2.234939098,2.748836681,2.55928653,2.516589628,2.629932229,2.53647368,3.119637476,2.786852916,2.749181975,2.707145024,2.678624947,4.085236074,3.611217158,3.608119012,3.557280854,1.117536068,3.048261549,2.490582944,3.39630101,1.928480149,3.285215173,1.173426152,3.069455763,0.755053997,2.877978011
SS,S,S,17,65,82,8,1,0,0,0,mismatch2,1,0.577483892,0.513238907,0.377987862,0.360771179,0.326056957,0.412796974,0.378895044,0.627213955,0.526293039,0.543612003,n,6.803965092,2.761539875,2.710319571,2.577477854,2.557231836,2.513293471,2.615736505,2.578518925,2.797415712,2.721227626,2.735289037,3.214515924,3.507115582,2.670903921,3.426658266,1.251997948,3.097603617,1.418905973,3.151953617,1.74486804,3.241762588,1.006108999,3.002645034,0.738759041,2.868502809
OO,O,O,3,10,13,8,0,0,0,1,mismatch1,1,0.5945189,0.496043921,0.443963051,0.745582819,0.694200993,0.379264832,0.342685938,0.411568165,0.459037066,0.409150839,n,4.322933912,2.774165666,2.695520132,2.647346827,2.872495892,2.841485231,2.578942574,2.534896284,2.614441774,2.661847755,2.611883446,3.228259565,3.508968446,2.819108726,3.450111826,1.685589791,3.226751892,1.133518935,3.054428779,1.943799973,3.288651572,0.754254103,2.877517681,1.18954587,3.075381193
OS,O,S,8,32,40,8,1,0,0,0,mismatch2,1,1.011791945,0.32908392,0.42739296,0.412147045,0.474443197,0.379687071,0.344932079,0.460460901,0.47711587,0.359498024,n,2.57092905,3.005091218,2.517306662,2.630827364,2.61505219,2.676184224,2.579425809,2.537733586,2.663192759,2.678623862,2.555696508,2.713202,3.433482129,2.353703976,3.371751841,1.168623925,3.067674773,1.185080051,3.073747688,1.644932985,3.216148209,0.80539298,2.90600784,0.839540005,2.924041396
OO,O,O,2,6,8,8,1,0,0,0,match,1,1.715141058,0.631138086,0.895421028,0.445313215,0.3611691,0.396099806,0.359933853,0.361768961,0.442909956,0.45985508,y,1.954387903,3.234299843,2.800124388,2.952027289,2.648665583,2.557710587,2.59780463,2.556222695,2.558431303,2.646315443,2.662620988,3.549530029,3.550170855,3.089674949,3.489912792,1.971872329,3.294878793,1.11780262,3.048365123,2.062437057,3.314380703,0.721702814,2.858358399,1.340734243,3.127342702
OO,O,O,12,46,58,9,0,0,1,0,mismatch2,1,0.359087944,0.546515942,0.81148982,3.672167063,0.507365942,1.616351843,0.593962908,0.646070004,0.81150794,0.559982777,n,2.947137833,2.555200824,2.737602835,2.909283076,3.564922431,2.705321311,3.208535903,2.773759325,2.810279578,2.909292773,2.74817467,8.446540357,3.926678861,7.88655758,3.896887478,5.030172825,3.701582907,2.856384755,3.455816707,5.723689795,3.757676088,1.240032912,3.093433212,4.483656883,3.65163237
OO,O,O,2,6,8,9,1,0,0,0,match,1,0.443572998,1.031252861,0.593287945,0.947000027,4.122282982,0.512509108,1.948463202,4.240677834,0.375342131,0.442559958,y,1.817511082,2.646965101,3.013365166,2.773265524,2.976349991,3.615137801,2.709701588,3.289692208,3.62743528,2.574427315,2.645972117,9.715750935,3.987476373,9.273190977,3.967229204,2.571540833,3.410193425,6.701650144,3.826181752,7.729429008,3.888147413,6.189141036,3.791630379,1.540287972,3.187601924
OO,O,O,4,14,18,9,0,0,1,0,mismatch2,1,0.443876028,0.546087027,0.543637991,5.594930887,0.590838909,3.773744822,0.47683692,0.829425097,0.844825983,0.442781925,n,3.692626953,2.647261691,2.737261859,2.735309799,3.747794726,2.771469088,3.57677253,2.678369874,2.918777172,2.926767262,2.646189884,12.20744467,4.086624764,11.76466274,4.070579482,6.684655905,3.825079057,5.080006839,3.705864297,7.444830895,3.871854837,1.306262017,3.116030299,6.138568878,3.788067133
OO,O,O,10,38,48,9,1,0,0,0,match,1,0.459300041,3.138168097,0.639861822,0.528575897,1.129987001,4.006942987,0.559900999,0.629113913,2.448745012,0.492662907,y,2.988969088,2.662096484,3.496676203,2.806086198,2.723107355,3.053073448,3.602813163,2.748111242,2.79872929,3.388943564,2.692549865,9.995226622,3.999792645,9.502563715,3.97784079,4.306605816,3.634135123,5.195957899,3.715665623,2.357452631,3.372442975,1.189014912,3.075187301,1.168437719,3.067605568
OS,O,S,14,56,70,9,0,0,1,0,match,1,0.476463079,0.395941019,0.542279959,1.114126921,9.306070089,4.225087166,0.611974955,0.509886026,1.613129854,0.609807968,y,2.218056917,2.678029253,2.597630496,2.734223555,3.046934668,3.968766319,3.625835673,2.786733649,2.70747311,3.207669329,2.785193095,8.009104014,3.903583934,7.399296046,3.869190404,2.052347899,3.312250981,5.346948147,3.728105972,2.778267861,3.443774115,1.121860981,3.049939043,1.65640688,3.219167026
OO,O,O,18,70,88,9,1,0,0,0,match,1,0.476684093,0.513329983,0.756453037,5.545173883,1.079458952,0.579790115,3.185852051,0.545204878,0.626394987,0.459376097,y,2.163609028,2.67823066,2.710396632,2.878781971,3.743915169,3.033206132,2.763270807,3.503225604,2.736559733,2.796848273,2.662168394,11.58518004,4.063902788,11.12580395,4.046331403,6.814956903,3.833463114,4.310847044,3.634562614,10.03268385,4.001417127,3.731056929,3.571831876,6.30162692,3.799452688
OS,O,S,4,16,20,9,1,0,0,0,mismatch2,1,0.510194063,3.138093948,1.864457846,0.795956135,0.892264128,5.478682041,3.17066288,0.593657017,0.393630028,0.459033966,n,5.099117994,2.707735401,3.496665941,3.270552569,2.900889135,2.950493433,3.738676097,3.501150068,2.773535606,2.595088221,2.661844822,15.50054383,4.190346936,15.04150987,4.177291433,5.798507929,3.763316255,9.243001938,3.965813044,6.424733878,3.807855143,3.764319897,3.575686523,2.660413981,3.424949221
SS,S,S,19,73,92,9,0,0,1,0,match,1,0.510415077,0.44590497,0.645320177,3.068830013,1.061969996,1.349050045,1.514703035,0.994289875,0.491953135,0.559678078,y,2.135972977,2.707923494,2.649242313,2.809775244,3.486972833,3.026112247,3.130028061,3.180327496,2.997513017,2.691923732,2.747938296,8.577776193,3.933374711,8.018098115,3.904071366,4.16005516,3.619099089,3.858042955,3.586367059,6.2231431,3.794009788,2.50899291,3.399499434,3.71415019,3.569859461
OO,O,O,20,78,98,9,0,0,1,0,mismatch1,1,0.510436058,0.562742949,0.592839956,5.912955999,4.553946018,0.526338816,3.14768219,1.230943203,0.894991159,0.409730911,n,1.118581057,2.707941346,2.750310062,2.772937466,3.771804647,3.658387878,2.721265399,3.497990877,3.090238015,2.951818745,2.612498729,12.38323402,4.09283408,11.97350311,4.078221231,7.068538904,3.849329653,4.904964209,3.690635843,10.88442135,4.036805345,4.378625393,3.641337791,6.505795955,3.813300438
SO,S,O,15,59,74,9,1,0,0,0,mismatch1,1,0.510477066,4.810194016,0.612195015,1.329513073,0.459898233,2.034010172,1.279726028,0.378273964,1.377990961,0.643601894,n,3.023674011,2.707976235,3.682162594,2.786889789,3.123692612,2.662661741,3.30835312,3.107117003,2.577806451,3.139246369,2.808617313,11.08751416,4.044834188,10.44391227,4.018863215,6.751902104,3.829426137,3.692010164,3.567262888,3.59970808,3.556267283,1.657999992,3.219584524,1.941708088,3.28818394
OO,O,O,8,30,38,9,0,0,1,0,mismatch2,1,0.542495012,0.462846041,0.476819992,2.801287889,0.424028873,4.943777084,0.74416995,2.702279091,0.393630981,0.34245801,n,4.029512167,2.734395749,2.665436553,2.678354456,3.447357744,2.62739543,3.69405888,2.871672129,3.431730201,2.595089273,2.534607329,12.47363806,4.095993138,12.13118005,4.083903048,3.740953922,3.572982359,8.390226125,3.923773666,6.724556922,3.827663674,3.446449041,3.537371861,3.278107881,3.515623242
SO,S,O,7,27,34,9,1,0,0,0,mismatch1,1,0.543065071,0.512714148,1.180873156,2.19883585,0.877381802,0.730142117,0.661334991,1.264442205,0.441862106,0.576508045,n,1.019636869,2.734851871,2.709875302,3.07220325,3.342192809,2.943188622,2.863407401,2.820421502,3.101898983,2.645286758,2.760805372,7.124850512,3.852775757,6.548342467,3.816131384,3.892423154,3.590220047,2.655919313,3.424214877,5.305486202,3.724725189,1.925777196,3.28460604,3.379709006,3.528879309
SS,S,S,15,57,72,9,0,0,1,0,match,1,0.54386878,0.730426073,0.578521967,6.262191057,0.493072987,1.766943932,0.395170927,0.443682909,4.286809921,0.476376057,y,4.562597036,2.735494129,2.863576267,2.762319854,3.796726314,2.69291121,3.247222769,2.596784986,2.6470727,3.632134227,2.677949925,10.65331292,4.027484684,10.17693687,4.00761708,7.571139097,3.879161225,2.605797768,3.415940708,7.67956686,3.885336726,0.838853836,2.923686295,6.840713024,3.835101372
SO,S,O,1,3,4,9,0,0,1,0,match,1,0.54387188,0.479566813,0.578568935,0.676386118,4.807510138,3.388153076,1.814171791,0.913336992,0.776535034,2.599578142,y,6.889830112,2.735496605,2.680849121,2.762355111,2.830194686,3.681920209,3.529963023,3.25867841,2.960631048,2.890161054,3.414902877,10.44976187,4.019106394,7.850183725,3.894879821,1.734521866,3.239179779,6.115661859,3.786443465,3.982463836,3.600151841,2.727508783,3.435766158,1.254955053,3.098628172
OO,O,O,6,22,28,9,1,0,0,0,match,1,0.559870958,0.428968906,0.643923998,4.591911793,0.728468895,4.759804964,0.493908882,2.451483011,0.559377193,0.559472799,y,2.665510893,2.74808794,2.632425813,2.808834611,3.661993537,2.862411012,3.677589158,2.693646836,3.389428888,2.747704755,2.747778976,13.92947435,4.143934728,13.37000155,4.126131458,5.664804697,3.753184941,7.705196857,3.886783739,8.181227684,3.912818479,2.945391893,3.469143087,5.235835791,3.718986018
SO,S,O,17,67,84,9,0,0,1,0,mismatch2,1,0.560471058,0.529636145,0.595113993,2.851287842,0.844264984,3.388972044,1.898032904,0.528421164,1.696019888,1.579482079,n,4.514649153,2.748553191,2.723977616,2.774600162,3.455041062,2.926478777,3.530067986,3.278303737,2.722980203,3.229430941,3.198514703,11.37094617,4.055796604,9.791464092,3.990847636,3.97603798,3.599450524,5.815426112,3.764581542,5.872855903,3.768849345,2.426454068,3.384972075,3.446401835,3.537365913
SS,S,S,11,41,52,9,0,0,1,0,mismatch1,1,0.576204062,0.613049984,0.42811799,1.295461178,5.342031002,0.579921961,1.681986809,0.360131025,0.893204927,0.425979853,n,1.565358877,2.760576316,2.787495885,2.631563478,3.112424403,3.727706404,2.763369555,3.225822586,2.556460537,2.95095111,2.629389059,5.3846488,3.731157383,4.958668947,3.695365115,2.336629152,3.368589791,2.622039795,3.418639279,3.765697002,3.575845373,2.042117834,3.310080798,1.723579168,3.236431236
OS,O,S,18,72,90,9,0,0,1,0,match,1,0.577554941,0.429113865,0.643468857,3.989853144,0.42739892,1.163697004,2.150598049,0.677522898,3.702672958,0.409173012,y,3.426491022,2.761593304,2.632572547,2.808527532,3.600956911,2.63083342,3.065839916,3.332559247,2.830923977,3.568515354,2.611906981,9.463426829,3.976048429,9.054253817,3.956852665,5.062435866,3.704359534,3.991817951,3.601170727,7.461442948,3.872822823,2.828120947,3.451497978,4.633322001,3.665892483
OS,O,S,8,32,40,9,1,0,0,0,mismatch2,1,0.609652996,1.23099494,0.795207024,7.551458836,0.82536006,2.46888113,0.394604921,2.28274703,0.643963814,0.425874949,n,3.337592125,2.785082712,3.090256268,2.900480207,3.878030859,2.916643449,3.39250018,2.596162497,3.358457786,2.808861464,2.629282095,15.14976883,4.180406006,14.72389388,4.168022679,9.5776608,3.981259452,5.146233081,3.711489452,11.02401781,4.042339906,2.677351951,3.427705465,8.34666586,3.921513028
SO,S,O,9,35,44,9,0,0,1,0,match,1,0.610218048,0.546211004,0.678974867,0.610604048,3.787623882,1.916821003,0.724215984,0.579588175,1.679441929,0.977846861,y,3.593793869,2.785485048,2.737360445,2.831853699,2.785759679,3.578366846,3.282581559,2.859868106,2.763119516,3.225164992,2.990270846,6.034261942,3.780624159,5.056415081,3.703842718,1.835789919,3.263822981,3.220625162,3.507940182,2.593383074,3.413866672,1.303804159,3.115212362,1.289578915,3.110447924
OS,O,S,16,64,80,9,1,0,0,0,mismatch2,1,0.644532919,0.680110216,0.861468077,10.34382796,1.711649895,4.308140993,0.846171141,1.547062874,0.610492945,0.743854046,n,3.196873903,2.809245103,2.832579298,2.935239189,4.014681289,3.233414938,3.634289908,2.927458209,3.189507964,2.78568065,2.87148773,19.33063531,4.286246127,18.58678126,4.269204188,11.88540625,4.075014031,6.701375008,3.826163922,13.59853005,4.133491965,2.393234015,3.378985167,11.20529604,4.049423335
OO,O,O,16,62,78,9,0,0,1,0,mismatch1,1,0.660805941,0.613396883,1.614005804,6.28055501,0.77463007,0.495846987,2.098490953,0.579088926,1.747550964,0.827208042,n,3.553270102,2.820073939,2.787741565,3.207905092,3.797998024,2.889094352,2.695347679,3.321907101,2.76274526,3.24242985,2.917614748,12.50859261,4.097208448,11.68138456,4.067494322,8.507957697,3.929825322,3.173426866,3.501528494,10.57214069,4.024162934,2.677579879,3.427742436,7.894560814,3.897327975
SS,S,S,3,9,12,9,0,0,1,0,mismatch1,1,0.661000967,1.064510107,0.395233154,1.212545156,1.045331955,3.338927031,0.428677082,1.8465662,0.425107002,0.643273115,n,2.80616498,2.820202095,3.027149789,2.596853368,3.083697921,3.019254227,3.523606928,2.632130266,3.266364882,2.628498258,2.808395401,8.929731845,3.950838417,8.28645873,3.918368972,2.672288417,3.426883329,5.614170313,3.749285583,3.883021592,3.589169805,2.275243282,3.357027841,1.60777831,3.206226165
SO,S,O,11,43,54,9,1,0,0,0,mismatch1,1,0.677137852,0.412358046,0.528717041,0.876759052,0.510168076,0.429358006,2.500070095,1.080443144,0.775913,0.426471949,n,3.08779192,2.830677092,2.615274473,2.723223308,2.942880258,2.707713279,2.632819565,3.397952185,3.033601918,2.889813028,2.629890471,6.254177333,3.796170191,5.827705384,3.765497588,1.817834139,3.259554255,4.009871245,3.603130428,4.985989332,3.697751345,3.580513239,3.553945284,1.405476093,3.147823463
SO,S,O,19,75,94,9,1,0,0,0,mismatch1,1,0.727791071,0.796652079,0.679160118,1.095923901,1.89802289,4.860152006,1.846736908,0.528968096,1.411006927,1.229186058,n,2.590049982,2.862006723,2.901268694,2.831972175,3.039780399,3.278301446,3.686649852,3.266405029,2.723429479,3.149529146,3.089617626,11.03677917,4.042842353,9.807593108,3.99156244,2.571736098,3.410226401,7.23585701,3.859489976,4.150789023,3.61813066,2.375705004,3.375792512,1.775084019,3.249218914
SS,S,S,5,17,22,9,1,0,0,0,mismatch2,1,0.893877029,2.887125015,0.528269053,1.062002182,1.027415991,0.814164877,1.197029114,1.296986103,0.3583951,0.375837088,n,1.267475128,2.951277777,3.46046559,2.72285517,3.026125409,3.011746321,2.910712363,3.078104713,3.112935323,2.554362063,2.574999635,8.161413432,3.911765378,7.785576344,3.891290768,4.47739625,3.651025531,3.308180094,3.519589144,4.084286452,3.611116194,2.494015217,3.396899099,1.590271235,3.201471203
SO,S,O,3,11,14,9,1,0,0,0,mismatch1,1,1.14537406,0.881165028,1.114109993,1.212711811,1.145115137,1.131592035,0.927249193,1.715964079,1.478356123,0.777131081,n,5.828031063,3.058947343,2.945057252,3.04692807,3.083757607,3.058849156,3.053689882,2.967196464,3.234508192,3.169779064,2.890494279,7.75992322,3.889857424,6.982792139,3.844029114,3.207986832,3.506232577,3.774805307,3.576894557,4.970035076,3.696359454,2.643213272,3.422132206,2.326821804,3.366763125
SO,S,O,13,51,64,9,0,0,1,0,mismatch2,1,1.14589715,0.780339003,0.511636972,8.854249001,0.459050894,1.348987818,1.110984087,1.581976175,2.281271935,0.492775917,n,4.683650017,3.059145639,2.892283314,2.70896192,3.947151731,2.661860838,3.130008028,3.045707838,3.199199939,3.358177058,2.692649475,14.68094897,4.166754129,14.18817306,4.151926477,10.14622498,4.006304488,4.04194808,3.606590731,12.05884624,4.081305757,2.692960262,3.430229945,9.365885973,3.971548866
SS,S,S,17,65,82,9,1,0,0,0,mismatch2,1,1.212362051,0.529298067,0.595069885,1.179077148,0.927191019,1.298597097,2.083427906,1.078484058,1.561796904,0.910688162,n,4.076490879,3.083632334,2.723700308,2.774567972,3.071542222,2.967169216,3.113474428,3.318778477,3.03281373,3.193624558,2.959369691,7.674642323,3.885058144,6.763954161,3.830200656,2.3034451,3.362377866,4.460509061,3.649384426,4.936058997,3.693380342,3.161911964,3.499949774,1.774147033,3.248989609
SS,S,S,7,25,32,9,0,0,1,0,mismatch1,1,1.29500699,0.529309034,0.863357067,1.06217289,1.26257515,2.653365135,0.51187706,1.396603107,1.662249088,0.676758051,n,4.284051895,3.112272113,2.723709306,2.936190448,3.026195213,3.101257237,3.423797018,2.709165667,3.145073004,3.220696103,2.830433431,7.693442344,3.886120703,7.016684293,3.846131936,2.454838991,3.390023013,4.561845302,3.659140554,3.834010124,3.583653255,1.908480167,3.280687651,1.925529957,3.28455028
SS,S,S,9,33,42,9,1,0,0,0,mismatch2,1,1.31241107,2.65300703,1.715854883,0.593770027,2.783752203,2.5864079,2.384323835,0.811356068,1.529017925,0.961195946,n,1.719100952,3.118069885,3.423738401,3.234480555,2.773618271,3.444630574,3.412697018,3.37736524,2.909211489,3.184412577,2.98281193,11.70591569,4.068405392,10.74471974,4.031195092,4.96263194,3.695712066,5.782087803,3.762084682,5.505304813,3.74078137,3.195679903,3.504563271,2.30962491,3.363541455
OS,O,S,20,80,100,9,1,0,0,0,mismatch2,1,1.429825068,0.529649973,0.760133982,3.170643091,0.824966908,5.144370079,0.528676033,0.242537022,0.460590839,0.492925167,n,6.081978083,3.155282907,2.723988954,2.880890148,3.501147358,2.916436528,3.711332204,2.723189623,2.384778041,2.663315296,2.692780992,10.86893535,4.036187005,10.37601018,4.016030389,4.460427046,3.649376441,5.915583134,3.771997562,4.701990128,3.672281713,0.771213055,2.887174373,3.930777073,3.594478414
SS,S,S,13,49,62,9,1,0,0,0,mismatch2,1,2.316563845,0.947435141,1.197112083,3.018320084,0.409623146,0.947771072,2.451246023,1.679677963,0.374956846,0.409394979,n,4.067701101,3.364844274,2.976549489,3.078134814,3.479765294,2.612384489,2.976703449,3.389386902,3.225226024,2.573981287,2.612142512,10.65095735,4.027388645,10.24156237,4.010366214,5.162867308,3.712890963,5.078695058,3.705752137,8.346356153,3.921496913,4.130923986,3.616047204,4.215432167,3.624842105
OS,O,S,10,40,50,9,0,0,1,0,match,1,2.700131893,0.412351131,0.761042118,1.565186024,2.985757113,2.017653227,0.578979015,0.626003981,0.626352787,1.362679958,y,5.762140036,3.431384979,2.61526719,2.881408692,3.194565961,3.475054476,3.304846526,2.762662823,2.796577095,2.796819014,3.134393868,7.323895454,3.864742136,5.961215496,3.775334822,2.738579273,3.437525317,3.222636223,3.508211284,3.531211138,3.547923686,1.204982996,3.080980918,2.326228142,3.366652305
OO,O,O,13,50,63,10,0,1,0,0,mismatch2,1,0.443585873,0.630230904,0.762155771,2.637306929,0.594172001,0.613947868,1.329694986,1.767739058,4.375123024,0.52711606,n,4.611073971,2.646977707,2.799499695,2.882043742,3.421160676,2.773912183,2.788131496,3.123752031,3.247418158,3.640990269,2.721906248,8.268191576,3.917410531,7.741075516,3.888801304,4.029693604,3.605272026,3.711381912,3.569535647,6.496896744,3.812705965,3.097434044,3.491002067,3.3994627,3.53141028
OO,O,O,16,62,78,10,0,0,1,0,mismatch1,1,0.510859013,0.463298082,0.576688766,1.265581846,1.04328084,2.119576931,1.515047073,3.039592028,0.511076212,0.426414013,n,7.411772013,2.70830106,2.665860502,2.760941491,3.102290237,3.018401232,3.326249184,3.180426127,3.482815297,2.708485667,2.629831468,9.406198739,3.973414151,8.979784726,3.953265925,2.305568694,3.362778066,6.674216032,3.82440026,6.396909713,3.805970221,4.554639101,3.65845397,1.842270612,3.265353424
OS,O,S,10,40,50,10,0,0,1,0,match,1,0.526404858,0.898250103,0.660768032,1.382566929,0.595546961,0.563625813,8.662493944,0.810950994,0.509778976,0.643862009,y,5.953784943,2.721319889,2.953397276,2.820049024,3.140686164,2.774916013,2.750990875,3.937642944,2.90899461,2.707381921,2.8087928,13.62251782,4.134257385,12.97865582,4.113229715,2.941585064,3.468581412,10.03707075,4.001606985,11.5167799,4.061331067,9.473444938,3.976507935,2.043334961,3.310339566
OS,O,S,3,12,15,10,0,1,0,0,mismatch1,1,0.560585022,1.635271072,5.029528141,2.169135809,0.560554981,0.480033875,0.542171955,2.066367149,1.680382013,0.911971092,n,8.029706955,2.74864149,3.213589754,3.701527242,3.336286744,2.748618216,2.681271886,2.734137049,3.315207489,3.225408024,2.959981072,12.83447909,4.108378247,11.922508,4.076367623,8.833935022,3.9461542,3.088572979,3.489757868,9.807203054,3.991545167,2.608539104,3.416397352,7.19866395,3.8572519
SO,S,O,1,3,4,10,0,0,1,0,match,1,0.561432838,0.675873995,0.676495075,1.648064852,2.518420935,0.563485146,2.167509794,3.039382935,0.576125145,3.789710045,y,8.299268007,2.749297811,2.829865737,2.830264639,3.216974297,3.401128321,2.750882472,3.335961069,3.482785421,2.76051683,3.578605983,12.56052184,4.099007683,8.770811797,3.943039792,3.000433922,3.477184067,5.770377875,3.761204254,7.531452656,3.87687875,5.206892729,3.716578631,2.324559927,3.366340747
SO,S,O,14,55,69,10,0,1,0,0,match,1,0.561487198,1.065273046,0.763609886,1.045404911,0.962849855,0.81480217,0.594265938,1.500002146,0.626333952,0.627478123,y,2.913527012,2.749339859,3.027460938,2.882871542,3.019284536,2.983558569,2.911052177,2.773980838,3.17609188,2.796805954,2.797598589,6.41083622,3.806914682,5.783358097,3.762180084,2.874287843,3.458530258,2.909070254,3.46375421,3.903282881,3.591430027,2.094268084,3.321032274,1.809014797,3.257442119
SO,S,O,2,7,9,10,0,1,0,0,match,1,0.59346509,0.713855028,3.742952824,0.878779888,1.599020958,0.530237913,2.184529066,3.172821045,0.46013689,0.526542902,y,4.932026863,2.773395177,2.853610023,3.573214353,2.943880109,3.203854156,2.724470777,3.339357828,3.501445578,2.662887053,2.721433763,11.74971867,4.070027468,11.22317576,4.050115764,5.33558774,3.727182266,5.887588024,3.769937413,9.979082823,3.999090627,5.357350111,3.728950029,4.621732712,3.664804825
OO,O,O,4,14,18,10,0,0,1,0,mismatch2,1,0.594670057,0.462847948,0.728383064,1.734300137,0.792382002,0.563445091,3.322105885,1.382951975,0.477005005,0.527346134,n,4.449347973,2.774276071,2.665438343,2.862359839,3.239124258,2.898934603,2.750851599,3.521413471,3.140807099,2.678522936,2.722095767,8.721380234,3.940585221,8.1940341,3.913497767,2.925531149,3.466204727,5.268502951,3.721687228,7.167741061,3.855382308,4.70505786,3.672564968,2.462683201,3.391408548
OS,O,S,19,76,95,10,0,1,0,0,mismatch1,1,0.644817829,0.529618025,1.381610155,0.562235117,0.795234919,3.710061073,1.432428837,0.743603945,0.508854151,0.627488852,n,6.908282042,2.809437037,2.723962757,3.140385517,2.749917968,2.900495442,3.569381059,3.156073055,2.871341685,2.706593322,2.797606015,8.987046004,3.953616965,8.359557152,3.922183271,2.473463297,3.39330547,5.886093855,3.769827183,4.119878054,3.614884361,2.176032782,3.337665434,1.943845272,3.288661693
SS,S,S,15,57,72,10,0,0,1,0,match,1,0.644959927,0.697201967,1.081567049,6.067013025,1.280416012,0.596637011,0.713643074,2.402025938,0.843660116,0.594099045,y,4.077809095,2.809532732,2.843358604,3.034053448,3.782974927,3.107351096,2.77571019,2.853481055,3.380577693,2.926167518,2.773858854,12.15218711,4.084654448,11.55808806,4.062885999,7.845782041,3.894636239,3.712306023,3.56964377,10.26424909,4.011327183,3.115669012,3.493551315,7.148580074,3.854219786
SO,S,O,9,35,44,10,0,0,1,0,match,1,0.656709194,0.613859892,0.880012989,4.628457069,0.560498953,0.697627068,2.502281904,1.918005943,1.245687008,0.710974932,y,3.096789837,2.817373097,2.788069259,2.944489082,3.66543624,2.748574806,2.843623323,3.398336235,3.282849949,3.095408935,2.851854288,11.9512198,4.077412234,11.24024487,4.050775772,6.12232995,3.786916731,5.117914915,3.709093061,9.928757905,3.996894921,4.420287847,3.645450551,5.508470058,3.741030993
