Rctype,RC1,RC2,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,R23467810,log_R23467810,R234678,log_R234678,RC1_rt,log_RC1_rt,RC2_rt,log_RC2_rt,R3478,log_R3478,R78,log_R78,R34,log_R34
SO,S,O,13,51,64,23,0,0,1,0,mismatch2,1,0.493726969,0.595795155,0.542777061,4.723672867,0.375986099,0.596123934,0.592206955,0.479170799,0.608515978,0.476588964,n,2.760409832,2.69348685,2.775096967,2.734621485,3.674279813,2.575171788,2.775336559,2.772473504,2.680490344,2.784271986,2.678143982,8.006335735,3.903433798,7.529746771,3.876780371,5.862245083,3.768063971,1.667501688,3.222066282,6.337827682,3.801940427,1.071377754,3.029942624,5.266449928,3.721517959
OS,O,S,6,24,30,23,0,0,1,0,match,1,0.543009043,0.730495214,1.078727961,2.183511019,0.678494215,0.479088068,0.595968008,1.362785101,2.348106146,0.576133966,y,3.80574894,2.734807062,2.863617375,3.032911936,3.339155388,2.831546149,2.680415355,2.775222947,3.134427377,3.370717725,2.76052348,7.006709337,3.845514102,6.430575371,3.808249833,3.992734194,3.601270399,2.437841177,3.387005408,5.220992089,3.717753035,1.958753109,3.291979699,3.26223898,3.513515773
SO,S,O,4,15,19,23,0,0,0,1,mismatch2,1,0.544187069,0.445622921,1.230856895,2.64985013,0.87577796,0.579290867,0.677494049,0.779393911,4.25564599,0.676686049,n,6.316194057,2.735748218,2.648967521,3.090207563,3.423221312,2.942394011,2.762896682,2.830905485,2.891757009,3.628965494,2.830387223,7.039194822,3.847522985,6.362508773,3.803628394,4.326329946,3.636119638,2.036178827,3.308815917,5.337594985,3.727345617,1.45688796,3.163426154,3.880707025,3.588910857
OS,O,S,17,68,85,23,0,0,0,1,mismatch2,1,0.560706854,0.529506922,0.844297171,5.979743004,0.627057076,0.809717894,1.264277935,2.098643065,0.475126028,0.560137033,n,6.314726114,2.748735865,2.723871642,2.926495334,3.776682519,2.797307073,2.908333737,3.101842558,3.321938581,2.676808822,2.748294287,12.08632302,4.082294197,11.52618599,4.061685623,7.353547097,3.866496878,4.172638894,3.620410802,10.18696118,4.008044651,3.362921,3.526716665,6.824040175,3.834041575
SO,S,O,12,47,59,23,0,0,0,1,mismatch2,1,0.608130932,0.44608593,0.544851065,1.631049156,1.410140038,0.713449955,1.496902943,0.474166155,0.443364143,0.52640605,n,3.147020102,2.783997094,2.649418525,2.736277804,3.21246705,3.149262244,2.853363515,3.175193642,2.675930552,2.646760567,2.721320872,5.832911254,3.765885369,5.306505204,3.724808594,2.621986151,3.418630393,2.684519053,3.428866491,4.146969319,3.617730822,1.971069098,3.294701849,2.175900221,3.337638976
SS,S,S,7,25,32,23,0,0,1,0,mismatch1,1,0.626286983,1.047999144,4.842247009,1.614256144,0.944556952,0.479044199,1.481817007,0.711021185,0.575325012,0.543339014,n,8.173759937,2.796773385,3.020360928,3.68504694,3.207972448,2.975228149,2.680375585,3.170794575,2.851882541,2.759913255,2.73507089,10.7197237,4.030183592,10.17638469,4.007593516,7.504502297,3.875321895,2.671882391,3.426817338,8.649341345,3.936983037,2.192838192,3.341006587,6.456503153,3.809997367
OO,O,O,20,78,98,23,0,0,1,0,mismatch1,1,0.644129038,0.763336897,0.776921034,1.297821045,0.608001947,0.562829971,1.111987829,2.534626961,0.360036135,0.526166916,n,6.041337967,2.808972878,2.882716255,2.890376879,3.113214812,2.78390497,2.750377216,3.046100034,3.40391405,2.556346091,2.721123537,7.573690653,3.879307562,7.047523737,3.848036547,2.838078976,3.453024477,4.209444761,3.624224815,5.721356869,3.757499038,3.64661479,3.561889889,2.074742079,3.316964115
OS,O,S,10,40,50,23,0,0,1,0,match,1,0.660011053,0.746768951,1.178792,3.588362932,0.644673109,0.695394993,0.545826197,0.492267132,1.127855062,0.576782942,y,5.342297077,2.819551209,2.873186253,3.07143718,3.554896362,2.809339555,2.842231559,2.737054376,2.692200839,3.052253293,2.761012408,7.824195147,3.893439674,7.247412205,3.860182963,5.513923883,3.741460767,1.733488322,3.23892092,5.805248261,3.763820797,1.038093329,3.0162364,4.767154932,3.678259267
SO,S,O,9,35,44,23,0,0,1,0,match,1,0.676550865,0.881352901,3.370501041,7.064318895,7.364839077,0.863801003,0.844913006,1.19750905,3.417745113,1.211888075,y,4.545716047,2.830300454,2.945149838,3.527694466,3.849070296,3.867163262,2.936413704,2.926811995,3.078278804,3.533739671,3.083462512,15.43428397,4.188486486,14.2223959,4.152972764,11.31617284,4.053699572,2.906223059,3.463328944,12.47724199,4.096118598,2.042422056,3.310145492,10.43481994,4.018484959
SO,S,O,8,31,39,23,0,0,0,1,mismatch2,1,0.693363905,0.629613876,0.545176983,5.760687828,0.139496803,1.064487934,0.677195072,0.712275982,2.366441011,1.579596996,n,4.823436022,2.840961229,2.799074291,2.736537512,3.760474341,2.144564255,3.027140743,2.830713789,2.8526483,3.374095683,3.198546299,10.96903467,4.040168409,9.389437675,3.972639584,6.935478687,3.841076441,2.453958988,3.3898673,7.695335865,3.886227579,1.389471054,3.142849504,6.305864811,3.799744656
OO,O,O,15,58,73,23,0,0,0,1,mismatch1,1,0.694275141,0.629560947,0.694562912,0.808472872,1.630269051,0.462883949,0.79457593,0.445268154,1.32763505,0.50983882,n,4.76116395,2.841531615,2.79903778,2.841711589,2.907665452,3.212259284,2.665472121,2.900135405,2.648621635,3.123078709,2.7074329,4.345163584,3.638006131,3.835324764,3.583802145,2.132596731,3.328908739,1.702728033,3.231145286,2.742879868,3.438206787,1.239844084,3.093367074,1.503035784,3.17696932
OO,O,O,16,62,78,23,0,0,1,0,mismatch1,1,0.694440126,0.729897022,4.205639124,3.337291956,3.232577085,1.014368057,0.66099,0.745944977,0.694163799,1.312150002,n,6.620193005,2.841634807,2.863261592,3.623832004,3.523394202,3.50954889,3.006195565,2.820194889,2.872706794,2.841461961,3.117983485,12.00628114,4.079408509,10.69413114,4.029145505,8.272828102,3.917654,2.421303034,3.384049146,8.949866057,3.951816536,1.406934977,3.148274027,7.54293108,3.87754014
SS,S,S,11,41,52,23,0,0,1,0,mismatch1,1,0.710171938,0.646006107,1.013514996,2.882811785,1.162274837,1.248555183,3.370859861,1.145461082,0.825624943,1.045222044,n,16.47077608,2.851363507,2.810236624,3.005830179,3.459816289,3.065308836,3.096407742,3.527740698,3.058980338,2.916782805,3.019208561,11.35243106,4.055088873,10.30720901,4.013141083,4.542332888,3.657278959,5.764876126,3.76078998,8.412647724,3.924932703,4.516320943,3.654784797,3.896326781,3.590655374
SS,S,S,10,37,47,23,0,0,0,1,match,1,0.7105968,0.428951979,0.896415949,2.700901985,2.667816877,0.663138866,0.645107985,2.114544868,0.492094994,0.994383097,y,2.185883999,2.851623247,2.632408676,2.952509575,3.431508824,3.426156016,2.821604482,2.809632418,3.325216905,2.692048947,2.997553733,8.443444729,3.926519665,7.449061632,3.872101568,4.026269913,3.604902886,3.422791719,3.534380473,6.356970787,3.803250216,2.759652853,3.440854454,3.597317934,3.555978823
SS,S,S,6,21,27,23,0,0,0,1,match,1,0.743623972,0.4623909,0.745813131,0.727912903,2.26644516,0.529533148,0.929997921,0.627317905,1.946822166,0.459599972,y,3.559218884,2.871353382,2.665009278,2.872630025,2.862079418,3.355345215,2.723893151,2.968481978,2.797487683,3.289326282,2.662379994,4.48256588,3.651526681,4.022965908,3.604546352,1.936116934,3.286931583,2.086848974,3.31949102,3.03104186,3.481591934,1.557315826,3.192376697,1.473726034,3.168416756
SO,S,O,16,63,79,23,0,0,0,1,mismatch2,1,0.761121035,0.696542025,1.699247837,4.790179968,0.658111811,3.655120134,0.87775588,0.56178093,0.477334023,0.576400042,n,3.774379015,2.881453725,2.842947324,3.230256726,3.68035183,2.818299685,3.562901656,2.943373747,2.749566993,2.678822391,2.760724004,12.85702682,4.10914055,12.28062677,4.089220533,7.18596983,3.85648539,5.094656944,3.707114945,7.928964615,3.89921648,1.43953681,3.158222775,6.489427805,3.812206405
SS,S,S,19,73,92,23,0,0,1,0,match,1,0.761565924,0.428813934,1.030408144,3.820847988,1.747500896,0.763447046,1.480942965,0.425822973,0.591890812,1.01127696,y,6.140275002,2.881707503,2.632268889,3.013009283,3.58215976,3.242417407,2.882778919,3.170538333,2.629229088,2.772241598,3.004870113,8.96156001,3.952383617,7.95028305,3.900382591,5.280070066,3.722639686,2.670212984,3.426545903,6.75802207,3.829819606,1.906765938,3.280297385,4.851256132,3.685854205
OO,O,O,7,26,33,23,0,0,0,1,mismatch1,1,0.776566029,0.445268869,1.229975939,0.34453392,1.763934135,0.713160038,0.911637068,0.813235998,0.74249506,0.50505805,n,3.366799831,2.890178388,2.648622332,3.089896616,2.537231985,3.246482365,2.853186999,2.959821976,2.910216594,2.870693569,2.703341298,4.962869882,3.695732889,4.457811832,3.649121733,2.019778728,3.305303794,2.438033104,3.387039598,3.299382925,3.518432723,1.724873066,3.236757141,1.574509859,3.197145384
OO,O,O,12,46,58,23,0,0,1,0,mismatch2,1,0.80663991,0.930614948,1.27986908,3.220225096,3.651091814,0.462205887,0.594458103,0.879607201,0.426413059,0.560302973,n,5.582568169,2.906679706,2.968770024,3.107165547,3.50788623,3.562422754,2.664835473,2.774121251,2.944288776,2.629830497,2.748422927,7.927283288,3.899124378,7.366980315,3.867289509,5.430709124,3.734856542,1.936271191,3.286966184,5.97415948,3.776276812,1.474065304,3.168516724,4.500094176,3.653221603
OO,O,O,3,10,13,23,0,0,0,1,mismatch1,1,0.861612082,1.415686131,2.015399933,4.858188152,0.509508848,3.421848059,1.044782162,0.478380919,2.665770054,1.211582899,n,6.803382874,2.93531178,3.150966977,3.30436124,3.686474331,2.70715173,3.534260722,3.019025749,2.679773849,3.425822685,3.083353135,14.44586826,4.15974365,13.23428536,4.121700495,8.289274216,3.918516507,4.94501114,3.694167274,8.396751166,3.924111283,1.523163081,3.182746405,6.873588085,3.837183503
SS,S,S,14,53,67,23,0,0,0,1,match,1,0.862263918,1.047787905,5.745277882,1.175522804,2.082418919,3.204638958,1.548114061,1.429816008,0.826831818,1.061354876,y,3.282684803,2.935640213,3.020273381,3.759311039,3.070231058,3.318568101,3.505779108,3.189802955,3.155280155,2.917417181,3.025860619,15.21251249,4.182200948,14.15115762,4.150791968,7.968588591,3.901381405,6.182569027,3.791168974,9.898730755,3.995579512,2.977930069,3.473914495,6.920800686,3.840156342
OS,O,S,18,72,90,23,0,0,1,0,match,1,0.911710024,0.579041004,2.014757872,12.1653769,0.661668062,0.378711939,3.990126133,0.710999012,0.4923141,0.509446859,y,5.680011034,2.95985673,2.762709319,3.304222861,4.085125569,2.820640172,2.578308997,3.600986625,2.851868997,2.692242274,2.707098889,20.34845972,4.308531541,19.83901286,4.297520059,14.75917578,4.169062105,5.079837084,3.705849784,18.88125992,4.276030971,4.701125145,3.672201812,14.18013477,4.151680359
SS,S,S,18,69,87,23,0,0,0,1,match,1,0.96185708,0.513142824,1.063742876,1.680331945,2.082906961,1.097770929,1.849323034,0.727185965,0.643338919,0.894363165,y,4.99562192,2.983110546,2.71023826,3.026836665,3.225395084,3.318669871,3.040511726,3.267012779,2.861645488,2.808439825,2.951513904,7.825860738,3.893532115,6.931497573,3.840827076,3.257217645,3.512846779,3.674279928,3.56517224,5.32058382,3.725959289,2.576508999,3.411031664,2.744074821,3.438395949
OS,O,S,9,36,45,23,0,0,0,1,match,1,1.011363983,1.499050856,3.118892908,0.462117195,3.703144073,0.496113062,1.046684027,0.661271095,4.772310972,0.693449974,y,3.092048168,3.004907483,3.175816367,3.494000463,2.664752129,3.568570609,2.695580662,3.019815597,2.82037954,3.678728735,2.841015136,7.977579117,3.90187112,7.284129143,3.862377637,5.080060959,3.705868924,2.204068184,3.343225026,5.288965225,3.723370712,1.707955122,3.232476455,3.581010103,3.554005546
SS,S,S,3,9,12,23,0,0,1,0,mismatch1,1,1.179775,0.36244297,0.394530058,0.410327196,3.135121822,0.345319033,0.679248095,0.559127092,0.408318996,0.442271948,n,3.789090872,3.071799189,2.559239681,2.596080096,2.613130302,3.496254421,2.538220516,2.832028429,2.747510536,2.610999585,2.645689394,3.193266392,3.50423515,2.750994444,3.439489713,1.167300224,3.067182569,1.58369422,3.199671332,2.043232441,3.310317775,1.238375187,3.092852242,0.804857254,2.905718863
SO,S,O,17,67,84,23,0,0,1,0,mismatch2,1,1.379453897,0.51287508,0.979748011,3.854354858,2.699454069,1.148759127,0.911261797,2.049952984,6.66156888,0.87779808,n,7.373352051,3.13970719,2.710011598,2.99111439,3.585951696,3.431275942,3.060228975,2.959643164,3.311743901,3.823576523,2.943394627,10.33474994,4.014299973,9.456951857,3.975751178,5.346977949,3.728108393,4.109973908,3.613839065,7.79531765,3.891833817,2.961214781,3.471469909,4.834102869,3.684315888
OS,O,S,5,20,25,23,0,0,0,1,match,1,1.529088974,0.513071775,1.513574839,4.691655874,0.460067034,0.595877171,3.203835964,0.811423063,0.64181304,0.945044994,y,6.602833986,3.184432757,2.710178124,3.1800039,3.67132615,2.662821115,2.775156747,3.505670272,2.909247347,2.807408537,2.975452486,12.27448368,4.089003233,11.32943869,4.054208393,6.718302488,3.827259554,4.611136198,3.66380795,10.22048974,4.009471707,4.015259027,3.603713567,6.205230713,3.792757933
OS,O,S,1,4,5,23,0,0,0,1,match,1,15.84201002,1.198121071,1.56252408,4.357261896,0.760592222,0.513023138,0.879796982,1.964516878,5.07309103,0.459316969,y,2.883229971,4.199810284,3.078500706,3.193826719,3.639213664,2.88115188,2.710136953,2.944382468,3.293255764,3.705272655,2.66211249,10.93456101,4.038801352,10.47524405,4.02016415,7.117907047,3.852352312,3.357336998,3.525994936,8.764099836,3.942707316,2.84431386,3.453977518,5.919785976,3.772306006
OO,O,O,8,30,38,24,0,0,1,0,mismatch2,1,0.341016054,0.495545864,0.928221941,6.236109972,0.691950083,0.462861061,0.811749935,1.081375122,0.527690172,0.442879915,n,7.93910718,2.532774825,2.695083856,2.96765183,3.794913765,2.840074766,2.665450647,2.909422263,3.033976374,2.722379006,2.646285985,10.45874381,4.019479525,10.0158639,4.000688414,7.659877777,3.88422184,2.355986118,3.372172727,9.05745697,3.957006279,1.893125057,3.277179304,7.164331913,3.855175698
SS,S,S,1,1,2,24,1,0,0,0,match,1,0.343379974,0.395117044,1.984935045,2.199995041,0.507967949,0.462823868,0.527837992,0.510227919,0.425710917,0.426029921,y,1.903606892,2.535774963,2.596725764,3.297746299,3.342421702,2.705836311,2.665415748,2.722500646,2.707764219,2.629114787,2.629440102,6.50696683,3.813378593,6.080936909,3.783970498,4.58004713,3.660869947,1.500889779,3.1763488,5.222995997,3.717919693,1.038065911,3.016224929,4.184930086,3.621688207
SO,S,O,19,75,94,24,1,0,0,0,mismatch1,1,0.343406916,0.463162184,0.412008047,1.046521187,0.460183859,0.58012104,0.811113834,0.512268066,0.475889921,0.492457867,n,2.269254923,2.535809037,2.665733093,2.614905698,3.019748025,2.662931382,2.763518617,2.909081809,2.709497283,2.677506507,2.69236908,4.317652225,3.635247658,3.825194358,3.582653507,1.921691418,3.283683651,1.90350294,3.279553552,2.781911134,3.444343253,1.3233819,3.12168519,1.458529234,3.163915138
OS,O,S,14,56,70,24,0,0,1,0,match,1,0.360584974,0.496186018,0.442636013,2.336602926,0.628801823,0.396045923,1.382656097,0.811665058,0.509590149,0.375990868,y,2.133360147,2.557007625,2.695644522,2.646046745,3.368584916,2.798513792,2.597745547,3.140714173,2.90937685,2.707221024,2.575177297,6.241782903,3.795308659,5.865792035,3.768326661,3.275424957,3.515267654,2.590367078,3.413361312,4.973560094,3.69666737,2.194321155,3.34130019,2.779238939,3.443925886
SS,S,S,5,17,22,24,1,0,0,0,mismatch2,1,0.375583887,0.463095903,0.645509005,0.861838818,0.777066946,0.412577868,0.445886135,0.426458836,0.392183065,0.342285872,n,1.448676109,2.574706952,2.665670939,2.809902305,2.935426051,2.890458436,2.615505927,2.649223968,2.629877117,2.593488836,2.534388974,3.597652437,3.556019205,3.255366565,3.512599899,1.970443726,3.294564036,1.284922839,3.108877049,2.379692794,3.376520896,0.872344971,2.940688262,1.507347823,3.178213478
OO,O,O,10,38,48,24,1,0,0,0,match,1,0.376403093,2.421000004,1.11272192,2.37031579,0.39430809,0.412893057,0.559649944,0.428866863,0.726605892,0.510423183,y,2.754205942,2.575653183,3.38399479,3.046386643,3.37480621,2.595835688,2.61583758,2.747916465,2.632322491,2.861298915,2.707930391,7.815870761,3.89297737,7.305447578,3.863646829,5.904037714,3.771149123,1.401409864,3.14656517,4.471554517,3.65045853,0.988516807,2.994984058,3.48303771,3.541958176
SO,S,O,15,59,74,24,1,0,0,0,mismatch1,1,0.376435995,0.463279009,0.94739604,3.121613979,0.426592827,0.429655075,0.627863169,0.562731028,0.79321599,0.376344919,n,2.671849012,2.575691144,2.665842623,2.976531565,3.494379197,2.630013549,2.633119946,2.797865008,2.750300862,2.89939146,2.575586057,6.528883219,3.814838901,6.1525383,3.789054326,4.532289028,3.656317597,1.620249272,3.209581835,5.259604216,3.720953065,1.190594197,3.075763761,4.069010019,3.609488759
OS,O,S,20,80,100,24,1,0,0,0,mismatch2,1,0.426733971,1.901067972,1.289085865,3.260941029,0.553668976,0.412708044,0.695876122,0.545068026,0.395808935,0.357130051,n,2.714076996,2.630157217,3.278997645,3.110281846,3.513342945,2.743250189,2.615642934,2.842531935,2.736450707,2.597485594,2.552826396,8.461877109,3.927466714,8.104747058,3.908739465,6.451094866,3.809633428,1.653652192,3.218444171,5.790971042,3.762751393,1.240944148,3.093752235,4.550026894,3.658013964
OS,O,S,10,40,50,24,0,0,1,0,match,1,0.460072041,0.747695208,0.643589973,2.018668175,0.528455973,0.412718058,0.595081091,0.492795944,0.442883015,0.409289122,y,8.48448205,2.662825842,2.873724597,2.808609269,3.305064936,2.723008811,2.615653471,2.774576151,2.692667125,2.646289025,2.612030202,5.319837571,3.725898372,4.910548449,3.69113,3.409953356,3.532748438,1.500595093,3.176263522,3.750135183,3.574046923,1.087877035,3.036579809,2.662258148,3.425250165
OO,O,O,18,70,88,24,1,0,0,0,match,1,0.460309982,0.814580202,0.761381149,1.382398129,0.512099028,0.462548018,0.691465139,0.546092987,0.659944057,0.493707895,y,3.022316933,2.663050393,2.910933851,2.88160212,3.140633137,2.709353952,2.665156824,2.83977029,2.737266599,2.819507122,2.693470072,5.152173519,3.711990481,4.658465624,3.668242895,2.95835948,3.471050945,1.700106144,3.230476037,3.381337404,3.529088509,1.237558126,3.092565606,2.143779278,3.331180069
OS,O,S,4,16,20,24,1,0,0,0,mismatch2,1,0.464239836,0.61668992,1.319895983,4.142373085,0.490662813,0.428525925,0.430254936,0.535117865,0.386301994,0.511022091,n,2.035670042,2.666742404,2.79006685,3.120539707,3.617249211,2.690783144,2.631977101,2.633725861,2.72844945,2.58692695,2.708439675,7.983879805,3.90221399,7.472857714,3.873486713,6.078958988,3.783829213,1.393898726,3.144231221,6.427641869,3.808051671,0.965372801,2.984695059,5.462269068,3.737373089
OO,O,O,6,22,28,24,1,0,0,0,match,1,0.492743969,0.647485018,1.246785879,2.738038778,0.527745008,0.396209002,0.342890024,0.512212992,0.491386175,0.375927925,y,2.292212963,2.692621317,2.811229724,3.095791875,3.437439595,2.722424134,2.597924339,2.53515485,2.70945059,2.691422934,2.575104588,6.259549618,3.796543086,5.883621693,3.769644741,4.632309675,3.665797585,1.251312018,3.097365616,4.839927673,3.684838872,0.855103016,2.932018438,3.984824657,3.600409216
SO,S,O,11,43,54,24,1,0,0,0,mismatch1,1,0.510222912,0.463096857,0.562558889,0.542738914,0.761920929,0.613538027,1.782793045,0.428765059,0.441504002,0.410527945,n,2.200810909,2.707759957,2.665671833,2.750167991,2.734590961,2.881909903,2.787841485,3.251100931,2.632219387,2.644934645,2.613342725,4.804018736,3.681604693,4.393490791,3.64280972,1.56839466,3.195455355,2.825096131,3.45103323,3.316855907,3.520726605,2.211558104,3.344698354,1.105297803,3.043479307
SO,S,O,17,67,84,24,0,0,1,0,mismatch2,1,0.510768175,0.530057907,1.1983881,2.602545977,0.560590029,0.563655853,1.01177001,1.182223082,1.496486187,0.426295996,n,5.317822933,2.708223829,2.724323317,3.078597488,3.415398411,2.748645369,2.751014021,3.005081802,3.072699434,3.175072713,2.629711254,7.514936925,3.87592534,7.088640929,3.850562978,4.330991984,3.63658738,2.757648945,3.440538979,5.994927169,3.777783911,2.193993092,3.341235256,3.800934077,3.579890337
OO,O,O,2,6,8,24,1,0,0,0,match,1,0.511123896,0.881507874,1.531094074,0.462379932,1.180866957,0.41241622,0.41075182,0.411729097,0.543484926,0.459405184,y,3.420902967,2.708526186,2.945226196,3.185001876,2.664998977,3.07220097,2.615335737,2.613579496,2.61461156,2.735187503,2.662195892,4.569284201,3.659848171,4.109879017,3.613829038,2.87498188,3.458635112,1.234897137,3.091630784,2.815954923,3.449625698,0.822480917,2.91512583,1.993474006,3.299610577
OO,O,O,20,78,98,24,0,0,1,0,mismatch1,1,0.527441978,0.580499887,0.643772125,1.131530046,0.892870903,0.529644966,0.6277771,0.528923988,0.427664995,0.376095057,n,1.383469105,2.722174691,2.76380214,2.808732168,3.05366609,2.95078867,2.723984849,2.797805469,2.723393264,2.631103704,2.575297626,4.418243169,3.645249615,4.042148112,3.606612223,2.355802058,3.372138797,1.686346054,3.226946701,2.932003259,3.467164449,1.156701088,3.063221144,1.775302171,3.249272284
SS,S,S,15,57,72,24,0,0,1,0,match,1,0.52791214,0.814678192,0.595822096,2.552654028,0.62749505,0.530225992,0.545453787,0.427485943,0.492327929,0.460124969,y,3.809706926,2.722561649,2.910986091,2.775116605,3.406991957,2.797610304,2.724461013,2.736757961,2.630921838,2.692254473,2.662875801,5.926445007,3.772794259,5.466320038,3.737695055,3.963154316,3.598040983,1.503165722,3.177006864,4.121415854,3.615046437,0.97293973,2.988085938,3.148476124,3.498100404
SO,S,O,1,3,4,24,0,0,1,0,match,1,0.543896914,0.597074986,1.449337959,5.145420074,0.527415037,0.445594788,0.929527044,0.529070854,1.028027058,0.376133919,y,6.580416918,2.735516595,2.776028877,3.161169667,3.711420837,2.722152508,2.648940102,2.96826203,2.723513837,3.012004546,2.575342499,9.472159624,3.976449008,9.096025705,3.958851679,7.191833019,3.856839595,1.904192686,3.279710893,8.053355931,3.905976894,1.458597898,3.163935583,6.594758033,3.819198866
OO,O,O,12,46,58,24,0,0,1,0,mismatch2,1,0.56024909,0.562969923,1.196815968,0.479240179,1.830074072,0.629983902,0.477032185,0.445497036,0.442914963,0.376260042,n,1.620819092,2.74838116,2.750485193,3.078027375,2.680553222,3.262468668,2.799329452,2.678547682,2.648844819,2.646320352,2.5754881,4.167799235,3.619906791,3.791539193,3.57881555,2.23902607,3.35005915,1.552513123,3.19103528,2.598585368,3.414736989,0.922529221,2.964980131,1.676056147,3.224288563
OO,O,O,14,54,68,24,1,0,0,0,match,1,0.577686071,0.563360929,0.65989995,1.934983015,0.394221067,0.530023813,1.013166904,0.427956104,0.526300907,0.376019955,y,2.061830997,2.761691896,2.750786724,2.819478095,3.286677157,2.595739829,2.724295382,3.005680995,2.631399225,2.721234118,2.575210893,5.50541067,3.74078972,5.129390715,3.710065781,3.158243894,3.499445665,1.971146821,3.294718974,4.036005973,3.6059518,1.441123008,3.158701052,2.594882965,3.414117775
OS,O,S,18,72,90,24,0,0,1,0,match,1,0.577805042,0.446085215,0.526613951,2.136234999,0.528141975,0.530143023,0.947563887,0.393354893,0.509727001,0.426262856,y,4.894817114,2.761781327,2.649417829,2.72149236,3.329649026,2.722750685,2.72439305,2.976608501,2.594784557,2.707337639,2.62967749,5.406258824,3.732896834,4.979995968,3.697228991,3.108934165,3.492611525,1.871061803,3.272088133,4.00376773,3.602468875,1.34091878,3.127402473,2.66284895,3.425346532
SS,S,S,19,73,92,24,0,0,1,0,match,1,0.59087801,0.753392935,2.362354994,1.383507013,0.776379824,0.419534206,0.53200078,0.472603083,0.441418886,0.377077103,y,1.508299112,2.771497828,2.877021543,3.37334516,3.140981365,2.890074241,2.622767376,2.725912269,2.67449655,2.64485091,2.576430162,6.300470114,3.799372956,5.923393011,3.772570549,4.499254942,3.653140602,1.424138069,3.153552096,4.75046587,3.676736202,1.004603863,3.001994844,3.745862007,3.573551774
SS,S,S,13,49,62,24,1,0,0,0,mismatch2,1,0.594321012,2.086414814,3.441130877,2.000532866,1.226378918,0.663924932,0.981097937,0.626817942,0.576086044,0.543903112,n,5.922816992,2.774021085,3.319400658,3.536701191,3.301145691,3.088624676,2.822118978,2.991712363,2.797141419,2.760487354,2.735521544,10.34382248,4.014681059,9.799919368,3.991222502,7.528078557,3.876684142,2.271840811,3.356377897,7.049579622,3.84816322,1.607915879,3.206263324,5.441663743,3.735731702
SS,S,S,9,33,42,24,1,0,0,0,mismatch2,1,0.660967112,0.680090189,0.71273303,1.264317989,0.527431965,0.495855808,0.646471024,0.460598946,0.409126997,0.376015186,n,2.436769962,2.820179851,2.83256651,2.852926886,3.101856317,2.722166447,2.695355405,2.810549064,2.66332294,2.611858138,2.575205385,4.636082172,3.666151125,4.260066986,3.629416428,2.657141208,3.424414635,1.602925778,3.204913413,3.084120989,3.489131407,1.10706997,3.04417507,1.977051019,3.296017877
SS,S,S,11,41,52,24,0,0,1,0,mismatch1,1,0.677464962,0.446110964,0.730108023,0.643234968,1.564506054,0.513479948,1.198324203,0.86213398,0.592605829,0.493566036,n,2.485272884,2.830886839,2.649442897,2.863387121,2.808369646,3.194377248,2.710523489,3.078574331,2.935574763,2.772765919,2.693345267,4.886958122,3.689038617,4.393392086,3.642799963,1.819453955,3.259941069,2.573938131,3.410598104,3.433801174,3.535775145,2.060458183,3.313963805,1.373342991,3.137779015
SO,S,O,13,51,64,24,0,0,1,0,mismatch2,1,0.711816072,0.613981009,0.712560892,8.410166979,0.476539135,0.396303177,0.69363308,0.412182808,0.391993046,0.359601974,n,1.468008041,2.85236779,2.788154938,2.852821983,3.924804619,2.678098572,2.598027554,2.841129797,2.615089874,2.593278363,2.555822067,11.59842992,4.064399203,11.23882795,4.050721023,9.73670888,3.988412185,1.502119065,3.176704358,10.22854376,4.009813807,1.105815888,3.043682825,9.122727871,3.96012472
SO,S,O,5,19,24,24,0,0,1,0,match,1,1.163037062,0.563266039,0.528958797,1.213227987,0.476562977,0.580402851,0.611526012,0.579087973,0.927671909,0.55659008,y,2.874352932,3.065593554,2.750713567,2.723421844,3.08394242,2.6781203,2.763729537,2.786414935,2.762744545,2.967394406,2.745535462,4.633059739,3.6658679,4.076469659,3.610284214,2.305452823,3.36275624,1.771016836,3.24822269,2.932800769,3.467282561,1.190613985,3.075770979,1.742186784,3.241094715
OS,O,S,2,8,10,24,0,0,1,0,mismatch1,1,1.414450884,1.098994017,1.213291883,2.6548419,1.063616991,0.61393404,1.030680895,0.511219978,0.526544094,0.627179146,n,3.474058151,3.150587871,3.040995328,3.083965292,3.424038663,3.026785266,2.788121714,3.013124226,2.708607817,2.721434746,2.797391609,7.750141859,3.889309652,7.122962713,3.852660671,4.9671278,3.696105334,2.155834913,3.333615501,5.410034656,3.733200047,1.541900873,3.188056454,3.868133783,3.587501486
